fwhm	896.7896389624932-20°C	896.7896389624932-30°C	896.7896389624932-40°C	896.7896389624932-50°C	896.7896389624932-60°C	896.7896389624932-70°C
1.737073741000000155e+04	9.444225554553797863e-01	9.456062781565046649e-01	9.472154974293354179e-01	9.480325333972262625e-01	9.513342145635680369e-01	9.552847042358629803e-01
1.736296129999999903e+04	9.501394991075479135e-01	9.511735356759610793e-01	9.526053157987738329e-01	9.533300291085106126e-01	9.563492741241644834e-01	9.600085365959473149e-01
1.735519239999999991e+04	9.555597421857041640e-01	9.564528543018215867e-01	9.577165001300634861e-01	9.583538595585812114e-01	9.611015299899133835e-01	9.644775988799880739e-01
1.734743070000000080e+04	9.606793934049492334e-01	9.614406039968835804e-01	9.625456930133453604e-01	9.631008073884844700e-01	9.655880831687131405e-01	9.686892322287738999e-01
1.733967618999999831e+04	9.654949292334812361e-01	9.661335001660358301e-01	9.670898595941432863e-01	9.675679659105818065e-01	9.698063203759956785e-01	9.726410463639791892e-01
1.733192885000000024e+04	9.700032045106321554e-01	9.705286135669611847e-01	9.713462967578165852e-01	9.717527479283645242e-01	9.737539220006303786e-01	9.763309268683377784e-01
1.732418868999999904e+04	9.742014337693075676e-01	9.746233517092126597e-01	9.753126147491477660e-01	9.756528674794776590e-01	9.774288445747990606e-01	9.797570186635954359e-01
1.731645568999999887e+04	9.780872295710496545e-01	9.784154958900582733e-01	9.789867727232873795e-01	9.792663746282391779e-01	9.808293533196988934e-01	9.829177562957696068e-01
1.730872983999999997e+04	9.816585814486584738e-01	9.819031803854989526e-01	9.823670583285577518e-01	9.825916352589996183e-01	9.839540028435252994e-01	9.858118457588761485e-01
1.730101111999999921e+04	9.849138677496473981e-01	9.850849037793857343e-01	9.854520984681927054e-01	9.856273415524902104e-01	9.868016468081326487e-01	9.884382733749585981e-01
1.729329953999999998e+04	9.878518401854279318e-01	9.879595136826870849e-01	9.882408443173971158e-01	9.883724971593076392e-01	9.893714238755807466e-01	9.907962927557345534e-01
1.728559507999999914e+04	9.904716493542459199e-01	9.905262315616628621e-01	9.907325952844439065e-01	9.908264407228210002e-01	9.916627796583498133e-01	9.928854449618531586e-01
1.727789773000000059e+04	9.927728268852002991e-01	9.927846352288415277e-01	9.929269819753586690e-01	9.929888290895654279e-01	9.936754508847814860e-01	9.947055438037820663e-01
1.727020748000000094e+04	9.947552884939794282e-01	9.947346618243412264e-01	9.948239690753500897e-01	9.948596401427171054e-01	9.954094680192624445e-01	9.962566781942572280e-01
1.726252432000000044e+04	9.964193318410049516e-01	9.963766057755730765e-01	9.964238534136262704e-01	9.964391709231483762e-01	9.968651534951238347e-01	9.975392104532725401e-01
1.725484823999999935e+04	9.977656336237884505e-01	9.977111160643286070e-01	9.977272614074618184e-01	9.977280351658566193e-01	9.980431194353556190e-01	9.985537741475135620e-01
1.724717923000000155e+04	9.987952459169782138e-01	9.987391928134888852e-01	9.987351458965295636e-01	9.987271602621605737e-01	9.989442648702877570e-01	9.993012714725935108e-01
1.723951728000000003e+04	9.995095917756041670e-01	9.994621832073679046e-01	9.994487823800486392e-01	9.994377836594783293e-01	9.995697724625930425e-01	9.997828701875004498e-01
1.723186238999999841e+04	9.999104597990096099e-01	9.998817764104263039e-01	9.998697643109956124e-01	9.998614483448858836e-01	9.999211044703453233e-01	1.000000000000000000e+00
1.722421453000000110e+04	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.999543494267812971e-01
1.721657371000000057e+04	9.997807146591378702e-01	9.998192111338695121e-01	9.998417042488493278e-01	9.998555788529854826e-01	9.998084680022035764e-01	9.996478603225519288e-01
1.720893991000000096e+04	9.992554530093360476e-01	9.993420920438975674e-01	9.993973944937073473e-01	9.994306161716092207e-01	9.993487837628757253e-01	9.990827235770826098e-01
1.720131312999999864e+04	9.984274038642272364e-01	9.985716430841473645e-01	9.986698843741523834e-01	9.987278280817715181e-01	9.986234837162446532e-01	9.982613751272672031e-01
1.719369335000000137e+04	9.973000844829731371e-01	9.975111725428158493e-01	9.976622744054155500e-01	9.977502066906818179e-01	9.976353570869709309e-01	9.971864874985467697e-01
1.718608055999999851e+04	9.958773338728462710e-01	9.961642904978886826e-01	9.963779464397641839e-01	9.965010148449214844e-01	9.963874415313606070e-01	9.958609663411329693e-01
1.717847475000000122e+04	9.941633027842071701e-01	9.945348996683524012e-01	9.948205553456517247e-01	9.949837782330499536e-01	9.948830159924367811e-01	9.942879436607569010e-01
1.717087591999999859e+04	9.921624464944939215e-01	9.926271889168130080e-01	9.929940232360472407e-01	9.932022799768315258e-01	9.931255961060411197e-01	9.924707738487951181e-01
1.716328406000000177e+04	9.898795097528282350e-01	9.904456193086548232e-01	9.909025266003333998e-01	9.911605483168166586e-01	9.911189228200421031e-01	9.904130227021689103e-01
1.715569915000000037e+04	9.873195139100107154e-01	9.879949122286999508e-01	9.885504854032270972e-01	9.888628462109474437e-01	9.888669530063849411e-01	9.881184587001293762e-01
1.714812117999999828e+04	9.844877515447226779e-01	9.852800447066977219e-01	9.859425591304804559e-01	9.863136677348264270e-01	9.863738567456596940e-01	9.855910510549239500e-01
1.714055015999999887e+04	9.813897807529415873e-01	9.823062444869300469e-01	9.830836426374095494e-01	9.835177343176387810e-01	9.836440144123097529e-01	9.828349674266672054e-01
1.713298605999999927e+04	9.780313887645201154e-01	9.790789556508217029e-01	9.799788336945521872e-01	9.804799633005314430e-01	9.806819867889342568e-01	9.798545444959810835e-01
1.712542886999999973e+04	9.744186022638342548e-01	9.756038490560651200e-01	9.766334436150353460e-01	9.772054786238824065e-01	9.774925263656621954e-01	9.766543002175656074e-01
1.711787859000000026e+04	9.705576727828325589e-01	9.718868089105674457e-01	9.730529849838679413e-01	9.736995991476726786e-01	9.740805667597940420e-01	9.732389238485641414e-01
1.711033522000000085e+04	9.664550596834714513e-01	9.679339170136649351e-01	9.692431571382561506e-01	9.699678247673034770e-01	9.704512100325967117e-01	9.696132639527405006e-01
1.710279872999999861e+04	9.621173990978126866e-01	9.637514234382600353e-01	9.652098185629298666e-01	9.660158097020413726e-01	9.666097015706427431e-01	9.657823040762725242e-01
1.709526912000000084e+04	9.575515231439469810e-01	9.593457656740349559e-01	9.609590060082559004e-01	9.618493815582223050e-01	9.625614494787460007e-01	9.617511828560209031e-01
1.708774638000000050e+04	9.527644249096353102e-01	9.547235355228722575e-01	9.564969032569956564e-01	9.574745110759093070e-01	9.583119960135060289e-01	9.575251662159325328e-01
1.708023050000000148e+04	9.477632500392435544e-01	9.498914716188672225e-01	9.518298345835080054e-01	9.528973060595911093e-01	9.538670125442848535e-01	9.531096430848883250e-01
1.707272147000000041e+04	9.425552829640634345e-01	9.448564467851443549e-01	9.469642532351907338e-01	9.481240004327707860e-01	9.492322897705842699e-01	9.485101163737935659e-01
1.706521928000000116e+04	9.371479330876475444e-01	9.396254553408680543e-01	9.419067298606715877e-01	9.431609432380289038e-01	9.444137278837787530e-01	9.437321938974343460e-01
1.705772393000000011e+04	9.315487285579516774e-01	9.342056077454844454e-01	9.366639480297958009e-01	9.380145945959661447e-01	9.394173334796184216e-01	9.387815859809491847e-01
1.705023540000000139e+04	9.257652801635792850e-01	9.286040963133563864e-01	9.312426717596481440e-01	9.326914941806426773e-01	9.342491897806459722e-01	9.336640766173742723e-01
1.704275368000000162e+04	9.198052893561229348e-01	9.228282036140579292e-01	9.256497543081284585e-01	9.271982701913753511e-01	9.289154661635261601e-01	9.283855335768964601e-01
1.703527877000000080e+04	9.136765358232479262e-01	9.168852910965757941e-01	9.198921278512843802e-01	9.215416295686637005e-01	9.234224094662346616e-01	9.229519004231617751e-01
1.702781064999999944e+04	9.073868394372525126e-01	9.107827628301859990e-01	9.139767690216001883e-01	9.157283244781382336e-01	9.177763122337662116e-01	9.173691657263621790e-01
1.702034932000000117e+04	9.009440796224279513e-01	9.045280849008909829e-01	9.079107183460100039e-01	9.097651717387281733e-01	9.119835323590544940e-01	9.116433831063907034e-01
1.701289476999999897e+04	8.943561573939956544e-01	8.981287491934260014e-01	9.017010457805070267e-01	9.036590192815704414e-01	9.060504612659613377e-01	9.057806403636322612e-01
1.700544699000000037e+04	8.876309904116892469e-01	8.915922691627188312e-01	8.953548472138403991e-01	8.974167430235713283e-01	8.999835216049516529e-01	8.997870577886195598e-01
1.699800595999999859e+04	8.807764908774687873e-01	8.849261589175663190e-01	8.888792247554527792e-01	8.910452277846422353e-01	8.937891494196671394e-01	8.936687711064758011e-01
1.699057168000000092e+04	8.738005805504960311e-01	8.781379483734380598e-01	8.822813020349969948e-01	8.845513826404426405e-01	8.874738097653216418e-01	8.874319474451873857e-01
1.698314414000000033e+04	8.667111512728423728e-01	8.712351454010259788e-01	8.755681879994571259e-01	8.779421055951762698e-01	8.810439630373202435e-01	8.810827525981392849e-01
1.697572333000000071e+04	8.595160619308171990e-01	8.642252333574926837e-01	8.687469750333322027e-01	8.712242820007667365e-01	8.745060640688379072e-01	8.746273506398271058e-01
1.696830924999999843e+04	8.522231367050335793e-01	8.571156698732708135e-01	8.618247382991760519e-01	8.644047841785515995e-01	8.678665623854310285e-01	8.680719046583396104e-01
1.696090188000000126e+04	8.448401242975200898e-01	8.499138475639830270e-01	8.548084979745601553e-01	8.574904344723059957e-01	8.611318668246166208e-01	8.614225422833584611e-01
1.695350120999999854e+04	8.373747161560377572e-01	8.426271122036573802e-01	8.477052373858033896e-01	8.504880233426780345e-01	8.543083636989263763e-01	8.546853740578544967e-01
1.694610723000000144e+04	8.298345262738425765e-01	8.352627434277853924e-01	8.405218846466426807e-01	8.434042915030638410e-01	8.474023999298065934e-01	8.478664772003609018e-01
1.693871993999999904e+04	8.222270913477418564e-01	8.278279552670504415e-01	8.332653135893295371e-01	8.362459310544967384e-01	8.404202846582866648e-01	8.409718975888633707e-01
1.693133932999999888e+04	8.145598405637578532e-01	8.203298669709238045e-01	8.259423156713144865e-01	8.290195579761286959e-01	8.333682628877622234e-01	8.340076241051569417e-01
1.692396538000000146e+04	8.068400857585611430e-01	8.127754936611373271e-01	8.185595911557284055e-01	8.217317035867927055e-01	8.262525075598543545e-01	8.269795811503590777e-01
1.691659809999999925e+04	7.990750544457267956e-01	8.051717789315432361e-01	8.111237812841604056e-01	8.143888464728851195e-01	8.190791511308039841e-01	8.198936601537218927e-01
1.690923746000000028e+04	7.912718078665657018e-01	7.975255148734475830e-01	8.036413903721082441e-01	8.069973357222927079e-01	8.118542109639625970e-01	8.127556461764159357e-01
1.690188346000000092e+04	7.834373065444659723e-01	7.898434064540033051e-01	7.961188489860658857e-01	7.995634534328319720e-01	8.045836507064278997e-01	8.055712788069905317e-01
1.689453609000000142e+04	7.755783605959352123e-01	7.821320230308044241e-01	7.885624667341417648e-01	7.920933682073740822e-01	7.972733351483785036e-01	7.983462078166685405e-01
1.688719535000000178e+04	7.677016438520997132e-01	7.743978123351864529e-01	7.809784461297890612e-01	7.845931489511709378e-01	7.899290439720186852e-01	7.910860069665838212e-01
1.687986121999999887e+04	7.598136550037609682e-01	7.666470624303675097e-01	7.733728454330252022e-01	7.770687282075322555e-01	7.825564360741212866e-01	7.837961389363506948e-01
1.687253369000000021e+04	7.519207435289207986e-01	7.588859272190370264e-01	7.657516037468019565e-01	7.695259270297233334e-01	7.751610740869550042e-01	7.764819797284295833e-01
1.686521275999999853e+04	7.440291040697342151e-01	7.511204209896278350e-01	7.581205357708351578e-01	7.619704498560090355e-01	7.677484195345872786e-01	7.691488140353996972e-01
1.685789842000000135e+04	7.361447495998330037e-01	7.433563920324742780e-01	7.504853059289349204e-01	7.544078589322550377e-01	7.603238078665565114e-01	7.618018106683678292e-01
1.685059064999999828e+04	7.282735066161386550e-01	7.355995178369906240e-01	7.428514236130693282e-01	7.468435695947079900e-01	7.528924438712261136e-01	7.544460181015002487e-01
1.684328945999999996e+04	7.204210538940818420e-01	7.278553432290822967e-01	7.352242806958252386e-01	7.392828874415287022e-01	7.454594382437542688e-01	7.470864007430878528e-01
1.683599481999999989e+04	7.125928432729459194e-01	7.201292021894943884e-01	7.276090745049864639e-01	7.317309319777852705e-01	7.380297325602661607e-01	7.397277647120054089e-01
1.682870673000000170e+04	7.047941715768095694e-01	7.124262886333510014e-01	7.200108774181160909e-01	7.241927055556480752e-01	7.306081670072123169e-01	7.323748249141089905e-01
1.682142519000000175e+04	6.970301452618029581e-01	7.047516214182861782e-01	7.124346023063977684e-01	7.166730590839618387e-01	7.231994466382515308e-01	7.250321716458282273e-01
1.681415018000000055e+04	6.893056566570426869e-01	6.971100206452253145e-01	7.048849789595060811e-01	7.091766685485958455e-01	7.158081181256761294e-01	7.177042475216079964e-01
1.680688168999999834e+04	6.816254139967599102e-01	6.895061371035130504e-01	6.973665829450029774e-01	7.017080635607785277e-01	7.084385977408164115e-01	7.103953751510532211e-01
1.679961972999999853e+04	6.739939500237041026e-01	6.819444605951194838e-01	6.898838436777740002e-01	6.942716353035458532e-01	7.010951790873233280e-01	7.031097647653828941e-01
1.679236426999999821e+04	6.664155576398271830e-01	6.744292559063030934e-01	6.824409808247902109e-01	6.868715732216263969e-01	6.937819704023592271e-01	6.958514519287379851e-01
1.678511530000000130e+04	6.588943524685080266e-01	6.669646244520617273e-01	6.750420649916848426e-01	6.795119251821490902e-01	6.865029537059396114e-01	6.886243560949356635e-01
1.677787283000000025e+04	6.514342717847821929e-01	6.595545029709338758e-01	6.676910162162486007e-01	6.721965958806541686e-01	6.792619830563069172e-01	6.814322787847274521e-01
1.677063683999999921e+04	6.440390227771555232e-01	6.522026118011522433e-01	6.603915523548995470e-01	6.649292953357377467e-01	6.720627333129198799e-01	6.742788525574066050e-01
1.676340731999999844e+04	6.367121244860666218e-01	6.449124961187838734e-01	6.531472296014547707e-01	6.577135790211717792e-01	6.649087395177328830e-01	6.671675799410491381e-01
1.675618426000000181e+04	6.294568981153632059e-01	6.376875159289139283e-01	6.459614322005360343e-01	6.505528374573141814e-01	6.578033862760638284e-01	6.601018227069594957e-01
1.674896765999999843e+04	6.222764780053917644e-01	6.305308565855516356e-01	6.388373825303551579e-01	6.434503060753509196e-01	6.507499172042064961e-01	6.530848110702072162e-01
1.674175750999999946e+04	6.151737929355493018e-01	6.234455097330210416e-01	6.317781217343129141e-01	6.364090457153748215e-01	6.437514152025928249e-01	6.461196238561761618e-01
1.673455380000000150e+04	6.081515780339079580e-01	6.164342846974709689e-01	6.247865206066274268e-01	6.294319532563635855e-01	6.368108125942379960e-01	6.392091983448925374e-01
1.672735651000000144e+04	6.012123672285653031e-01	6.094998004617651066e-01	6.178652711253681540e-01	6.225217529387361282e-01	6.299308820616302818e-01	6.323563209950686659e-01
1.672016563999999926e+04	5.943585245621624269e-01	6.026445164634240959e-01	6.110169167191725759e-01	6.156810263503872394e-01	6.231142660591763027e-01	6.255636564791261511e-01
1.671298118999999861e+04	5.875922269608306880e-01	5.958707149144901738e-01	6.042438341815282721e-01	6.089121941550537098e-01	6.163634582069459356e-01	6.188337288977612261e-01
1.670580313999999998e+04	5.809154485869051365e-01	5.891804845919976774e-01	5.975482169382948516e-01	6.022174991099242813e-01	6.096807858550553627e-01	6.121689041017125410e-01
1.669863148999999976e+04	5.743300016202863567e-01	5.825757611371256139e-01	5.909321148336982299e-01	5.955990455743395140e-01	6.030684489997488740e-01	6.055714281927240261e-01
1.669146621999999843e+04	5.678375024055469789e-01	5.760582925974722102e-01	5.843973991253806899e-01	5.890587642514104605e-01	5.965284845876135389e-01	5.990433916187717367e-01
1.668430732999999964e+04	5.614394117392408345e-01	5.696296792864552483e-01	5.779458018824221721e-01	5.825984513359175887e-01	5.900628051134803043e-01	5.925867673716401773e-01
1.667715481000000000e+04	5.551370111414993813e-01	5.632913494317973724e-01	5.715788910520629429e-01	5.762197433022258064e-01	5.836731729048210138e-01	5.862033850063733675e-01
1.667000864999999976e+04	5.489314160469549453e-01	5.570445718497403220e-01	5.652980826123253921e-01	5.699241287887135687e-01	5.773612114612882706e-01	5.798949416265556378e-01
1.666286883999999918e+04	5.428235799222955738e-01	5.508904595232853030e-01	5.591046436150373111e-01	5.637129513697893834e-01	5.711284076886642413e-01	5.736630037813098548e-01
1.665573537999999826e+04	5.368143068962480946e-01	5.448299817698482039e-01	5.529997038838014856e-01	5.575874210127012010e-01	5.649761228544704084e-01	5.675090180836802611e-01
1.664860825000000114e+04	5.309042308307102553e-01	5.388639425658483528e-01	5.469842336203804001e-01	5.515485913268944884e-01	5.589055691831459338e-01	5.614342874554267837e-01
1.664148745000000054e+04	5.250938535502895910e-01	5.329930185333118242e-01	5.410590811083041407e-01	5.455973971111200971e-01	5.529178470067402928e-01	5.554400079397473489e-01
1.663437297000000035e+04	5.193835242803039876e-01	5.272177376352438216e-01	5.352249506895035980e-01	5.397346319708344886e-01	5.470139217203066062e-01	5.495272452988462231e-01
1.662726480000000083e+04	5.137734528785737886e-01	5.215384919596783853e-01	5.294824150846725308e-01	5.339609603969259766e-01	5.411946353508457763e-01	5.436969462342869930e-01
1.662016292999999860e+04	5.082637146592479116e-01	5.159555420360401046e-01	5.238319191938434205e-01	5.282769213004012698e-01	5.354607095515125925e-01	5.379499410324157793e-01
1.661306735000000117e+04	5.028542552846273495e-01	5.104690212292645191e-01	5.182737839825627413e-01	5.226829316359192790e-01	5.298127486892193483e-01	5.322869463044679339e-01
1.660597806000000128e+04	4.975449031338051165e-01	5.050789477379650227e-01	5.128082180902671094e-01	5.171792978066127588e-01	5.242512508036419883e-01	5.267085756252598561e-01
1.659889504999999917e+04	4.923353590446955530e-01	4.997852136431959469e-01	5.074353061872418635e-01	5.117662036650820756e-01	5.187765949319286252e-01	5.212153264724591617e-01
1.659181829999999900e+04	4.872252020048465360e-01	4.945875901112924966e-01	5.021550136723813562e-01	5.064437149462028831e-01	5.133890449993402383e-01	5.158075837658111507e-01
1.658474782000000050e+04	4.822139229386518400e-01	4.894857612315008932e-01	4.969672205171692392e-01	5.012118131085060435e-01	5.080887835275816888e-01	5.104856533575855559e-01
1.657768359000000055e+04	4.773008864249424499e-01	4.844792845571884721e-01	4.918716806523656393e-01	4.960703541247691306e-01	5.028758693776874678e-01	5.052497192747946730e-01
1.657062559999999939e+04	4.724853647525421585e-01	4.795676252319996391e-01	4.868680561170679044e-01	4.910191026350430032e-01	4.977502717815395217e-01	5.000998775393364904e-01
1.656357384000000093e+04	4.677665356544735142e-01	4.747501531990745982e-01	4.819559137281994587e-01	4.860577283328421094e-01	4.927118661660234156e-01	4.950361316476986073e-01
1.655652832000000126e+04	4.631435002982258187e-01	4.700261610936087298e-01	4.771347428419345782e-01	4.811858236546557865e-01	4.877604516118803080e-01	4.900584097957064178e-01
1.654948901000000114e+04	4.586152487513893705e-01	4.653948284802111868e-01	4.724039183710303513e-01	4.764028661562029199e-01	4.828957121090405868e-01	4.851665256079260025e-01
1.654245591000000059e+04	4.541807111556217524e-01	4.608552736674935146e-01	4.677627531765423674e-01	4.717082711996986588e-01	4.781172695926163563e-01	4.803602311368684319e-01
1.653542901999999958e+04	4.498387423314544331e-01	4.564065375595273144e-01	4.632104811568842906e-01	4.671013746404225619e-01	4.734246658872592328e-01	4.756391984138581552e-01
1.652840831999999864e+04	4.455881146097128709e-01	4.520475758550555057e-01	4.587462487960408675e-01	4.625814240263399491e-01	4.688173532507380892e-01	4.710030096306663250e-01
1.652139381000000139e+04	4.414275472846480586e-01	4.477772888067995671e-01	4.543691451826349370e-01	4.581476087491940796e-01	4.642947246259947480e-01	4.664511872848920437e-01
1.651438547000000108e+04	4.373556870494528237e-01	4.435945007572915100e-01	4.500781806348483904e-01	4.537990381821859764e-01	4.598560909116766737e-01	4.619831710278815007e-01
1.650738331000000107e+04	4.333711419308064472e-01	4.394979945940816202e-01	4.458723216267763134e-01	4.495347768518477838e-01	4.555007164170824518e-01	4.575983530790977971e-01
1.650038729999999850e+04	4.294724454019710480e-01	4.354864745038892204e-01	4.417504521807990581e-01	4.453538050992332242e-01	4.512277782831007888e-01	4.532960371147615186e-01
1.649339745000000039e+04	4.256581063051410596e-01	4.315586169439160069e-01	4.377114258277836623e-01	4.412550715626599174e-01	4.470364196848981009e-01	4.490754915778322198e-01
1.648641374999999971e+04	4.219265791245302433e-01	4.277130397420395025e-01	4.337540335259640334e-01	4.372374604592583203e-01	4.429257160277704219e-01	4.449359154031539698e-01
1.647943618000000060e+04	4.182762744957865819e-01	4.239483125667523056e-01	4.298770140560049247e-01	4.332998019320000171e-01	4.388946851336950061e-01	4.408764480405406028e-01
1.647246473999999944e+04	4.147055790287614285e-01	4.202629770659950248e-01	4.260790744358430859e-01	4.294408926074582133e-01	4.349423079329464148e-01	4.368961900729435577e-01
1.646549942000000010e+04	4.112128433018280016e-01	4.166555342119898087e-01	4.223588765946643675e-01	4.256594819015139808e-01	4.310675141185968950e-01	4.329941885613435293e-01
1.645854021999999895e+04	4.077963959667539884e-01	4.131244585918519285e-01	4.187150518125192233e-01	4.219542865327866599e-01	4.272691966932991026e-01	4.291694514958196982e-01
1.645158712000000014e+04	4.044545327015909297e-01	4.096681867407411248e-01	4.151461884112128131e-01	4.183239778571168355e-01	4.235461986857354533e-01	4.254209342334643873e-01
1.644464012000000002e+04	4.011855394602173996e-01	4.062851409408503867e-01	4.116508560615019241e-01	4.147672064439366091e-01	4.198973380627838980e-01	4.217475644091318032e-01
1.643769919999999911e+04	3.979876767255562942e-01	4.029737127238094963e-01	4.082275885150974393e-01	4.112825843800869685e-01	4.163213893187060477e-01	4.181482232361217188e-01
1.643076437000000078e+04	3.948592061598300007e-01	3.997322902619488971e-01	4.048749116946244175e-01	4.078687137346027058e-01	4.128171124340236364e-01	4.146217745055421622e-01
1.642383560999999827e+04	3.917983661964691278e-01	3.965592329155133711e-01	4.015913171818419891e-01	4.045241594576211019e-01	4.093832248357994197e-01	4.111670362234913223e-01
1.641691291999999885e+04	3.888033979506381743e-01	3.934528979104521818e-01	3.983752896216458117e-01	4.012474771745903057e-01	4.060184297131161912e-01	4.077828089799799827e-01
1.640999628999999914e+04	3.858725347135079087e-01	3.904116293099297308e-01	3.952252951500863642e-01	3.980372013061870828e-01	4.027214036293726429e-01	4.044678633662376344e-01
1.640308569999999963e+04	3.830040052507410198e-01	3.874337612978183132e-01	3.921397846355239580e-01	3.948918482756503257e-01	3.994907996370345993e-01	4.012209430104062835e-01
1.639618115000000034e+04	3.801960490134916326e-01	3.845176338574271546e-01	3.891172097911588246e-01	3.918099328528776293e-01	3.963252639069931860e-01	3.980407811996559686e-01
1.638928264000000127e+04	3.774469100112289865e-01	3.816615863243375539e-01	3.861560163867306938e-01	3.887899611678328760e-01	3.932234284121593482e-01	3.949260934345820706e-01
1.638239016000000083e+04	3.747548354334921394e-01	3.788639558707686539e-01	3.832546425730323225e-01	3.858304289352524896e-01	3.901839089783595838e-01	3.918755754042236861e-01
1.637550368999999955e+04	3.721180783908692447e-01	3.761230802827618680e-01	3.804115216715450165e-01	3.829298242396807495e-01	3.872053080385682855e-01	3.888879057026759511e-01
1.636862322999999924e+04	3.695349116487388619e-01	3.734373121867488599e-01	3.776250968625959326e-01	3.800866424723666204e-01	3.842862298812199096e-01	3.859617610769566221e-01
1.636174877000000015e+04	3.670036180428185579e-01	3.708050090544345312e-01	3.748938107652953766e-01	3.772993756620103278e-01	3.814252696166313128e-01	3.830958053139889574e-01
1.635488031000000046e+04	3.645224999701826007e-01	3.682245430488501059e-01	3.722161156116939873e-01	3.745665228227851307e-01	3.786210237398215939e-01	3.802886997991455909e-01
1.634801783000000069e+04	3.620898703696623921e-01	3.656942916358162377e-01	3.695904634783169218e-01	3.718865799590066468e-01	3.758720798284500009e-01	3.775390931840598707e-01
1.634116133000000082e+04	3.597040689061286045e-01	3.632126544211914387e-01	3.670153237449115258e-01	3.692580578648425038e-01	3.731770347763492257e-01	3.748456396286898307e-01
1.633431079999999929e+04	3.573634527855442666e-01	3.607780436153161241e-01	3.644891731995684725e-01	3.666794720137463992e-01	3.705344844017724459e-01	3.722069883982720429e-01
1.632746623999999974e+04	3.550664052284492334e-01	3.583888928749480174e-01	3.620105052252952094e-01	3.641493519297270831e-01	3.679430330514609215e-01	3.696217934693781237e-01
1.632062763000000086e+04	3.528113267653247842e-01	3.560436482894331900e-01	3.595778204723888982e-01	3.616662316670659627e-01	3.654012838587250567e-01	3.670887038277414471e-01
1.631379497000000083e+04	3.505966499468249342e-01	3.537407837309843317e-01	3.571896428189196837e-01	3.592286661090584032e-01	3.629078554588873184e-01	3.646063801678987026e-01
1.630696824999999990e+04	3.484208304848473992e-01	3.514787917006779727e-01	3.548445099194890151e-01	3.568352213333172429e-01	3.604613721547357263e-01	3.621734851150351098e-01
1.630014745000000039e+04	3.462823486014591223e-01	3.492561848036944139e-01	3.525409747954631468e-01	3.544844762543835626e-01	3.580604656546080844e-01	3.597886850145783910e-01
1.629333258999999998e+04	3.441797255519732923e-01	3.470715129984070502e-01	3.502776237746687005e-01	3.521750409536934523e-01	3.557037938425850476e-01	3.574506686141351031e-01
1.628652363999999943e+04	3.421114964166624972e-01	3.449233354057623657e-01	3.480530473510003442e-01	3.499055269712066929e-01	3.533900105086902887e-01	3.551581170600460746e-01
1.627972060000000056e+04	3.400762358207252700e-01	3.428102471308950849e-01	3.458658680602748059e-01	3.476745757839301842e-01	3.511177944996559108e-01	3.529097328975749348e-01
1.627292345000000023e+04	3.380725433118602075e-01	3.407308641730570353e-01	3.437147249399258864e-01	3.454808429879274168e-01	3.488858336681851524e-01	3.507042242212347616e-01
1.626613220999999976e+04	3.360990617090606203e-01	3.386838425745636316e-01	3.415982934366909585e-01	3.433230186419016228e-01	3.466928456664580271e-01	3.485403252974200727e-01
1.625934684999999990e+04	3.341544512058459149e-01	3.366678516605330351e-01	3.395152578297259138e-01	3.411997991909555550e-01	3.445375494881965928e-01	3.464167685295210797e-01
1.625256735999999910e+04	3.322374104637736414e-01	3.346815960461131390e-01	3.374643341063925384e-01	3.391099108439774579e-01	3.424186893601299797e-01	3.443323081459281898e-01
1.624579375000000073e+04	3.303466765858014131e-01	3.327238157126607421e-01	3.354442701343030575e-01	3.370521097918871001e-01	3.403350350372313926e-01	3.422857205262147540e-01
1.623902599999999984e+04	3.284810113698388157e-01	3.307932718930372551e-01	3.334538312098224710e-01	3.350251675379218863e-01	3.382853670564421322e-01	3.402757897921154795e-01
1.623226410000000033e+04	3.266392128755603030e-01	3.288887591847537983e-01	3.314918126891762684e-01	3.330278838262933361e-01	3.362684899699038832e-01	3.383013209184073666e-01
1.622550806000000011e+04	3.248201180854765058e-01	3.270091084183683328e-01	3.295570430533448225e-01	3.310590898143796479e-01	3.342832356480838207e-01	3.363611430266018054e-01
1.621875784999999996e+04	3.230225868134071199e-01	3.251531701595555823e-01	3.276483670516233127e-01	3.291176309796744470e-01	3.323284461701005443e-01	3.344540927532104746e-01
1.621201346999999987e+04	3.212455206582805478e-01	3.233198344319407336e-01	3.257646661388718945e-01	3.272023879818716785e-01	3.304029950040399122e-01	3.325790350567444098e-01
1.620527492999999959e+04	3.194878573654384990e-01	3.215080250072636092e-01	3.239048527094810503e-01	3.253122708498354942e-01	3.285057812460321913e-01	3.307348576438149945e-01
1.619854219000000012e+04	3.177485552073342490e-01	3.197166834479819864e-01	3.220678538604901942e-01	3.234462025502877758e-01	3.266357132831185228e-01	3.289204552073448085e-01
1.619181526999999915e+04	3.160266214802347484e-01	3.179447986103641766e-01	3.202526418031643174e-01	3.216031499577278185e-01	3.247917400073054295e-01	3.271347598533800305e-01
1.618509415000000081e+04	3.143210863626860752e-01	3.161913798431181255e-01	3.184582064987724892e-01	3.197820961174087651e-01	3.229728231364279445e-01	3.253767143184034816e-01
