fwhm	896.7896389624932-20°C	896.7896389624932-30°C	896.7896389624932-40°C	896.7896389624932-50°C	896.7896389624932-60°C	896.7896389624932-70°C
1.375303883999999925e+04	1.412958823590802944e-03	1.571900333635474923e-03	1.896623051107239810e-03	2.075079275427804334e-03	3.418883394775690601e-03	6.486393281666591980e-03
1.374825689000000057e+04	1.386829273962997483e-03	1.543403354766747278e-03	1.863454608430417658e-03	2.039427174125640028e-03	3.365976020249317104e-03	6.400240402552224810e-03
1.374347841999999946e+04	1.361158069008553979e-03	1.515395866182224580e-03	1.830834610729924899e-03	2.004353621513267451e-03	3.313836813044619602e-03	6.315149180716525881e-03
1.373870342999999957e+04	1.335937746516329371e-03	1.487870080517392961e-03	1.798754692188048697e-03	1.969849974489182570e-03	3.262455642986465763e-03	6.231108023905661264e-03
1.373393190999999933e+04	1.311160901274160571e-03	1.460818264326216960e-03	1.767206533880014748e-03	1.935907632676950492e-03	3.211822388117186854e-03	6.148105267552193137e-03
1.372916386000000057e+04	1.286820289359895571e-03	1.434232852057292255e-03	1.736181996887410347e-03	1.902518181725679604e-03	3.161927148945963342e-03	6.066129526277596121e-03
1.372439926999999989e+04	1.262908722922732180e-03	1.408106331325849033e-03	1.705672988781495140e-03	1.869673249791142062e-03	3.112760035215304203e-03	5.985169345426211325e-03
1.371963813999999911e+04	1.239419170959548669e-03	1.382431353132644591e-03	1.675671592520671088e-03	1.837364646386383839e-03	3.064311374232987599e-03	5.905213544405965923e-03
1.371488047999999981e+04	1.216344753771002058e-03	1.357200726053114145e-03	1.646170060141968631e-03	1.805584355822401977e-03	3.016571702768875655e-03	5.826251206266205677e-03
1.371012625999999909e+04	1.193678501283140098e-03	1.332407152069446741e-03	1.617160504040363132e-03	1.774324204712280847e-03	2.969531267964716902e-03	5.748270852288236282e-03
1.370537550000000010e+04	1.171413786197308699e-03	1.308043700389055616e-03	1.588635451359614531e-03	1.743576459360074221e-03	2.923180925974049223e-03	5.671261930318218653e-03
1.370062817999999970e+04	1.149543891532686267e-03	1.284103334592945778e-03	1.560587291105126548e-03	1.713333230157449566e-03	2.877511246966136475e-03	5.595213333106307217e-03
1.369588429999999971e+04	1.128062294601029974e-03	1.260579223422398807e-03	1.533008638078468735e-03	1.683586863894740620e-03	2.832513106458986636e-03	5.520114379980498032e-03
1.369114386999999988e+04	1.106962613753923732e-03	1.237464682765308235e-03	1.505892265459894295e-03	1.654329871338509981e-03	2.788177578023283941e-03	5.445954641909572617e-03
1.368640685999999914e+04	1.086238386544155195e-03	1.214752932724419768e-03	1.479230819976824719e-03	1.625554619984114152e-03	2.744495468062926966e-03	5.372723163460433812e-03
1.368167329000000063e+04	1.065883467182062458e-03	1.192437533209087528e-03	1.453017333256667295e-03	1.597253885942177343e-03	2.701458153332757413e-03	5.300409865605240980e-03
1.367694314999999915e+04	1.045891671530946266e-03	1.170511995110186691e-03	1.427244765821668055e-03	1.569420361993996166e-03	2.659056835748592647e-03	5.229004299212343040e-03
1.367221643000000040e+04	1.026256910500917630e-03	1.148969926540818146e-03	1.401906178846156490e-03	1.542046842997501707e-03	2.617282823907891420e-03	5.158496116481995318e-03
1.366749313000000075e+04	1.006973229246575048e-03	1.127805076003074013e-03	1.376994785237891728e-03	1.515126281217136703e-03	2.576127618565828437e-03	5.088875216787978710e-03
1.366277325000000019e+04	9.880347626453885122e-04	1.107011283714863211e-03	1.352503892719077172e-03	1.488651724993436069e-03	2.535582820198833964e-03	5.020131592508516802e-03
1.365805678000000080e+04	9.694356950663914237e-04	1.086582437540705272e-03	1.328426852109683117e-03	1.462616262922631066e-03	2.495640044047744543e-03	4.952255185477128473e-03
1.365334372000000076e+04	9.511703394487450343e-04	1.066512559945243964e-03	1.304757159980517037e-03	1.437013134936184844e-03	2.456291090992930842e-03	4.885236177705898006e-03
1.364863406000000032e+04	9.332330572474556918e-04	1.046795720191009364e-03	1.281488355410657616e-03	1.411835620772632039e-03	2.417527777216565456e-03	4.819064702942913586e-03
1.364392780999999923e+04	9.156183718968712503e-04	1.027426159175202870e-03	1.258614167530052461e-03	1.387077199723394738e-03	2.379342180817618693e-03	4.753731268482793045e-03
1.363922494999999981e+04	8.983207788831231236e-04	1.008398080744392486e-03	1.236128269391309790e-03	1.362731284381938843e-03	2.341726232277893237e-03	4.689226056272423684e-03
1.363452548999999999e+04	8.813349692109869685e-04	9.897058975455509146e-04	1.214024568530876202e-03	1.338791535245910510e-03	2.304672200409256261e-03	4.625539755307594807e-03
1.362982942000000003e+04	8.646556427609244358e-04	9.713440258710466946e-04	1.192296964841384763e-03	1.315251598709560581e-03	2.268172288628291129e-03	4.562662871084013395e-03
1.362513673000000017e+04	8.482775826306273746e-04	9.533069675126188596e-04	1.170939447432646236e-03	1.292105211994505273e-03	2.232218797394821402e-03	4.500586004222081882e-03
1.362044743000000017e+04	8.321957219682498156e-04	9.355893835288715474e-04	1.149946182297643992e-03	1.269346298312651030e-03	2.196804273176871866e-03	4.439300109579822837e-03
1.361576151000000027e+04	8.164050032990582658e-04	9.181859394386662548e-04	1.129311329225947099e-03	1.246968768547110275e-03	2.161921201107770002e-03	4.378795966554109749e-03
1.361107897000000048e+04	8.009004818708253658e-04	9.010914191561669381e-04	1.109029176943196080e-03	1.224966667819500947e-03	2.127562233415682125e-03	4.319064574578617387e-03
1.360639978999999948e+04	7.856772249241011875e-04	8.843006140548789664e-04	1.089094011723752697e-03	1.203334033072071254e-03	2.093719967808694692e-03	4.260096768997639546e-03
1.360172399000000041e+04	7.707305064207913307e-04	8.678085378470235065e-04	1.069500372694766029e-03	1.182065170196244840e-03	2.060387381585977989e-03	4.201883978140343902e-03
1.359705155000000013e+04	7.560555457240698265e-04	8.516101384670459211e-04	1.050242709976443364e-03	1.161154283163174294e-03	2.027557252140375563e-03	4.144417214540328277e-03
1.359238247000000047e+04	7.416477012034809226e-04	8.357005117356440787e-04	1.031315638594012835e-03	1.140595749668540243e-03	1.995222588988950548e-03	4.087687828943890531e-03
1.358771674999999959e+04	7.275024036093661857e-04	8.200748279937906731e-04	1.012713851602382083e-03	1.120384026969301885e-03	1.963376487251838019e-03	4.031687256199200688e-03
1.358305438999999933e+04	7.136151550991664920e-04	8.047283311334595167e-04	9.944321191333409509e-04	1.100513650942986591e-03	1.932012126831683923e-03	3.976407014721628809e-03
1.357839537000000018e+04	6.999814702645457479e-04	7.896562734962205878e-04	9.764652109641599152e-04	1.080979151980952921e-03	1.901122639958074479e-03	3.921838473140286038e-03
1.357373970000000008e+04	6.865970227490298186e-04	7.748540780341031100e-04	9.588080899599616931e-04	1.061775265369139468e-03	1.870701444228155350e-03	3.867973438896445907e-03
1.356908738000000085e+04	6.734575246397600480e-04	7.603172051421189410e-04	9.414557536548544573e-04	1.042896759207316993e-03	1.840741971743668944e-03	3.814803681997468339e-03
1.356443839999999909e+04	6.605587280842651872e-04	7.460411544863120026e-04	9.244032364961121554e-04	1.024338436873443092e-03	1.811237673065210167e-03	3.762320941572281502e-03
1.355979275000000052e+04	6.478964538061878506e-04	7.320214966247167365e-04	9.076456477215918582e-04	1.006095178291881945e-03	1.782182083069355641e-03	3.710517043019160698e-03
1.355515042999999969e+04	6.354666166470833346e-04	7.182539014071627481e-04	8.911782055377440084e-04	9.881619772529543280e-04	1.753568881214102393e-03	3.659384006779533433e-03
1.355051144999999997e+04	6.232652222370768484e-04	7.047341344443183546e-04	8.749962332062041943e-04	9.705339373035694892e-04	1.725391886176199426e-03	3.608914040933305749e-03
1.354587578000000030e+04	6.112882357617527643e-04	6.914579117633422659e-04	8.590949852042857994e-04	9.532060824289169442e-04	1.697644753585743176e-03	3.559099000030548077e-03
1.354124344999999994e+04	5.995318417571157688e-04	6.784211878246947233e-04	8.434699922542499137e-04	9.361737330613413349e-04	1.670321578199249332e-03	3.509931465801730509e-03
1.353661441999999988e+04	5.879921084360686815e-04	6.656197835055308520e-04	8.281166158785604418e-04	9.194320207298626799e-04	1.643416117073185538e-03	3.461403352802774024e-03
1.353198871999999938e+04	5.766653421539766691e-04	6.530497792597726508e-04	8.130305197909796404e-04	9.029764019921822675e-04	1.616922614597699577e-03	3.413507393877048685e-03
1.352736631999999918e+04	5.655477612854985193e-04	6.407071534608616567e-04	7.982072363812046456e-04	8.868021858343683042e-04	1.590835043871649881e-03	3.366235773375182878e-03
1.352274724000000060e+04	5.546357658577572491e-04	6.285880816928271107e-04	7.836425260281837694e-04	8.709049256540367465e-04	1.565147738110226174e-03	3.319581268852276213e-03
1.351813145000000077e+04	5.439256961209800942e-04	6.166886688109204928e-04	7.693320554880104124e-04	8.552800684226137496e-04	1.539854825390063811e-03	3.273536227707391204e-03
1.351351896999999917e+04	5.334140679658751823e-04	6.050052104884543966e-04	7.552717123890922285e-04	8.399232980337232582e-04	1.514950784016105226e-03	3.228093576691049536e-03
1.350890978999999970e+04	5.230973843639082511e-04	5.935339838562024919e-04	7.414573537264960643e-04	8.248302608331358268e-04	1.490429999301432331e-03	3.183246017046997313e-03
1.350430390000000079e+04	5.129722059994185806e-04	5.822713260210433690e-04	7.278849003635833167e-04	8.099966688305634170e-04	1.466286930778841176e-03	3.138986328728954073e-03
1.349970129000000088e+04	5.030351504036755005e-04	5.712136331912359829e-04	7.145503361481312429e-04	7.954182988145964322e-04	1.442516111352383935e-03	3.095307369721910472e-03
1.349510197999999946e+04	4.932829541376071913e-04	5.603574299999669909e-04	7.014497917652486730e-04	7.810910841526736868e-04	1.419112297981335070e-03	3.052202354771430069e-03
1.349050595000000067e+04	4.837123218465147912e-04	5.496992015972193427e-04	6.885793423658031695e-04	7.670108935928694489e-04	1.396070111323654194e-03	3.009664193485859281e-03
1.348591320000000087e+04	4.743200546176523321e-04	5.392355365743638218e-04	6.759351800986729665e-04	7.531737199751287713e-04	1.373384344085431001e-03	2.967686057965247814e-03
1.348132372000000032e+04	4.651029857472383996e-04	5.289630555377794778e-04	6.635135280680126181e-04	7.395755862028385690e-04	1.351049807936608024e-03	2.926261101578375365e-03
1.347673752000000059e+04	4.560580404088172054e-04	5.188784776855820229e-04	6.513107209844059631e-04	7.262126336013324844e-04	1.329061479133623273e-03	2.885382729750342757e-03
1.347215458000000035e+04	4.471821353720628590e-04	5.089785091018647145e-04	6.393230701965728563e-04	7.130809742157071798e-04	1.307414256244111015e-03	2.845044150886619737e-03
1.346757490999999936e+04	4.384722965923561156e-04	4.992599739399509844e-04	6.275470225794106726e-04	7.001768648761580493e-04	1.286103247093289869e-03	2.805238910617765917e-03
1.346299849999999969e+04	4.299255607375202740e-04	4.897197046867724814e-04	6.159790278532798011e-04	6.874965619506774031e-04	1.265123530075401700e-03	2.765960448330600542e-03
1.345842534999999953e+04	4.215390323873516613e-04	4.803546060416103445e-04	6.046156160884003181e-04	6.750364063201674597e-04	1.244470294791468487e-03	2.727202360114912467e-03
1.345385546000000068e+04	4.133098637827294758e-04	4.711616324067557037e-04	5.934533706004514481e-04	6.627927937601326477e-04	1.224138793770993428e-03	2.688958309656595911e-03
1.344928881999999976e+04	4.052352366059048367e-04	4.621377675961132960e-04	5.824889034304987431e-04	6.507621481001724670e-04	1.204124298286668362e-03	2.651221945592769930e-03
1.344472542000000067e+04	3.973123800798693587e-04	4.532800451090271063e-04	5.717188800639294230e-04	6.389409483843894177e-04	1.184422143767827800e-03	2.613986987229745870e-03
1.344016527999999926e+04	3.895386209067576867e-04	4.445856040690969349e-04	5.611400876621784172e-04	6.273258038694935149e-04	1.165027855666498280e-03	2.577247464063125559e-03
1.343560836999999992e+04	3.819112452620913130e-04	4.360515349679793288e-04	5.507492475619339602e-04	6.159132482472716398e-04	1.145936806595183183e-03	2.540997067607415460e-03
1.343105470000000059e+04	3.744276523223171870e-04	4.276750514273586559e-04	5.405432243593873967e-04	6.046999692558157908e-04	1.127144600011224795e-03	2.505229878497994278e-03
1.342650425999999970e+04	3.670852516029417820e-04	4.194533754409014280e-04	5.305188864008240565e-04	5.936826555598277754e-04	1.108646814959552774e-03	2.469939883513038326e-03
1.342195706000000064e+04	3.598815280596961682e-04	4.113838103099342518e-04	5.206731947788212529e-04	5.828580945922900644e-04	1.090439170511706222e-03	2.435121289261018944e-03
1.341741308000000026e+04	3.528139614832812823e-04	4.034636504358541124e-04	5.110030934406442193e-04	5.722230518208555085e-04	1.072517323350850697e-03	2.400768136300669275e-03
1.341287233000000015e+04	3.458801209127910256e-04	3.956902871476879798e-04	5.015056384377135747e-04	5.617744129091801738e-04	1.054877107363437223e-03	2.366874758033032759e-03
1.340833479000000079e+04	3.390775706479864579e-04	3.880611034432471696e-04	4.921778695409945474e-04	5.515090425840782394e-04	1.037514296284074112e-03	2.333435326479549581e-03
1.340380047999999988e+04	3.324039758308567618e-04	3.805735924346722188e-04	4.830169551176319688e-04	5.414239441002907530e-04	1.020424873545664217e-03	2.300444371899213695e-03
1.339926936999999998e+04	3.258569675659434548e-04	3.732252061268821969e-04	4.740200073324580643e-04	5.315160559087538615e-04	1.003604688654134540e-03	2.267896121289253095e-03
1.339474148000000059e+04	3.194342895045144959e-04	3.660135199414043237e-04	4.651842835630480393e-04	5.217824734492055531e-04	9.870498334631607265e-04	2.235785225466382226e-03
1.339021680000000015e+04	3.131336803056237366e-04	3.589361008848219472e-04	4.565070251841201279e-04	5.122202717066575784e-04	9.707563417287134967e-04	2.204106179242429440e-03
1.338569532000000072e+04	3.069529175678113752e-04	3.519905568909414517e-04	4.479855180384412737e-04	5.028265718304726758e-04	9.547203023436654510e-04	2.172853540483053042e-03
1.338117704000000049e+04	3.008898305026423909e-04	3.451745511336765776e-04	4.396171101387938126e-04	4.935985607170539913e-04	9.389378933170325825e-04	2.142021997294804060e-03
1.337666194999999971e+04	2.949422719991327672e-04	3.384857706951283443e-04	4.313991733450789671e-04	4.845334488213835322e-04	9.234053101919313580e-04	2.111606229215973272e-03
1.337215005999999994e+04	2.891081576948550556e-04	3.319219705618055619e-04	4.233291575276537481e-04	4.756285299559429199e-04	9.081188689022697642e-04	2.081601109224280859e-03
1.336764135999999962e+04	2.833854127216413527e-04	3.254809137912517128e-04	4.154045171686644158e-04	4.668811003800271979e-04	8.930748675576446419e-04	2.052001433754517892e-03
1.336313585000000057e+04	2.777720105473896993e-04	3.191604152541367137e-04	4.076227652218728545e-04	4.582885182687519710e-04	8.782696887856937269e-04	2.022802123843281744e-03
1.335863351999999941e+04	2.722659470258272205e-04	3.129583124837646206e-04	3.999814373600526249e-04	4.498481643023672098e-04	8.636997323723647922e-04	1.993998093271208329e-03
1.335413436000000002e+04	2.668652528745471758e-04	3.068724797683016099e-04	3.924781094059884789e-04	4.415574609509629201e-04	8.493614487533322115e-04	1.965584314902093371e-03
1.334963839000000007e+04	2.615680281283691002e-04	3.009008670548665937e-04	3.851104454604500796e-04	4.334139257335798594e-04	8.352514318027174593e-04	1.937556005907769066e-03
1.334514559000000008e+04	2.563723581480792726e-04	2.950414053432821697e-04	3.778760813371278681e-04	4.254150424566529990e-04	8.213661963962833740e-04	1.909908187233611086e-03
1.334065596000000005e+04	2.512763848951809782e-04	2.892920870612683722e-04	3.707727237749971908e-04	4.175583708940493080e-04	8.077023685504419953e-04	1.882636061182037983e-03
1.333616949000000022e+04	2.462782711599795097e-04	2.836509257889651119e-04	3.637981008465949930e-04	4.098414920206889297e-04	7.942565908999671062e-04	1.855734824231126436e-03
1.333168619000000035e+04	2.413762335836224296e-04	2.781159935786974556e-04	3.569500081961078848e-04	4.022620592176778722e-04	7.810256122751991527e-04	1.829199846808831059e-03
1.332720605000000069e+04	2.365684975978905879e-04	2.726853701482289576e-04	3.502262463233774708e-04	3.948177289304030148e-04	7.680061672627760093e-04	1.803026432949371557e-03
1.332272905999999966e+04	2.318533198190215170e-04	2.673571681915326093e-04	3.436246519456530638e-04	3.875061953992027042e-04	7.551950369367173115e-04	1.777209942003581990e-03
1.331825523000000067e+04	2.272290080148877604e-04	2.621295560067571796e-04	3.371431261648411958e-04	3.803252219206892243e-04	7.425891041784638035e-04	1.751745901168306509e-03
1.331378455000000031e+04	2.226938784987754244e-04	2.570007093993856555e-04	3.307795749723763633e-04	3.732725750010438084e-04	7.301852386698812246e-04	1.726629774334809304e-03
1.330931701000000066e+04	2.182462772951339954e-04	2.519688356341529488e-04	3.245319389909477408e-04	3.663460573264255404e-04	7.179803548745393752e-04	1.701857079134305424e-03
1.330485261999999966e+04	2.138845990053520345e-04	2.470321948411066302e-04	3.183982201782930882e-04	3.595435374306909159e-04	7.059714648383792757e-04	1.677423495128642882e-03
1.330039135999999962e+04	2.096072370302028663e-04	2.421890437346488725e-04	3.123764120169596182e-04	3.528628723315837146e-04	6.941555421035643060e-04	1.653324587859823173e-03
1.329593325000000004e+04	2.054126510608106013e-04	2.374377120575857836e-04	3.064645946092637348e-04	3.463020130508437638e-04	6.825297084610353580e-04	1.629556189721895849e-03
1.329147825999999986e+04	2.012992807769283985e-04	2.327765048989989072e-04	3.006608132906107042e-04	3.398588699781768577e-04	6.710909960553550040e-04	1.606113915041931925e-03
1.328702641000000040e+04	1.972656395066471168e-04	2.282038088294150759e-04	2.949632107752167532e-04	3.335314595672731548e-04	6.598366076686832922e-04	1.582993692780859576e-03
1.328257768000000033e+04	1.933102302426266449e-04	2.237179967869325486e-04	2.893699088397834744e-04	3.273177730409056858e-04	6.487636840977748561e-04	1.560191290707229174e-03
1.327813207999999941e+04	1.894316090791539435e-04	2.193175000243110606e-04	2.838790980322554469e-04	3.212158760450838806e-04	6.378694816170543984e-04	1.537702680203176285e-03
1.327368959999999970e+04	1.856283399066755791e-04	2.150007567814392134e-04	2.784889737804342930e-04	3.152238377246647030e-04	6.271512460436523030e-04	1.515523777807923711e-03
1.326925022999999965e+04	1.818990122669243616e-04	2.107662325651606051e-04	2.731977617370632714e-04	3.093397589067355233e-04	6.166062631550019244e-04	1.493650549242864526e-03
1.326481398000000081e+04	1.782422572520192528e-04	2.066124382560150896e-04	2.680037405150139480e-04	3.035617974378512014e-04	6.062319045645826786e-04	1.472079105499909425e-03
1.326038083000000006e+04	1.746567054879463580e-04	2.025378824314445954e-04	2.629051821744092022e-04	2.978881020316213294e-04	5.960255093816519030e-04	1.450805457628522640e-03
1.325595080000000053e+04	1.711410440583209633e-04	1.985411360758510761e-04	2.579004332378133347e-04	2.923169024415279028e-04	5.859845465384027566e-04	1.429825855085225085e-03
1.325152385999999933e+04	1.676939436895595560e-04	1.946207498661224600e-04	2.529878112485708518e-04	2.868463943790040068e-04	5.761064079812898680e-04	1.409136354935761190e-03
1.324710002999999961e+04	1.643141377338489157e-04	1.907753440011601199e-04	2.481657173329840892e-04	2.814748648531330472e-04	5.663886348753750626e-04	1.388733295007503737e-03
1.324267929999999978e+04	1.610003587499790069e-04	1.870035361318158208e-04	2.434325460066235096e-04	2.762005917931810743e-04	5.568287368717346258e-04	1.368612916450247892e-03
1.323826166000000012e+04	1.577513621432291699e-04	1.833039682685801727e-04	2.387867189334413442e-04	2.710218816598466171e-04	5.474242601390170125e-04	1.348771506249354848e-03
1.323384711000000061e+04	1.545659329239336703e-04	1.796753145207124428e-04	2.342266947325093716e-04	2.659370804202949336e-04	5.381728076631067063e-04	1.329205440757029368e-03
1.322943564999999944e+04	1.514428776374142718e-04	1.761162719522001044e-04	2.297509575877455898e-04	2.609445608973416349e-04	5.290720166699271632e-04	1.309911138846249360e-03
1.322502727000000050e+04	1.483810171325022323e-04	1.726255523719089362e-04	2.253580069851853450e-04	2.560427113512615317e-04	5.201195380436378400e-04	1.290885018621716011e-03
1.322062197000000015e+04	1.453792003640927270e-04	1.692018980986993129e-04	2.210463776106083881e-04	2.512299577098926220e-04	5.113130771391379611e-04	1.272123584452000689e-03
1.321621975000000020e+04	1.424362967668379542e-04	1.658440733100291693e-04	2.168146285505187499e-04	2.465047515625563672e-04	5.026503722363025390e-04	1.253623381942271797e-03
1.321182061000000067e+04	1.395511959185177840e-04	1.625508636921761760e-04	2.126613429205407072e-04	2.418655697788137733e-04	4.941291941202504171e-04	1.235380997526249651e-03
1.320742453000000023e+04	1.367227944633779611e-04	1.593210615387542913e-04	2.085851091206382618e-04	2.373108935933849865e-04	4.857473078328433322e-04	1.217392976769392015e-03
1.320303153000000020e+04	1.339500345041207282e-04	1.561535096219011508e-04	2.045845762650266690e-04	2.328392705717106915e-04	4.775025869472658926e-04	1.199656069998490410e-03
1.319864158999999927e+04	1.312318517983170930e-04	1.530470420699678845e-04	2.006583796327535260e-04	2.284492313431300717e-04	4.693928606070121488e-04	1.182166904524153831e-03
1.319425470999999925e+04	1.285672139139603070e-04	1.500005279733468595e-04	1.968051957733720251e-04	2.241393512100250821e-04	4.614160272076895807e-04	1.164922229184231798e-03
1.318987089000000014e+04	1.259551069259984605e-04	1.470128562273251738e-04	1.930237234476299933e-04	2.199082288859808838e-04	4.535700155644287971e-04	1.147918831566435878e-03
1.318549013000000014e+04	1.233945351089393958e-04	1.440829352117534645e-04	1.893126832853701173e-04	2.157544861439232348e-04	4.458527845187421784e-04	1.131153537617616851e-03
1.318111240999999973e+04	1.208845092767700508e-04	1.412096794718873608e-04	1.856708009601219875e-04	2.116767490044971754e-04	4.382622881461823968e-04	1.114623136240937501e-03
1.317673775000000023e+04	1.184240809896794437e-04	1.383920489032054995e-04	1.820968569125768659e-04	2.076737034376047034e-04	4.307965796657008562e-04	1.098324605956759945e-03
1.317236613000000034e+04	1.160122963819059966e-04	1.356289959277687989e-04	1.785896194573581780e-04	2.037440204935039812e-04	4.234536723287624462e-04	1.082254812408732026e-03
1.316799755999999979e+04	1.136482355165372826e-04	1.329195105850074395e-04	1.751479020215414805e-04	1.998864204346020130e-04	4.162316591879461239e-04	1.066410770042341364e-03
1.316363201999999910e+04	1.113309789826038247e-04	1.302625822933898777e-04	1.717705146677413035e-04	1.960996184490748911e-04	4.091286119102971485e-04	1.050789421119693477e-03
1.315926951999999983e+04	1.090596400809649432e-04	1.276572367676057800e-04	1.684563110460241843e-04	1.923823773046263465e-04	4.021426795941675345e-04	1.035387852946373496e-03
1.315491006000000016e+04	1.068333427990346808e-04	1.251025108052936617e-04	1.652041564288655063e-04	1.887334715515804815e-04	3.952720220182380961e-04	1.020203151943997657e-03
1.315055362000000059e+04	1.046512170814503070e-04	1.225974468716353499e-04	1.620129208378089515e-04	1.851516798193395376e-04	3.885147951705462846e-04	1.005232371528608443e-03
1.314620021000000088e+04	1.025124238412083836e-04	1.201411218336107868e-04	1.588815156914908516e-04	1.816358259700298714e-04	3.818692290488631680e-04	9.904727047018772011e-04
1.314184982999999920e+04	1.004161341714026619e-04	1.177326231338002733e-04	1.558088635342566163e-04	1.781847451634282630e-04	3.753335640191863827e-04	9.759213438969564130e-04
1.313750245999999970e+04	9.836152488129789218e-05	1.153710436728010971e-04	1.527938915271731025e-04	1.747972765544262240e-04	3.689060370207300227e-04	9.615754501339034534e-04
1.313315812000000005e+04	9.634780668308470157e-05	1.130555142311815835e-04	1.498355728889106178e-04	1.714723098774804607e-04	3.625849701552855847e-04	9.474323510838240188e-04
1.312881677999999920e+04	9.437418162172064829e-05	1.107851545595114201e-04	1.469328644942827276e-04	1.682087153549595535e-04	3.563686378477161874e-04	9.334892447973538489e-04
1.312447846000000027e+04	9.243988918159429474e-05	1.085591264202407600e-04	1.440847746914116585e-04	1.650054199444250152e-04	3.502554120145396732e-04	9.197435249110753192e-04
1.312014314999999988e+04	9.054416922472509973e-05	1.063765909893155901e-04	1.412903089139959704e-04	1.618613462271707270e-04	3.442436460174004803e-04	9.061925211606965212e-04
1.311581084000000010e+04	8.868627577588933191e-05	1.042367247287906071e-04	1.385484900035035410e-04	1.587754352701437912e-04	3.383317183012399232e-04	8.928335973097062481e-04
1.311148152999999911e+04	8.686548093569667901e-05	1.021387239214166851e-04	1.358583640767758202e-04	1.557466532585081694e-04	3.325180453574134803e-04	8.796641809661348175e-04
1.310715522000000055e+04	8.508107014639694509e-05	1.000817992466275730e-04	1.332189936362148362e-04	1.527739837712437034e-04	3.268010671992548858e-04	8.666817313439924243e-04
1.310283191000000079e+04	8.333234196335114418e-05	9.806517554021478705e-05	1.306294573089092999e-04	1.498564275106924518e-04	3.211792470457012745e-04	8.538837389270590231e-04
1.309851159000000007e+04	8.161860390197221541e-05	9.608808702497502756e-05	1.280888437627680668e-04	1.469929954676314808e-04	3.156510583155662064e-04	8.412676961323784473e-04
1.309419426000000021e+04	7.993918030043351355e-05	9.414978640048358722e-05	1.255962634251130573e-04	1.441827221471704004e-04	3.102150103132287023e-04	8.288311561643664114e-04
1.308987990999999965e+04	7.829340415951705542e-05	9.224953545131450326e-05	1.231508364600834198e-04	1.414246520412665948e-04	3.048696223123269254e-04	8.165716742523428540e-04
1.308556854999999996e+04	7.668062840704100748e-05	9.038661807407019416e-05	1.207517095759358335e-04	1.387178586058305651e-04	2.996134605179560776e-04	8.044868927574980091e-04
1.308126016999999956e+04	7.510021042504928855e-05	8.856032243347707284e-05	1.183980331058895850e-04	1.360614184331554856e-04	2.944450882023256014e-04	7.925744271767573915e-04
1.307695476000000053e+04	7.355151968455157796e-05	8.676994979345746095e-05	1.160889724044684469e-04	1.334544241203416569e-04	2.893630907657629620e-04	7.808319237798432618e-04
1.307265233000000080e+04	7.203394451338274108e-05	8.501482236745199113e-05	1.138237180276305147e-04	1.308959957909073732e-04	2.843660984572599581e-04	7.692571126822762406e-04
1.306835287000000062e+04	7.054687750388309944e-05	8.329426646921730287e-05	1.116014640442673176e-04	1.283852566286462153e-04	2.794527388652426098e-04	7.578476984250526790e-04
1.306405637999999999e+04	6.908972606890179482e-05	8.160762473687951772e-05	1.094214238447851508e-04	1.259213507473460735e-04	2.746216719442958441e-04	7.466014412899818270e-04
1.305976284999999916e+04	6.766190532191982212e-05	7.995424791506090378e-05	1.072828195682943138e-04	1.235034312658911219e-04	2.698715668612889523e-04	7.355161038885723018e-04
1.305547227999999996e+04	6.626284466387853764e-05	7.833350249852343342e-05	1.051848920226186541e-04	1.211306715399210025e-04	2.652011241959291595e-04	7.245895031895015518e-04
1.305118468000000030e+04	6.489198726813657277e-05	7.674477016263961827e-05	1.031269000050026005e-04	1.188022644230447719e-04	2.606090747698628523e-04	7.138195084433572720e-04
1.304690001999999913e+04	6.354877406581016996e-05	7.518742921831278491e-05	1.011080963094765833e-04	1.165173951360743961e-04	2.560941262597424663e-04	7.032039161493937708e-04
1.304261832999999933e+04	6.223267522251392514e-05	7.366089111734118195e-05	9.912777507013079907e-05	1.142752948593305954e-04	2.516550691631945827e-04	6.927406992239371715e-04
1.303833957999999984e+04	6.094315233175041311e-05	7.216455663725889174e-05	9.718521500116624259e-05	1.120751765110664241e-04	2.472906500668357551e-04	6.824277093649622683e-04
1.303406377000000066e+04	5.967968635443845555e-05	7.069784829497715434e-05	9.527972145759969636e-05	1.099162823727829481e-04	2.429996659523677230e-04	6.722628992078276324e-04
1.302979090999999971e+04	5.844177081665052393e-05	6.926020248585159690e-05	9.341061630031083569e-05	1.077978726468839239e-04	2.387809418626837799e-04	6.622442704820206624e-04
1.302552099000000089e+04	5.722890292099928861e-05	6.785105917871836088e-05	9.157722453558892785e-05	1.057192103326700316e-04	2.346333009519698486e-04	6.523698032287870595e-04
1.302125401000000056e+04	5.604059221256110703e-05	6.646987199336192010e-05	8.977888744415545431e-05	1.036795761196188163e-04	2.305555942550444146e-04	6.426375266639584773e-04
1.301698996000000079e+04	5.487635472630472070e-05	6.511610141769381423e-05	8.801495379149125019e-05	1.016782584393354275e-04	2.265466809970390560e-04	6.330454726192907573e-04
1.301272883999999976e+04	5.373571839061959480e-05	6.378922110478680489e-05	8.628478806112747923e-05	9.971456282065339200e-05	2.226054474522085459e-04	6.235917208643488446e-04
