wavenumber	20ºC	30°C	40°C	50°C	60°C	70°C
12588,98702	8,90634E-4	3,76148E-4	0,00273	0,002	0,00791	0,01908
12585,01502	9,47233E-4	1,64409E-4	0,00257	0,00203	0,00746	0,01862
12581,04566	9,9136E-4	5,23453E-5	0,00241	0,00209	0,00717	0,01816
12577,07893	0,00101	4,58913E-5	0,00223	0,00217	0,00705	0,01771
12573,11483	0,00101	1,3792E-4	0,00203	0,00224	0,00706	0,01728
12569,15336	9,80216E-4	3,10144E-4	0,0018	0,00228	0,00716	0,01688
12565,19452	9,40786E-4	5,36592E-4	0,00152	0,00224	0,00731	0,01653
12561,2383	9,02605E-4	7,88014E-4	0,0012	0,00211	0,00745	0,01625
12557,2847	8,7828E-4	0,00104	8,57335E-4	0,00189	0,00756	0,01605
12553,33371	8,76356E-4	0,00126	5,27235E-4	0,00158	0,00763	0,01593
12549,38534	8,99327E-4	0,00144	2,51557E-4	0,00122	0,00766	0,01587
12545,43959	9,43532E-4	0,00158	6,81308E-5	8,58045E-4	0,00767	0,01585
12541,49644	0,001	0,00167	0	5,44595E-4	0,00768	0,01581
12537,5559	0,00106	0,00173	4,74709E-5	3,3368E-4	0,00771	0,01572
12533,61796	0,00112	0,00177	1,85887E-4	2,63968E-4	0,00776	0,01554
12529,68263	0,00116	0,00179	3,70177E-4	3,51578E-4	0,00782	0,01526
12525,7499	0,0012	0,00181	5,45277E-4	5,84905E-4	0,00787	0,01489
12521,81976	0,00123	0,00183	6,59774E-4	9,24783E-4	0,00788	0,01445
12517,89222	0,00127	0,00184	6,79084E-4	0,00131	0,00782	0,01399
12513,96727	0,00131	0,00184	5,94495E-4	0,00167	0,00768	0,01356
12510,04491	0,00136	0,00182	4,25544E-4	0,00194	0,00745	0,01321
12506,12513	0,00141	0,00176	2,14985E-4	0,00206	0,00716	0,01295
12502,20794	0,00146	0,00167	1,77298E-5	0,00201	0,00686	0,0128
