peakcenter	17269.041071847205-20°C	17254.243167289234-30°C	17248.118550349533-40°C	17233.344376234996-50°C	17222.547452456358-60°C	17199.639830854983-70°C
1.843821433999999863e+04	3.437582783524349705e-02	3.348751136401229705e-02	3.314592150605911308e-02	3.237725966396643590e-02	3.186333672188122051e-02	3.089349029110967024e-02
1.842941686000000118e+04	3.552166178462034390e-02	3.457870892481469671e-02	3.421596287114154339e-02	3.339947682169984444e-02	3.285337245998153771e-02	3.182235214788953909e-02
1.842062805999999910e+04	3.671081075503228319e-02	3.571031357954087410e-02	3.532526932039837392e-02	3.445834426050652100e-02	3.387827087754235328e-02	3.278261132413858719e-02
1.841184792000000016e+04	3.794504700361501365e-02	3.688398334843438070e-02	3.647545276289606425e-02	3.555536554647056868e-02	3.493945917121638045e-02	3.377554130268363430e-02
1.840307643000000098e+04	3.922620060762459920e-02	3.810143258532958099e-02	3.766818074354331275e-02	3.669209802331702824e-02	3.603841682515592643e-02	3.480246440818891146e-02
1.839431356999999844e+04	4.055616262541657940e-02	3.936443519421414100e-02	3.890517967770848462e-02	3.787015607885942797e-02	3.717667889085191774e-02	3.586475508997286760e-02
1.838555933999999979e+04	4.193688078056230506e-02	4.067482075130742641e-02	4.018823113997089386e-02	3.909120780266171075e-02	3.835583288593252121e-02	3.696383725879322929e-02
1.837681371999999828e+04	4.337036560161636189e-02	4.203448056649600889e-02	4.151917789196813563e-02	4.035698092934830034e-02	3.957752467281613895e-02	3.810119002048114462e-02
1.836807669000000169e+04	4.485868749410272527e-02	4.344536514006192007e-02	4.289992148555103746e-02	4.166926076559904907e-02	4.084345659704314430e-02	3.927834619664536536e-02
1.835934824999999910e+04	4.640397291116711564e-02	4.490948078405567617e-02	4.433241905681081785e-02	4.302988736871841968e-02	4.215538491919463421e-02	4.049689022154179946e-02
1.835062839000000167e+04	4.800840888519385813e-02	4.642889417777673611e-02	4.581868788838670131e-02	4.444076011747224303e-02	4.351512438505170804e-02	4.175846269176877734e-02
1.834191707999999926e+04	4.967424472914516026e-02	4.800573423853311122e-02	4.736080734372386664e-02	4.590383978360695894e-02	4.492455038356307773e-02	4.306476267048656853e-02
1.833321431999999913e+04	5.140378189732509873e-02	4.964218279403288803e-02	4.896090985392089617e-02	4.742114022810361984e-02	4.638559111861825096e-02	4.441754075482913511e-02
1.832452009000000180e+04	5.319938240966892717e-02	5.134048283726894840e-02	5.062118910487696521e-02	4.899473642883895447e-02	4.790023552335077178e-02	4.581860675618524420e-02
1.831583438999999998e+04	5.506345972557447760e-02	5.310293017578324171e-02	5.234389198793858861e-02	5.062675711310514470e-02	4.947052635130980841e-02	4.726982365885164933e-02
1.830715720000000147e+04	5.699848563141605984e-02	5.493188023500208267e-02	5.413132536928404875e-02	5.231939144555709104e-02	5.109856680493876646e-02	4.877311412011293978e-02
1.829848849999999948e+04	5.900698477328421981e-02	5.682974317865760461e-02	5.598585143928370284e-02	5.407488489625836975e-02	5.278651675290711026e-02	5.033045734813570288e-02
1.828982829000000129e+04	6.109152795790480373e-02	5.879897787603959730e-02	5.790988194042285403e-02	5.589553406180953338e-02	5.453658795301439405e-02	5.194388509094548939e-02
1.828117655000000013e+04	6.325473937170346395e-02	6.084209902132124703e-02	5.990588524765344536e-02	5.778369365510177547e-02	5.635105097811356906e-02	5.361548842993173886e-02
1.827253326999999990e+04	6.549928729608775479e-02	6.296166865995042605e-02	6.197637821318480872e-02	5.974176907746465981e-02	5.823222828337271118e-02	5.534741179809164052e-02
1.826389843000000110e+04	6.782788658793507952e-02	6.516029883037631476e-02	6.412392887243069384e-02	6.177221927196466927e-02	6.018249715979753084e-02	5.714185612261626218e-02
1.825527203999999983e+04	7.024328500213254667e-02	6.744063894735771725e-02	6.635114424556656787e-02	6.387754548504648300e-02	6.220427915351962878e-02	5.900106951879751510e-02
1.824665406000000075e+04	7.274828224255343312e-02	6.980539408332861462e-02	6.866068831810789863e-02	6.606030855952474412e-02	6.430005688884457560e-02	6.092736319780273080e-02
1.823804449999999997e+04	7.534569865223510188e-02	7.225729570059662155e-02	7.105525357880070059e-02	6.832310232479027468e-02	6.647234873039568892e-02	6.292308860554990391e-02
1.822944332999999824e+04	7.803839755943854650e-02	7.479912303391596240e-02	7.353758202598889571e-02	7.066857374445731366e-02	6.872372834511501771e-02	6.499065584823227049e-02
1.822085054999999920e+04	8.082926059688450016e-02	7.743368007259190944e-02	7.611044280835004006e-02	7.309940207666947021e-02	7.105680491036611701e-02	6.713251595078437162e-02
1.821226613999999972e+04	8.372119898016902595e-02	8.016380648053651747e-02	7.877664300788290996e-02	7.561830934958851946e-02	7.347423338373812451e-02	6.935117073497877593e-02
1.820369009000000005e+04	8.671713968939551154e-02	8.299236481667385257e-02	8.153901527489644530e-02	7.822804895930231261e-02	7.597870377000315312e-02	7.164916340678542661e-02
1.819512240000000020e+04	8.982002021017974902e-02	8.592223582347589816e-02	8.440041333852682515e-02	8.093140170281974688e-02	7.857293752252539343e-02	7.402907569639445573e-02
1.818656304000000091e+04	9.303279823282266381e-02	8.895632782937185068e-02	8.736372129740911652e-02	8.373118482196707790e-02	8.125969642533063808e-02	7.649353643969583616e-02
1.817801199999999881e+04	9.635842870333116705e-02	9.209755531157488850e-02	9.043183278724532814e-02	8.663023257952072453e-02	8.404176415167324832e-02	7.904520508722003014e-02
1.816946928000000116e+04	9.979986113648926793e-02	9.534883657110165833e-02	9.360764880702666935e-02	8.963139445071283129e-02	8.692194472067306388e-02	8.168677070994692646e-02
1.816093485000000146e+04	1.033600501580104886e-01	9.871310389535950525e-02	9.689408773865833269e-02	9.273754482766831397e-02	8.990307199584078590e-02	8.442096111886362997e-02
1.815240871999999945e+04	1.070419209780044123e-01	1.021932711212536204e-01	1.002940537482275851e-01	9.595155337888709723e-02	9.298798141573294540e-02	8.725051733315579428e-02
1.814389085999999952e+04	1.108483965610898292e-01	1.057922594771441294e-01	1.038104621096601482e-01	9.927630919174626478e-02	9.617953333303824737e-02	9.017821536803821703e-02
1.813538127000000168e+04	1.147823612989622710e-01	1.095129633948724590e-01	1.074462058772556877e-01	1.027146894609827915e-01	9.948058311936180953e-02	9.320683917938633878e-02
1.812687992999999915e+04	1.188466762920584174e-01	1.133582650823724974e-01	1.112041701870440519e-01	1.062695731838854130e-01	1.028939944581046817e-01	9.633919320395592512e-02
1.811838682999999946e+04	1.230441589437638733e-01	1.173310153319004345e-01	1.150872135598875190e-01	1.099438236370674643e-01	1.064226226575254730e-01	9.957808737741680183e-02
1.810990194999999949e+04	1.273775853971950978e-01	1.214340359076443998e-01	1.190981702816390903e-01	1.137402907655829382e-01	1.100693170676049770e-01	1.029263396573082689e-01
1.810142529999999897e+04	1.318496625885590967e-01	1.256700931421444456e-01	1.232398246289826554e-01	1.176617869031234137e-01	1.138368978666357556e-01	1.063867549892209413e-01
1.809295684999999867e+04	1.364630568736552862e-01	1.300419250764738022e-01	1.275149374291014437e-01	1.217111120084755221e-01	1.177281803978099811e-01	1.099621479082015518e-01
1.808449658999999883e+04	1.412203555032269242e-01	1.345522049833947076e-01	1.319262104157311044e-01	1.258910199943545360e-01	1.217459429023223100e-01	1.136553131349497120e-01
1.807604450999999972e+04	1.461240687797251137e-01	1.392035433767319919e-01	1.364762881951999962e-01	1.302042206270177527e-01	1.258929284012760275e-01	1.174690274926418754e-01
1.806760060000000158e+04	1.511766220171834041e-01	1.439984803351623821e-01	1.411677507319431535e-01	1.346533724249824593e-01	1.301718379132822678e-01	1.214060438347667886e-01
1.805916485000000102e+04	1.563803473697721602e-01	1.489394776676038201e-01	1.460031056656322379e-01	1.392410753681880553e-01	1.345853234695669753e-01	1.254690847497829387e-01
1.805073723999999856e+04	1.617374819990200496e-01	1.540289170673172225e-01	1.509847864769675585e-01	1.439698691291985966e-01	1.391359864228566279e-01	1.296608411046262788e-01
1.804231777000000147e+04	1.672501407255333472e-01	1.592690739899555175e-01	1.561151268771961143e-01	1.488422087031355256e-01	1.438263539845328343e-01	1.339839504930779024e-01
1.803390641999999934e+04	1.729203330107383918e-01	1.646621336078249731e-01	1.613963763674828022e-01	1.538604790826711144e-01	1.486588933121527623e-01	1.384410102284097943e-01
1.802550316999999995e+04	1.787499423296213530e-01	1.702101710082440655e-01	1.668306807886479337e-01	1.590269766756469139e-01	1.536359935747432792e-01	1.430345608051372952e-01
1.801710802999999942e+04	1.847406959543820559e-01	1.759151221780981267e-01	1.724200538114773751e-01	1.643438820334301442e-01	1.587599395963081861e-01	1.477670614956684281e-01
1.800872096999999849e+04	1.908942054736443017e-01	1.817788222941956466e-01	1.781664143471658468e-01	1.698132952360423276e-01	1.640329458478772817e-01	1.526409216207348651e-01
1.800034199000000081e+04	1.972119088148477639e-01	1.878029502038316145e-01	1.840715320429957003e-01	1.754371838292249353e-01	1.694571061542971269e-01	1.576584539500625048e-01
1.799197106999999960e+04	2.036950979566546360e-01	1.939890544688469276e-01	1.901370526733530686e-01	1.812174067258894017e-01	1.750344165830130527e-01	1.628218956448645449e-01
1.798360820999999851e+04	2.103448803541761725e-01	2.003385161923309510e-01	1.963644615572724961e-01	1.871556790723990227e-01	1.807667413836782366e-01	1.681333764966264632e-01
1.797525337999999829e+04	2.171622098712951421e-01	2.068525781216203341e-01	2.027551119417187464e-01	1.932535989819153255e-01	1.866558385928180352e-01	1.735949423449668627e-01
1.796690657999999894e+04	2.241478308782871853e-01	2.135322908077987303e-01	2.093101720229093854e-01	1.995125966528997208e-01	1.927033106932366791e-01	1.792085090074968245e-01
1.795856780000000072e+04	2.313023018031480360e-01	2.203785345820755970e-01	2.160306463071714478e-01	2.059339543292729169e-01	1.989106236253018467e-01	1.849758794788128602e-01
1.795023702000000048e+04	2.386259883105709967e-01	2.273920125257563873e-01	2.229173685197068933e-01	2.125187991200004067e-01	2.052790995905857119e-01	1.908987368256611361e-01
1.794191423999999824e+04	2.461190293692816500e-01	2.345732174105656098e-01	2.299709689271386137e-01	2.192680712918175512e-01	2.118098860908368686e-01	1.969786148952852589e-01
1.793359944000000178e+04	2.537813649830326090e-01	2.419224576457363329e-01	2.371918995816356679e-01	2.261825479004454242e-01	2.185039784552978703e-01	2.032169187056077631e-01
1.792529261000000042e+04	2.616127025368083503e-01	2.494398243953862837e-01	2.445804017797522933e-01	2.332628111250762137e-01	2.253621888560773667e-01	2.096148950028740576e-01
1.791699374000000171e+04	2.696125185946985359e-01	2.571251926043958691e-01	2.521365067994015274e-01	2.405092483804792125e-01	2.323851460264213242e-01	2.161736313114367980e-01
1.790870281999999861e+04	2.777800523288822543e-01	2.649782139731532982e-01	2.598600287155122812e-01	2.479220448172028135e-01	2.395732875891938840e-01	2.228940480527791812e-01
1.790041982999999891e+04	2.861143094596052538e-01	2.729983200108452301e-01	2.677505671159300937e-01	2.555011852939313433e-01	2.469268615479117135e-01	2.297768991829821361e-01
1.789214476999999897e+04	2.946140263169099160e-01	2.811846866752154006e-01	2.758074720079646824e-01	2.632464199930240611e-01	2.544458924736646144e-01	2.368227397249866861e-01
1.788387762999999904e+04	3.032776940439639302e-01	2.895362568230149813e-01	2.840298655750824741e-01	2.711572845798765341e-01	2.621302005672141999e-01	2.440319426996647723e-01
1.787561837999999989e+04	3.121035653965701373e-01	2.980517459729187801e-01	2.924166475383290220e-01	2.792331046623121038e-01	2.699794055189621567e-01	2.514047018793580390e-01
1.786736703000000125e+04	3.210895862426241809e-01	3.067295753458234020e-01	3.009664288650147346e-01	2.874729311849884006e-01	2.779928631922797821e-01	2.589409713420801062e-01
1.785912356000000000e+04	3.302334657389154882e-01	3.155679386382825302e-01	3.096775971611449574e-01	2.958756025583966776e-01	2.861697254367346899e-01	2.666405205828979441e-01
1.785088795000000027e+04	3.395326415707183854e-01	3.245647675842386337e-01	3.185482823945390840e-01	3.044397108395705542e-01	2.945089066602944450e-01	2.745029020654115026e-01
1.784266020999999819e+04	3.489842420811715140e-01	3.337176943062115653e-01	3.275763193709448351e-01	3.131635645901101328e-01	3.030090470341697539e-01	2.825274153397731580e-01
1.783444029999999839e+04	3.585851750307559871e-01	3.430241362465277777e-01	3.367593310968439724e-01	3.220452684973015844e-01	3.116685894287611891e-01	2.907131784482590575e-01
1.782622824000000037e+04	3.683319987819323460e-01	3.524811703733900514e-01	3.460946042806410383e-01	3.310826021069563918e-01	3.204856605890687993e-01	2.990590144707274134e-01
1.781802400000000125e+04	3.782210488919708902e-01	3.620856548215951043e-01	3.555792089297928893e-01	3.402731345099400118e-01	3.294581822669642168e-01	3.075635552559801145e-01
1.780982757000000129e+04	3.882483556413407477e-01	3.718341478911200704e-01	3.652099179957822850e-01	3.496141456391664293e-01	3.385837937995656022e-01	3.162251669042267510e-01
1.780163894000000073e+04	3.984096670228658987e-01	3.817229292347122382e-01	3.749832278364904625e-01	3.591026450353559940e-01	3.478598696871044171e-01	3.250419649831658431e-01
1.779345809999999983e+04	4.087004491946481521e-01	3.917479991949495699e-01	3.848953571140867891e-01	3.687353697437046884e-01	3.572835168121432647e-01	3.340118104687118117e-01
1.778528503999999884e+04	4.191158875785276905e-01	4.019050787538243075e-01	3.949422462904805253e-01	3.785087827692797391e-01	3.668515721870381774e-01	3.431323061448050549e-01
1.777711975000000166e+04	4.296508886152397011e-01	4.121896101089483344e-01	4.051195577355529709e-01	3.884190721087794063e-01	3.765606012488069698e-01	3.524007934840434064e-01
1.776896222000000125e+04	4.403000821855893032e-01	4.225967578888151222e-01	4.154226764617832135e-01	3.984621503748738691e-01	3.864068967192974546e-01	3.618143500299071946e-01
1.776081244000000152e+04	4.510578247049343847e-01	4.331214110176800358e-01	4.258467114970908018e-01	4.086336550277316348e-01	3.963864780470595095e-01	3.713697873001669536e-01
1.775267037999999957e+04	4.619182297075135057e-01	4.437582115125736637e-01	4.363865239460152923e-01	4.189289746762573374e-01	4.064951164433622255e-01	3.810636732202954957e-01
1.774453605999999854e+04	4.728750788453272569e-01	4.545014661337329342e-01	4.470366389615881841e-01	4.293431619542262268e-01	4.167282485265444980e-01	3.908922476814091773e-01
1.773640943999999945e+04	4.839219740580036344e-01	4.653452942857656538e-01	4.577913918303778695e-01	4.398710751135055386e-01	4.270811145572073197e-01	4.008515535068330471e-01
1.772829052999999840e+04	4.950521955708882538e-01	4.762834876435673159e-01	4.686447883448721652e-01	4.505072403762817035e-01	4.375486223832792954e-01	4.109373041522493275e-01
1.772017930999999953e+04	5.062588165058220513e-01	4.873096214076571564e-01	4.795906146299832029e-01	4.612459582261893010e-01	4.481254510874471131e-01	4.211449816320944062e-01
1.771207575999999972e+04	5.175346697535175844e-01	4.984170206934507852e-01	4.906224033548501340e-01	4.720812692521191845e-01	4.588060166160345954e-01	4.314698018498128174e-01
1.770397988999999870e+04	5.288723135848976131e-01	5.095987254101104202e-01	5.017333983353650106e-01	4.830069181552918423e-01	4.695844354149468214e-01	4.419066776326714407e-01
1.769589168000000063e+04	5.402641236471960040e-01	5.208475797220851744e-01	5.129166429043173769e-01	4.940164393922967800e-01	4.804546080119947993e-01	4.524502978027771793e-01
1.768781110999999873e+04	5.517022607198505124e-01	5.321561992245165129e-01	5.241649468658271527e-01	5.051031236495102661e-01	4.914101851888421635e-01	4.630950928515693565e-01
1.767973818000000028e+04	5.631786519016341863e-01	5.435169511448033619e-01	5.354708663034509764e-01	5.162599967440648641e-01	5.024445462595031886e-01	4.738352120256908440e-01
1.767167287999999826e+04	5.746850433032947292e-01	5.549220052707348749e-01	5.468267537484561291e-01	5.274798678954590869e-01	5.135508459108486523e-01	4.846645670440476450e-01
1.766361519000000044e+04	5.862130113062018477e-01	5.663633440776850714e-01	5.582247678293357218e-01	5.387553382073603236e-01	5.247220218239710965e-01	4.955768378991655676e-01
1.765556510999999955e+04	5.977539311976215464e-01	5.778327305059937080e-01	5.696568407117538202e-01	5.500787673435536540e-01	5.359507608382361177e-01	5.065654380777484533e-01
