peakcenter	17269.041071847205-20°C	17254.243167289234-30°C	17248.118550349533-40°C	17233.344376234996-50°C	17222.547452456358-60°C	17199.639830854983-70°C
1.749614395000000150e+04	8.170829078208303731e-01	7.992894289506360384e-01	7.918090931777795882e-01	7.734530582447033398e-01	7.598308016875717774e-01	7.304803790144364095e-01
1.748825111000000106e+04	8.267485848929110315e-01	8.092467226082629139e-01	8.018774252556901683e-01	7.837649824664371101e-01	7.702995569016636290e-01	7.412230742041364673e-01
1.748036563999999998e+04	8.362229365762928746e-01	8.190297704874405227e-01	8.117786636038023529e-01	7.939272169093410936e-01	7.806314178952177274e-01	7.518560303276650147e-01
1.747248752999999851e+04	8.454974479805332788e-01	8.286298036861717842e-01	8.215039513722035558e-01	8.039307346078565786e-01	7.908172702150657596e-01	7.623700480456740980e-01
1.746461677000000054e+04	8.545637991828747282e-01	8.380382179333465409e-01	8.310445836868090019e-01	8.137666299543467874e-01	8.008480984431634031e-01	7.727559803561601104e-01
1.745675335999999879e+04	8.634138689840437086e-01	8.472465773199597816e-01	8.403920113378163803e-01	8.234261222068199881e-01	8.107149895045991927e-01	7.830047352986665432e-01
1.744889727000000130e+04	8.720397941490540816e-01	8.562466759029855323e-01	8.495379032709018396e-01	8.329006198947997985e-01	8.204091982737170552e-01	7.931073435548392503e-01
1.744104851000000053e+04	8.804339053708070129e-01	8.650304710239866690e-01	8.584740788492017938e-01	8.421816506332847618e-01	8.299220756881611205e-01	8.030548832141157778e-01
1.743320706000000064e+04	8.885888184045416249e-01	8.735901783967032763e-01	8.671926044527971111e-01	8.512609610569896734e-01	8.392451708436313718e-01	8.128385856773993057e-01
1.742537290999999823e+04	8.964974029537364775e-01	8.819182398517948496e-01	8.756857607552810396e-01	8.601304829810474395e-01	8.483701963502704446e-01	8.224497993423008912e-01
1.741754605000000083e+04	9.041528063483491584e-01	8.900073482958185123e-01	8.839460681597720582e-01	8.687823598552425475e-01	8.572890554126120222e-01	8.318800176783623934e-01
1.740972646000000168e+04	9.115484748321365238e-01	8.978504704628328392e-01	8.919663101059830401e-01	8.772089712836069753e-01	8.659938671205422711e-01	8.411209058290880503e-01
1.740191415000000052e+04	9.186781274513492468e-01	9.054408194450935810e-01	8.997395050406146177e-01	8.854029036506804173e-01	8.744769360993871476e-01	8.501642682126634432e-01
1.739410910000000149e+04	9.255358235887968243e-01	9.127719266735726533e-01	9.072589801382061614e-01	8.933570277839558704e-01	8.827308328211785904e-01	8.590021337864247597e-01
1.738631130000000121e+04	9.321159349222684076e-01	9.198376126771397043e-01	9.145183415689743800e-01	9.010644680507443605e-01	8.907483618569433936e-01	8.676267225390037474e-01
1.737852073999999993e+04	9.384131644930332472e-01	9.266320078434143737e-01	9.215114959145381812e-01	9.085186252365207160e-01	8.985225857167048469e-01	8.760304710592821120e-01
1.737073741000000155e+04	9.444225554553797863e-01	9.331495623508062609e-01	9.282326605559119148e-01	9.157131879462518942e-01	9.060468369111137621e-01	8.842060457633589277e-01
1.736296129999999903e+04	9.501394991075479135e-01	9.393850554318018409e-01	9.346763734151177783e-01	9.226421434171047098e-01	9.133147294696570828e-01	8.921463556806817907e-01
1.735519239999999991e+04	9.555597421857041640e-01	9.453336039454156570e-01	9.408375020268906486e-01	9.292997877157967990e-01	9.203201698866184666e-01	8.998445647668353864e-01
1.734743070000000080e+04	9.606793934049492334e-01	9.509906702389341326e-01	9.467112519190996611e-01	9.356807352958393942e-01	9.270573674678104226e-01	9.072941037120164642e-01
1.733967618999999831e+04	9.654949292334812361e-01	9.563520692810841828e-01	9.522931742824525259e-01	9.417799278916918482e-01	9.335208440527343887e-01	9.144886812155349487e-01
1.733192885000000024e+04	9.700032045106321554e-01	9.614139813929135636e-01	9.575791795457259115e-01	9.475926500483966564e-01	9.397054508932164429e-01	9.214223034812294433e-01
1.732418868999999904e+04	9.742014337693075676e-01	9.661729321240859480e-01	9.625655166574722532e-01	9.531145069793833802e-01	9.456063454782827060e-01	9.280892488703841314e-01
1.731645568999999887e+04	9.780872295710496545e-01	9.706258363258201127e-01	9.672488194752218993e-01	9.583414763808254522e-01	9.512190471576983386e-01	9.344841311231909531e-01
1.730872983999999997e+04	9.816585814486584738e-01	9.747699757149993482e-01	9.716260837684213003e-01	9.632698841038868087e-01	9.565394118599659379e-01	9.406018720983748693e-01
1.730101111999999921e+04	9.849138677496473981e-01	9.786030136660992529e-01	9.756946832047491691e-01	9.678964229468685065e-01	9.615636528597722998e-01	9.464377264875519780e-01
1.729329953999999998e+04	9.878518401854279318e-01	9.821229782589953050e-01	9.794523517820248326e-01	9.722181336149591235e-01	9.662883206722372442e-01	9.519872594743385985e-01
1.728559507999999914e+04	9.904716493542459199e-01	9.853282938025005322e-01	9.828972177975278113e-01	9.762324444763739173e-01	9.707103469241377125e-01	9.572463989601724954e-01
1.727789773000000059e+04	9.927728268852002991e-01	9.882177615023983730e-01	9.860277839164237612e-01	9.799371502116822619e-01	9.748270219883032883e-01	9.622114111018033045e-01
1.727020748000000094e+04	9.947552884939794282e-01	9.907905647737571542e-01	9.888429334079167354e-01	9.833304202430951380e-01	9.786360049762363733e-01	9.668789134780646499e-01
1.726252432000000044e+04	9.964193318410049516e-01	9.930462686056785726e-01	9.913419301307075937e-01	9.864108002015748999e-01	9.821353262671657092e-01	9.712458797858626314e-01
1.725484823999999935e+04	9.977656336237884505e-01	9.949848181511224965e-01	9.935244177421469480e-01	9.891772126201212600e-01	9.853233892701848129e-01	9.753096437976547239e-01
1.724717923000000155e+04	9.987952459169782138e-01	9.966065365510696772e-01	9.953904181385845318e-01	9.916289568564768953e-01	9.881989714196195429e-01	9.790679025741404473e-01
1.723951728000000003e+04	9.995095917756041670e-01	9.979121220044165907e-01	9.969403291365732667e-01	9.937657082507016515e-01	9.907612244059864626e-01	9.825187189280774058e-01
1.723186238999999841e+04	9.999104597990096099e-01	9.989026430077565522e-01	9.981749199986946763e-01	9.955875143498115198e-01	9.930096709135621813e-01	9.856605192335631260e-01
1.722421453000000110e+04	1.000000000000000000e+00	9.995795387242503161e-01	9.990953336743140234e-01	9.970948016703168326e-01	9.949442146800926423e-01	9.884921104060544472e-01
1.721657371000000057e+04	9.997807146591378702e-01	9.999446058424468209e-01	9.997030720143437188e-01	9.982883569766108911e-01	9.965651189280454458e-01	9.910126523909509322e-01
1.720893991000000096e+04	9.992554530093360476e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.991693382919574207e-01	9.978730223287624046e-01	9.932216845539022509e-01
1.720131312999999864e+04	9.984274038642272364e-01	9.997482259052669074e-01	9.999883348382269110e-01	9.997392615483019496e-01	9.988689238921284463e-01	9.951191069151097413e-01
1.719369335000000137e+04	9.973000844829731371e-01	9.991921305241948659e-01	9.996706409611550992e-01	1.000000000000000000e+00	9.995541856307187389e-01	9.967051897240295499e-01
1.718608055999999851e+04	9.958773338728462710e-01	9.983348953405565274e-01	9.990498218692468457e-01	9.999537750941177583e-01	9.999305227467283341e-01	9.979805622650426145e-01
1.717847475000000122e+04	9.941633027842071701e-01	9.971800283068132931e-01	9.981291129142022545e-01	9.996031513059119300e-01	1.000000000000000000e+00	9.989462125341871390e-01
1.717087591999999859e+04	9.921624464944939215e-01	9.957313570503703026e-01	9.969120746986465109e-01	9.989510300452832947e-01	9.997650260158549296e-01	9.996034824650055217e-01
1.716328406000000177e+04	9.898795097528282350e-01	9.939930163848247346e-01	9.954025816815255112e-01	9.980006409686428270e-01	9.992283466254067159e-01	9.999540656750905976e-01
1.715569915000000037e+04	9.873195139100107154e-01	9.919694364347679816e-01	9.936048107432488008e-01	9.967555316697410683e-01	9.983930354297233523e-01	1.000000000000000000e+00
1.714812117999999828e+04	9.844877515447226779e-01	9.896653368078123236e-01	9.915232351882985462e-01	9.952195613162538868e-01	9.972624872043912569e-01	9.997436604931827508e-01
1.714055015999999887e+04	9.813897807529415873e-01	9.870857211837525957e-01	9.891626194791059978e-01	9.933968957786072362e-01	9.958404133539131564e-01	9.991877556568928842e-01
1.713298605999999927e+04	9.780313887645201154e-01	9.842358459198503606e-01	9.865279899713299550e-01	9.912919836473703672e-01	9.941308219032874982e-01	9.983353161256578456e-01
1.712542886999999973e+04	9.744186022638342548e-01	9.811212270073194075e-01	9.836246404761702644e-01	9.889095584329853361e-01	9.921380172451971236e-01	9.971896892394466194e-01
1.711787859000000026e+04	9.705576727828325589e-01	9.777476269724175717e-01	9.804581198211792525e-01	9.862546277980982490e-01	9.898665906590838892e-01	9.957545324484745608e-01
1.711033522000000085e+04	9.664550596834714513e-01	9.741210392350799774e-01	9.770342168176184838e-01	9.833324600829113082e-01	9.873214080491120592e-01	9.940338038060170245e-01
1.710279872999999861e+04	9.621173990978126866e-01	9.702476594945582677e-01	9.733589327166880523e-01	9.801485594789481892e-01	9.845075872159936292e-01	9.920317439714112506e-01
1.709526912000000084e+04	9.575515231439469810e-01	9.661339017071881585e-01	9.694384958367363581e-01	9.767086773778725917e-01	9.814305067967949991e-01	9.897528800195627419e-01
1.708774638000000050e+04	9.527644249096353102e-01	9.617863660928054337e-01	9.652793308857142707e-01	9.730187850186782228e-01	9.780957814664882344e-01	9.872020063732785955e-01
1.708023050000000148e+04	9.477632500392435544e-01	9.572118305009050809e-01	9.608880502643318833e-01	9.690850647069995105e-01	9.745092531552174142e-01	9.843841761741977114e-01
1.707272147000000041e+04	9.425552829640634345e-01	9.524172369926579007e-01	9.562714408296199009e-01	9.649138971023866196e-01	9.706769787921243342e-01	9.813046901898313523e-01
1.706521928000000116e+04	9.371479330876475444e-01	9.474096783122341048e-01	9.514364505207801859e-01	9.605118483035534060e-01	9.666052178012696228e-01	9.779690853799212213e-01
1.705772393000000011e+04	9.315487285579516774e-01	9.421963913738878871e-01	9.463901817546472861e-01	9.558856630867663684e-01	9.623004252815053894e-01	9.743831281048299653e-01
1.705023540000000139e+04	9.257652801635792850e-01	9.367847228685206584e-01	9.411398578053764563e-01	9.510422333065775558e-01	9.577692220179558902e-01	9.705527879076784048e-01
1.704275368000000162e+04	9.198052893561229348e-01	9.311821357874514593e-01	9.356928287154010482e-01	9.459886023489884055e-01	9.530183978906354714e-01	9.664842387726200190e-01
1.703527877000000080e+04	9.136765358232479262e-01	9.253961971172813827e-01	9.300565590752181144e-01	9.407319532000857354e-01	9.480549002279275994e-01	9.621838482832467676e-01
1.702781064999999944e+04	9.073868394372525126e-01	9.194345411415187908e-01	9.242385919515198056e-01	9.352795740466043339e-01	9.428858007690333887e-01	9.576581478504065936e-01
1.702034932000000117e+04	9.009440796224279513e-01	9.133048868805386800e-01	9.182465655226512702e-01	9.296388729574077692e-01	9.375183089098441114e-01	9.529138429041941194e-01
1.701289476999999897e+04	8.943561573939956544e-01	9.070150013444520098e-01	9.120881768995229288e-01	9.238173432345718750e-01	9.319597383115414413e-01	9.479577825484042375e-01
1.700544699000000037e+04	8.876309904116892469e-01	9.005726939081806215e-01	9.057711762431057689e-01	9.178225569686666585e-01	9.262175000992552976e-01	9.427969521591388347e-01
1.699800595999999859e+04	8.807764908774687873e-01	8.939857942926833223e-01	8.993033448242325756e-01	9.116621433975903299e-01	9.202990815368594646e-01	9.374384530022210615e-01
1.699057168000000092e+04	8.738005805504960311e-01	8.872621661709888530e-01	8.926925080449223948e-01	9.053438005165572733e-01	9.142120566084870337e-01	9.318895106526402516e-01
1.698314414000000033e+04	8.667111512728423728e-01	8.804096684519624461e-01	8.859464971001529410e-01	8.988752578108353264e-01	9.079640496742445999e-01	9.261574409972391786e-01
1.697572333000000071e+04	8.595160619308171990e-01	8.734361514306189234e-01	8.790731448114899038e-01	8.922642713752405585e-01	9.015627301147308703e-01	9.202496440118692611e-01
1.696830924999999843e+04	8.522231367050335793e-01	8.663494543016598826e-01	8.720802828532238093e-01	8.855186204928304772e-01	8.950158084799466618e-01	9.141735991286747964e-01
1.696090188000000126e+04	8.448401242975200898e-01	8.591573647175608786e-01	8.649757015095210777e-01	8.786460680281674707e-01	8.883309974863540237e-01	9.079368279058750435e-01
1.695350120999999854e+04	8.373747161560377572e-01	8.518676355710080861e-01	8.577671658523680076e-01	8.716543751318989175e-01	8.815160256357551516e-01	9.015469053333965421e-01
1.694610723000000144e+04	8.298345262738425765e-01	8.444879645070032526e-01	8.504623951712716456e-01	8.645512805655590771e-01	8.745786165488886876e-01	8.950114394325889844e-01
1.693871993999999904e+04	8.222270913477418564e-01	8.370259932600061514e-01	8.430690619832111876e-01	8.573444989569541930e-01	8.675264867035543670e-01	8.883380680046748523e-01
1.693133932999999888e+04	8.145598405637578532e-01	8.294892772041725371e-01	8.355947615310150844e-01	8.500416902903966676e-01	8.603673150249782076e-01	8.815344287405839641e-01
1.692396538000000146e+04	8.068400857585611430e-01	8.218852747126162983e-01	8.280470008316457298e-01	8.426504482615384539e-01	8.531087307877877057e-01	8.746081463272933343e-01
1.691659809999999925e+04	7.990750544457267956e-01	8.142213788443199984e-01	8.204332297834445731e-01	8.351783299268130678e-01	8.457583421519883071e-01	8.675668585020627210e-01
1.690923746000000028e+04	7.912718078665657018e-01	8.065048356862725143e-01	8.127607597261087280e-01	8.276327750366495595e-01	8.383236562827026672e-01	8.604181384730451576e-01
1.690188346000000092e+04	7.834373065444659723e-01	7.987428081149581249e-01	8.050368263983197492e-01	8.200211669033453665e-01	8.308121385629043676e-01	8.531695502793393837e-01
1.689453609000000142e+04	7.755783605959352123e-01	7.909423258717225291e-01	7.972685399759799063e-01	8.123507825057427745e-01	8.232311628878428156e-01	8.458285998980650255e-01
1.688719535000000178e+04	7.677016438520997132e-01	7.831102986624259854e-01	7.894628977409593462e-01	8.046288041028704097e-01	8.155880224980401882e-01	8.384027444101442850e-01
1.687986121999999887e+04	7.598136550037609682e-01	7.752534766545198242e-01	7.816267443547847416e-01	7.968622790869113182e-01	8.078898896333691626e-01	8.308993515549427666e-01
1.687253369000000021e+04	7.519207435289207986e-01	7.673784753229015987e-01	7.737667962351754136e-01	7.890581431776136911e-01	8.001438378236358506e-01	8.233257200071113502e-01
1.686521275999999853e+04	7.440291040697342151e-01	7.594917690540901045e-01	7.658896348506815110e-01	7.812232130008628372e-01	7.923568339749353928e-01	8.156890705220614102e-01
1.685789842000000135e+04	7.361447495998330037e-01	7.515996634888685302e-01	7.580016787509474829e-01	7.733641574441594280e-01	7.845357093060033593e-01	8.079965162100041232e-01
1.685059064999999828e+04	7.282735066161386550e-01	7.437082897484552646e-01	7.501091773988902700e-01	7.654874905582882416e-01	7.766871515918564173e-01	8.002550534637664637e-01
1.684328945999999996e+04	7.204210538940818420e-01	7.358236424354973604e-01	7.422182488254626120e-01	7.575996082940947840e-01	7.688177411599504962e-01	7.924715961997035318e-01
1.683599481999999989e+04	7.125928432729459194e-01	7.279514993030095082e-01	7.343347989087699590e-01	7.497067070326876026e-01	7.609338690478422151e-01	7.846528937437065032e-01
1.682870673000000170e+04	7.047941715768095694e-01	7.200974925615716282e-01	7.264645923615866696e-01	7.418148536376270030e-01	7.530418062294018666e-01	7.768055979122546750e-01
1.682142519000000175e+04	6.970301452618029581e-01	7.122670725876768527e-01	7.186132160821330217e-01	7.339299480283477672e-01	7.451476657000452031e-01	7.689362243079830295e-01
1.681415018000000055e+04	6.893056566570426869e-01	7.044654830623410247e-01	7.107860538534526151e-01	7.260576968701054623e-01	7.372573754779748745e-01	7.610511240194872684e-01
1.680688168999999834e+04	6.816254139967599102e-01	6.966977903761171209e-01	7.029883154598751682e-01	7.182036419244720582e-01	7.293767063361829006e-01	7.531565098878897357e-01
1.679961972999999853e+04	6.739939500237041026e-01	6.889688915928179336e-01	6.952250443764305121e-01	7.103731670570917478e-01	7.215112782977219918e-01	7.452584618885911283e-01
1.679236426999999821e+04	6.664155576398271830e-01	6.812834484655646561e-01	6.875010511539182412e-01	7.025714302266533595e-01	7.136664917217225845e-01	7.373628566624943481e-01
1.678511530000000130e+04	6.588943524685080266e-01	6.736459499088676139e-01	6.798209757981258372e-01	6.948034254998196602e-01	7.058475889295647843e-01	7.294754279758274285e-01
1.677787283000000025e+04	6.514342717847821929e-01	6.660607102477487107e-01	6.721892857336159155e-01	6.870739803227684517e-01	6.980596509703286268e-01	7.216017624263898478e-01
1.677063683999999921e+04	6.440390227771555232e-01	6.585318158482424966e-01	6.646102217895699660e-01	6.793877000394727972e-01	6.903075411494051794e-01	7.137472411345771039e-01
1.676340731999999844e+04	6.367121244860666218e-01	6.510631669085389372e-01	6.570878398909186791e-01	6.717490092439567517e-01	6.825959460484012364e-01	7.059170798250672396e-01
1.675618426000000181e+04	6.294568981153632059e-01	6.436584668596682102e-01	6.496260000808390389e-01	6.641621398933531539e-01	6.749293629795741767e-01	6.981163149182579852e-01
1.674896765999999843e+04	6.222764780053917644e-01	6.363212328254798100e-01	6.422283767523698783e-01	6.566311409518013065e-01	6.673121091700975338e-01	6.903498116659696482e-01
1.674175750999999946e+04	6.151737929355493018e-01	6.290547757964370934e-01	6.348984383574365342e-01	6.491598569914909245e-01	6.597482995687475871e-01	6.826222403358587210e-01
1.673455380000000150e+04	6.081515780339079580e-01	6.218622120403912712e-01	6.276394585927556058e-01	6.417519387930212815e-01	6.522418569824106616e-01	6.749380852731977631e-01
1.672735651000000144e+04	6.012123672285653031e-01	6.147464546396603779e-01	6.204545075516340047e-01	6.344108335561574608e-01	6.447965015917804799e-01	6.673016329372339905e-01
1.672016563999999926e+04	5.943585245621624269e-01	6.077102448987735661e-01	6.133464831412523965e-01	6.271398162669302723e-01	6.374157822178867505e-01	6.597170027770146161e-01
1.671298118999999861e+04	5.875922269608306880e-01	6.007561340506716308e-01	6.063180923479232209e-01	6.199419699030453978e-01	6.301030557594478054e-01	6.521881250751446757e-01
1.670580313999999998e+04	5.809154485869051365e-01	5.938864664738238153e-01	5.993718339791209715e-01	6.128201670237812815e-01	6.228614679383686070e-01	6.447187199125746782e-01
1.669863148999999976e+04	5.743300016202863567e-01	5.871034209594283571e-01	5.925100400982641347e-01	6.057771115224593883e-01	6.156939952076544431e-01	6.373123391873681820e-01
1.669146621999999843e+04	5.678375024055469789e-01	5.804089752540688707e-01	5.857348399067253686e-01	5.988153009325550835e-01	6.086034059251700379e-01	6.299723254631902636e-01
1.668430732999999964e+04	5.614394117392408345e-01	5.738049469455562823e-01	5.790482008454619356e-01	5.919370679667035340e-01	6.015923021382223457e-01	6.227018540618934894e-01
1.667715481000000000e+04	5.551370111414993813e-01	5.672929684299543585e-01	5.724519030193654379e-01	5.851445536324579866e-01	5.946630917462197852e-01	6.155039032313212033e-01
1.667000864999999976e+04	5.489314160469549453e-01	5.608744999296207956e-01	5.659475521238626072e-01	5.784397198895031567e-01	5.878180009184990062e-01	6.083812659396550249e-01
1.666286883999999918e+04	5.428235799222955738e-01	5.545508331944989378e-01	5.595365829582383821e-01	5.718243526725831360e-01	5.810590767271550661e-01	6.013365515980751974e-01
1.665573537999999826e+04	5.368143068962480946e-01	5.483231040527341005e-01	5.532202719251591017e-01	5.653000742226169661e-01	5.743881993155091070e-01	5.943721977754524710e-01
1.664860825000000114e+04	5.309042308307102553e-01	5.421922702054787768e-01	5.469997142891872555e-01	5.588683190380220323e-01	5.678070568842398247e-01	5.874904431243154201e-01
1.664148745000000054e+04	5.250938535502895910e-01	5.361591503502918243e-01	5.408758636439403578e-01	5.525303741009147673e-01	5.613171864088764007e-01	5.806933689534414800e-01
1.663437297000000035e+04	5.193835242803039876e-01	5.302244023960894781e-01	5.348495096125340797e-01	5.462873553218364764e-01	5.549199491556867647e-01	5.739828727557974020e-01
1.662726480000000083e+04	5.137734528785737886e-01	5.243885367256434504e-01	5.289212911042764365e-01	5.401402207357940410e-01	5.486165437918905097e-01	5.673606810198352779e-01
1.662016292999999860e+04	5.082637146592479116e-01	5.186519207734232584e-01	5.230917007750036651e-01	5.340897746409191127e-01	5.424080102555143279e-01	5.608283524368531392e-01
1.661306735000000117e+04	5.028542552846273495e-01	5.130147836986447274e-01	5.173610895940350396e-01	5.281366718714657349e-01	5.362952337798779778e-01	5.543872813055096271e-01
1.660597806000000128e+04	4.975449031338051165e-01	5.074772288841168377e-01	5.117296793808318034e-01	5.222814303846021744e-01	5.302789574801433092e-01	5.480387100124536337e-01
1.659889504999999917e+04	4.923353590446955530e-01	5.020392228691716863e-01	5.061975513900403012e-01	5.165244189772798533e-01	5.243597694105788243e-01	5.417837146266176740e-01
1.659181829999999900e+04	4.872252020048465360e-01	4.967006008959428676e-01	5.007646517819455134e-01	5.108658625340004589e-01	5.185381076139001788e-01	5.356232094272137534e-01
1.658474782000000050e+04	4.822139229386518400e-01	4.914611018728458069e-01	4.954308270568534289e-01	5.053058785513965256e-01	5.128142974002388721e-01	5.295579856518799478e-01
1.657768359000000055e+04	4.773008864249424499e-01	4.863203280633465742e-01	4.901957828922779981e-01	4.998444339004624037e-01	5.071885065760899369e-01	5.235886634422913799e-01
1.657062559999999939e+04	4.724853647525421585e-01	4.812777803651476782e-01	4.850591199128766462e-01	4.944813817348325258e-01	5.016607831421560082e-01	5.177157310846625116e-01
1.656357384000000093e+04	4.677665356544735142e-01	4.763328556764250821e-01	4.800203308913719713e-01	4.892164582615339818e-01	4.962310517215008376e-01	5.119395406328779430e-01
1.655652832000000126e+04	4.631435002982258187e-01	4.714848654997480515e-01	4.750788195946870629e-01	4.840493021387134998e-01	4.908991333300560256e-01	5.062603283770961138e-01
1.654948901000000114e+04	4.586152487513893705e-01	4.667329994871136090e-01	4.702338635179861837e-01	4.789794152209639333e-01	4.856647046405297985e-01	5.006781708991170365e-01
1.654245591000000059e+04	4.541807111556217524e-01	4.620763788699769337e-01	4.654846682398579572e-01	4.740062191140670400e-01	4.805273561132473170e-01	4.951930464370233875e-01
1.653542901999999958e+04	4.498387423314544331e-01	4.575140401347423946e-01	4.608303507003572719e-01	4.691290374656835183e-01	4.754865735397174609e-01	4.898048147766196347e-01
1.652840831999999864e+04	4.455881146097128709e-01	4.530449272871991395e-01	4.562699312167068921e-01	4.643470873474928595e-01	4.705417289312555651e-01	4.845132070080142572e-01
1.652139381000000139e+04	4.414275472846480586e-01	4.486679226324004066e-01	4.518023648058074881e-01	4.596595118640049438e-01	4.656921140457354058e-01	4.793178609239127086e-01
1.651438547000000108e+04	4.373556870494528237e-01	4.443818260553200061e-01	4.474265199715542485e-01	4.550653577154698537e-01	4.609369170247754610e-01	4.742182956107494629e-01
1.650738331000000107e+04	4.333711419308064472e-01	4.401853905950675050e-01	4.431412149551321455e-01	4.505636130650213511e-01	4.562752614279664276e-01	4.692139529024145217e-01
1.650038729999999850e+04	4.294724454019710480e-01	4.360772845455918589e-01	4.389451789823461958e-01	4.461531666836677235e-01	4.517061638023593950e-01	4.643041515072294789e-01
1.649339745000000039e+04	4.256581063051410596e-01	4.320561439313440055e-01	4.348371058005534029e-01	4.418328640471971824e-01	4.472285916477329315e-01	4.594881489083059156e-01
1.648641374999999971e+04	4.219265791245302433e-01	4.281205411134795802e-01	4.308156215764294972e-01	4.376014734845621312e-01	4.428414282500742205e-01	4.547651033119239350e-01
1.647943618000000060e+04	4.182762744957865819e-01	4.242689957793442379e-01	4.268792960773449829e-01	4.334576978021942861e-01	4.385434846102950202e-01	4.501340861596986875e-01
1.647246473999999944e+04	4.147055790287614285e-01	4.204999958017883177e-01	4.230266639587336730e-01	4.294001965965622003e-01	4.343335224978603359e-01	4.455941067206499184e-01
1.646549942000000010e+04	4.112128433018280016e-01	4.168119845375721222e-01	4.192562117615015738e-01	4.254275724948725079e-01	4.302102401101563500e-01	4.411440964372100315e-01
1.645854021999999895e+04	4.077963959667539884e-01	4.132033756886157039e-01	4.155663930844455956e-01	4.215383870695216251e-01	4.261722885201075783e-01	4.367829264691920899e-01
1.645158712000000014e+04	4.044545327015909297e-01	4.096725416208064630e-01	4.119556166276157061e-01	4.177311481859113940e-01	4.222182584867381072e-01	4.325093932816598263e-01
1.644464012000000002e+04	4.011855394602173996e-01	4.062178379218991386e-01	4.084222712960324242e-01	4.140043364276855264e-01	4.183467078490507030e-01	4.283222480900300555e-01
1.643769919999999911e+04	3.979876767255562942e-01	4.028375867786074815e-01	4.049647091993942571e-01	4.103563871514613881e-01	4.145561428580405439e-01	4.242201765679994296e-01
1.643076437000000078e+04	3.948592061598300007e-01	3.995301051682497717e-01	4.015812744902674258e-01	4.067857208994968277e-01	4.108450497519359756e-01	4.202018329104902361e-01
1.642383560999999827e+04	3.917983661964691278e-01	3.962936790954760258e-01	3.982702770202673492e-01	4.032907156102720214e-01	4.072118658686701420e-01	4.162658085005772612e-01
1.641691291999999885e+04	3.888033979506381743e-01	3.931265910305836164e-01	3.950300204205282051e-01	3.998697362660703636e-01	4.036550104536328898e-01	4.124106652086815816e-01
1.640999628999999914e+04	3.858725347135079087e-01	3.900271088609923442e-01	3.918587908174329115e-01	3.965211230133192655e-01	4.001728723197144344e-01	4.086349220026856410e-01
1.640308569999999963e+04	3.830040052507410198e-01	3.869934894459468033e-01	3.887548604905722849e-01	3.932431950607665483e-01	3.967638139118084828e-01	4.049370593330926527e-01
1.639618115000000034e+04	3.801960490134916326e-01	3.840239947809874210e-01	3.857165044382984687e-01	3.900342682244737902e-01	3.934261895772338535e-01	4.013155389613385360e-01
1.638928264000000127e+04	3.774469100112289865e-01	3.811168856039464647e-01	3.827419938659600840e-01	3.868926481137171525e-01	3.901583385131039416e-01	3.977687963479630828e-01
1.638239016000000083e+04	3.747548354334921394e-01	3.782704200314084830e-01	3.798295948240858477e-01	3.838166287614535044e-01	3.869585833792570928e-01	3.942952391898436049e-01
1.637550368999999955e+04	3.721180783908692447e-01	3.754828565613181346e-01	3.769775713181749421e-01	3.808044959881099478e-01	3.838252338424085752e-01	3.908932513263564945e-01
1.636862322999999924e+04	3.695349116487388619e-01	3.727524687025824401e-01	3.741842003173648235e-01	3.778545433415566035e-01	3.807566032110947241e-01	3.875612108821843704e-01
1.636174877000000015e+04	3.670036180428185579e-01	3.700775349565345040e-01	3.714477615470852534e-01	3.749650614120452197e-01	3.777509973802011811e-01	3.842974783626699198e-01
1.635488031000000046e+04	3.645224999701826007e-01	3.674563489698783325e-01	3.687665479219442433e-01	3.721343489523815662e-01	3.748067264633646034e-01	3.811004093949515448e-01
1.634801783000000069e+04	3.620898703696623921e-01	3.648872101329007633e-01	3.661388559771288631e-01	3.693607028857795460e-01	3.719220944709409893e-01	3.779683436449263190e-01
1.634116133000000082e+04	3.597040689061286045e-01	3.623684408092227027e-01	3.635630035434715968e-01	3.666424370826119050e-01	3.690954189160878252e-01	3.748996262448481831e-01
1.633431079999999929e+04	3.573634527855442666e-01	3.598983767685389190e-01	3.610373200138964900e-01	3.639778722060426630e-01	3.663250203339045163e-01	3.718925965628594454e-01
1.632746623999999974e+04	3.550664052284492334e-01	3.574753762718484995e-01	3.585601556889841945e-01	3.613653457008571546e-01	3.636092327534833357e-01	3.689455997323071168e-01
1.632062763000000086e+04	3.528113267653247842e-01	3.550978110325438974e-01	3.561298725922142916e-01	3.588032022384740061e-01	3.609463938544965056e-01	3.660569761422876045e-01
1.631379497000000083e+04	3.505966499468249342e-01	3.527640818790925836e-01	3.537448605403882285e-01	3.562898108012769183e-01	3.583348628195924812e-01	3.632250809913256107e-01
1.630696824999999990e+04	3.484208304848473992e-01	3.504726095586717105e-01	3.514035278005611107e-01	3.538235549684659031e-01	3.557730103323564763e-01	3.604482736240027796e-01
1.630014745000000039e+04	3.462823486014591223e-01	3.482218363179244158e-01	3.491043027689081923e-01	3.514028348357000064e-01	3.532592206758433662e-01	3.577249200133491569e-01
1.629333258999999998e+04	3.441797255519732923e-01	3.460102434401654548e-01	3.468456519443340880e-01	3.490260860796400855e-01	3.507919116290219019e-01	3.550534145168382505e-01
