Wavenumber	20°C	30°C	40°C	50°C	60°C	70°C
1.842062805999999910e+04	3.671081075503228319e-02	3.872518266489464317e-02	4.435832786341377398e-02	4.757754381154311041e-02	6.015643134301439793e-02	8.062682464191457676e-02
1.841184792000000016e+04	3.794504700361501365e-02	3.998947403670869566e-02	4.573421664088701127e-02	4.898120355809651438e-02	6.172508039452594825e-02	8.233925896980881509e-02
1.840307643000000098e+04	3.922620060762459920e-02	4.130009899580464050e-02	4.715782447247737069e-02	5.043099549571039564e-02	6.334000409224653516e-02	8.409398219601367519e-02
1.839431356999999844e+04	4.055616262541657940e-02	4.265885997837223081e-02	4.863091128242445771e-02	5.192856693214572411e-02	6.500275114485844219e-02	8.589234176775316365e-02
1.838555933999999979e+04	4.193688078056230506e-02	4.406761113909851701e-02	5.015528333121206661e-02	5.347560798491459572e-02	6.671490715705058472e-02	8.773571756146950062e-02
1.837681371999999828e+04	4.337036560161636189e-02	4.552826454519806609e-02	5.173279971883241318e-02	5.507385825140033442e-02	6.847810191147828129e-02	8.962552989576670626e-02
1.836807669000000169e+04	4.485868749410272527e-02	4.704278711497491411e-02	5.336536885886768861e-02	5.672510328883944436e-02	7.029400533791010930e-02	9.156323530418089551e-02
1.835934824999999910e+04	4.640397291116711564e-02	4.861319668017657913e-02	5.505494406340039060e-02	5.843117024538947712e-02	7.216432264311067879e-02	9.355032154750528295e-02
1.835062839000000167e+04	4.800840888519385813e-02	5.024156657452497066e-02	5.680352833775732108e-02	6.019393282255672273e-02	7.409079972606810727e-02	9.558831362600563042e-02
1.834191707999999926e+04	4.967424472914516026e-02	5.193002733384734226e-02	5.861317603970974538e-02	6.201531304621740043e-02	7.607522503258623559e-02	9.767877590722318093e-02
1.833321431999999913e+04	5.140378189732509873e-02	5.368075641952860938e-02	6.048598173170696701e-02	6.389727017189447689e-02	7.811941743375333536e-02	9.982329958149814553e-02
1.832452009000000180e+04	5.319938240966892717e-02	5.549598679102161342e-02	6.242408927767266469e-02	6.584180999966739167e-02	8.022523640281159496e-02	1.020235136840524637e-01
1.831583438999999998e+04	5.506345972557447760e-02	5.737799771729294035e-02	6.442968193764428420e-02	6.785097508826513912e-02	8.239457142445992532e-02	1.042810742862932821e-01
1.830715720000000147e+04	5.699848563141605984e-02	5.932912180945928982e-02	6.650498982269403836e-02	6.992685241742176150e-02	8.462935035557307695e-02	1.065976735532457864e-01
1.829848849999999948e+04	5.900698477328421981e-02	6.135173957830162422e-02	6.865228404355890046e-02	7.207156770647984989e-02	8.693153334250500186e-02	1.089750337049417150e-01
1.828982829000000129e+04	6.109152795790480373e-02	6.344827280775021394e-02	7.087386968104875118e-02	7.428727861407398436e-02	8.930310565336684048e-02	1.114149000014204860e-01
1.828117655000000013e+04	6.325473937170346395e-02	6.562119196177280955e-02	7.317209367255154973e-02	7.657618284396507102e-02	9.174608652231872052e-02	1.139190502600127414e-01
1.827253326999999990e+04	6.549928729608775479e-02	6.787300699939698145e-02	7.554933511815054015e-02	7.894050871162128225e-02	9.426251920466956202e-02	1.164892850020936704e-01
1.826389843000000110e+04	6.782788658793507952e-02	7.020627004979289321e-02	7.800800818741303322e-02	8.138251829685416716e-02	9.685447453917972460e-02	1.191274315252415505e-01
1.825527203999999983e+04	7.024328500213254667e-02	7.262356191594301902e-02	8.055054800610081389e-02	8.390449369920363609e-02	9.952403658879106774e-02	1.218353297308370081e-01
1.824665406000000075e+04	7.274828224255343312e-02	7.512751137934060852e-02	8.317943110875253288e-02	8.650875761886565873e-02	1.022733246988881128e-01	1.246148549783088755e-01
1.823804449999999997e+04	7.534569865223510188e-02	7.772076412331499484e-02	8.589714292054595468e-02	8.919764140160675592e-02	1.051044599577379557e-01	1.274678845370917080e-01
1.822944332999999824e+04	7.803839755943854650e-02	8.040600535879663391e-02	8.870620172236076684e-02	9.197350910038293303e-02	1.080195909298412166e-01	1.303963241143464014e-01
1.822085054999999920e+04	8.082926059688450016e-02	8.318593548100763901e-02	9.160913335592810181e-02	9.483873276410653697e-02	1.110208679588116226e-01	1.334020824341985434e-01
1.821226613999999972e+04	8.372119898016902595e-02	8.606328165531962338e-02	9.460848361870115297e-02	9.779570503114307090e-02	1.141104567830653060e-01	1.364870854536890110e-01
1.820369009000000005e+04	8.671713968939551154e-02	8.904078439845701520e-02	9.770680453003414978e-02	1.008468259109273346e-01	1.172905250662722582e-01	1.396532633709944293e-01
1.819512240000000020e+04	8.982002021017974902e-02	9.212119274350681619e-02	1.009066496480343772e-01	1.039944985434791414e-01	1.205632384386526867e-01	1.429025472597346136e-01
1.818656304000000091e+04	9.303279823282266381e-02	9.530727426170815253e-02	1.042105848238943366e-01	1.072411401359809474e-01	1.239307723038031162e-01	1.462368813139688917e-01
1.817801199999999881e+04	9.635842870333116705e-02	9.860179269379999722e-02	1.076211653385192174e-01	1.105891598360872474e-01	1.273952892898161104e-01	1.496582009835603633e-01
1.816946928000000116e+04	9.979986113648926793e-02	1.020075057615725672e-01	1.111409341039227283e-01	1.140409573753353445e-01	1.309589384194387307e-01	1.531684327861974060e-01
1.816093485000000146e+04	1.033600501580104886e-01	1.055271760593245317e-01	1.147724333580475986e-01	1.175989349176537052e-01	1.346238678570404190e-01	1.567695074035491687e-01
1.815240871999999945e+04	1.070419209780044123e-01	1.091635373853945684e-01	1.185181703724133562e-01	1.212654638327373274e-01	1.383921911896993928e-01	1.604633270576981963e-01
1.814389085999999952e+04	1.108483965610898292e-01	1.129193221110637302e-01	1.223806462057305255e-01	1.250429132648904207e-01	1.422660174373078790e-01	1.642517955626133508e-01
1.813538127000000168e+04	1.147823612989622710e-01	1.167972258196072893e-01	1.263623198094808442e-01	1.289336153892012560e-01	1.462474159284456454e-01	1.681367844347294860e-01
1.812687992999999915e+04	1.188466762920584174e-01	1.207999229391628349e-01	1.304656246984688406e-01	1.329398821274685727e-01	1.503384340961708698e-01	1.721201508847773343e-01
1.811838682999999946e+04	1.230441589437638733e-01	1.249300471784002275e-01	1.346929494505422487e-01	1.370639864879894809e-01	1.545410790101923726e-01	1.762037203330599766e-01
1.810990194999999949e+04	1.273775853971950978e-01	1.291901945016946662e-01	1.390466413889684116e-01	1.413081665642672846e-01	1.588573221309572125e-01	1.803892915939885877e-01
1.810142529999999897e+04	1.318496625885590967e-01	1.335828962428679823e-01	1.435289797649994259e-01	1.456745997936368942e-01	1.632890738222344262e-01	1.846786127107258868e-01
1.809295684999999867e+04	1.364630568736552862e-01	1.381106478383386238e-01	1.481422057899653699e-01	1.501654326241733395e-01	1.678382142063263305e-01	1.890734113948323303e-01
1.808449658999999883e+04	1.412203555032269242e-01	1.427758715763670638e-01	1.528884852971657271e-01	1.547827445192903051e-01	1.725065573056898116e-01	1.935753608062399933e-01
1.807604450999999972e+04	1.461240687797251137e-01	1.475809193554509791e-01	1.577699123274740045e-01	1.595285518559207416e-01	1.772958557840869642e-01	1.981860847030200157e-01
1.806760060000000158e+04	1.511766220171834041e-01	1.525280654272699876e-01	1.627885025053543988e-01	1.644048018638545050e-01	1.822077955755708467e-01	2.029071527726752366e-01
1.805916485000000102e+04	1.563803473697721602e-01	1.576194990219196013e-01	1.679461863267463495e-01	1.694133664753073032e-01	1.872439904465390270e-01	2.077400758939717262e-01
1.805073723999999856e+04	1.617374819990200496e-01	1.628573231771772711e-01	1.732448087481583132e-01	1.745560422829646741e-01	1.924059827055020211e-01	2.126863072782087249e-01
1.804231777000000147e+04	1.672501407255333472e-01	1.682435286269794161e-01	1.786861035728102565e-01	1.798345260296728143e-01	1.976952193719998530e-01	2.177472200866177876e-01
1.803390641999999934e+04	1.729203330107383918e-01	1.737800110391499453e-01	1.842717117194711263e-01	1.852504326821929892e-01	2.031130711127807353e-01	2.229241260212605769e-01
1.802550316999999995e+04	1.787499423296213530e-01	1.794685514703701912e-01	1.900031622779333185e-01	1.908052773672045122e-01	2.086608148870817969e-01	2.282182591038252051e-01
1.801710802999999942e+04	1.847406959543820559e-01	1.853107875190904696e-01	1.958818443290074873e-01	1.965004483835637028e-01	2.143396078328101695e-01	2.336307511896096312e-01
1.800872096999999849e+04	1.908942054736443017e-01	1.913082534703848259e-01	2.019090482359305605e-01	2.023372475118061509e-01	2.201505283024765003e-01	2.391626714897314154e-01
1.800034199000000081e+04	1.972119088148477639e-01	1.974623243515788995e-01	2.080859102028877472e-01	2.083168365761064733e-01	2.260945233570198776e-01	2.448149768655615566e-01
1.799197106999999960e+04	2.036950979566546360e-01	2.037742435450346223e-01	2.144134409246366835e-01	2.144402654561475552e-01	2.321724374805545499e-01	2.505885395161421281e-01
1.798360820999999851e+04	2.103448803541761725e-01	2.102450857903000736e-01	2.208924893340762363e-01	2.207084372322812293e-01	2.383849787306267232e-01	2.564841150946384207e-01
1.797525337999999829e+04	2.171622098712951421e-01	2.168757878493295099e-01	2.275237742009357522e-01	2.271221389778637356e-01	2.447327500637615227e-01	2.625023727250353489e-01
1.796690657999999894e+04	2.241478308782871853e-01	2.236670946479351052e-01	2.343078310846637424e-01	2.336819906339092090e-01	2.512161994446602264e-01	2.686438479044059302e-01
1.795856780000000072e+04	2.313023018031480360e-01	2.306195827176101554e-01	2.412450366996921614e-01	2.403884687557775734e-01	2.578356441714274028e-01	2.749089658151722126e-01
1.795023702000000048e+04	2.386259883105709967e-01	2.377336540377394669e-01	2.483356035864511258e-01	2.472419014963198602e-01	2.645912666208379838e-01	2.812980374482716428e-01
1.794191423999999824e+04	2.461190293692816500e-01	2.450095035331563420e-01	2.555795485626745078e-01	2.542424382289725782e-01	2.714830850330499090e-01	2.878112321186920841e-01
1.793359944000000178e+04	2.537813649830326090e-01	2.524471464449467017e-01	2.629767208503607234e-01	2.613900768247982009e-01	2.785109811224650844e-01	2.944486036964734654e-01
1.792529261000000042e+04	2.616127025368083503e-01	2.600463860450301645e-01	2.705267707409221289e-01	2.686846334289025306e-01	2.856746710010503176e-01	3.012100631969578668e-01
1.791699374000000171e+04	2.696125185946985359e-01	2.678068157548288419e-01	2.782291525403434718e-01	2.761257453407929829e-01	2.929737087176644827e-01	3.080953821838803286e-01
1.790870281999999861e+04	2.777800523288822543e-01	2.757278130973962460e-01	2.860831193560072760e-01	2.837128659779580286e-01	3.004074819697138965e-01	3.151041887321414103e-01
1.790041982999999891e+04	2.861143094596052538e-01	2.838085438021346607e-01	2.940877279201730699e-01	2.914452695032269669e-01	3.079752172479537919e-01	3.222359722434308682e-01
1.789214476999999897e+04	2.946140263169099160e-01	2.920479272045661823e-01	3.022418050539902867e-01	2.993220183650162070e-01	3.156759486612894516e-01	3.294900539985096133e-01
1.788387762999999904e+04	3.032776940439639302e-01	3.004446599219607883e-01	3.105439718642886149e-01	3.073419865735954049e-01	3.235085413154527023e-01	3.368656090944014969e-01
1.787561837999999989e+04	3.121035653965701373e-01	3.089972225873741096e-01	3.189926510300263307e-01	3.155038666089078347e-01	3.314716985334979493e-01	3.443616730777921409e-01
1.786736703000000125e+04	3.210895862426241809e-01	3.177038135782042083e-01	3.275860019816120849e-01	3.238061066349019468e-01	3.395639010924082490e-01	3.519770845602243625e-01
1.785912356000000000e+04	3.302334657389154882e-01	3.265624170837517215e-01	3.363219887886219617e-01	3.322469758792258587e-01	3.477834715058317205e-01	3.597105455145719888e-01
1.785088795000000027e+04	3.395326415707183854e-01	3.355707694249044359e-01	3.451983474381883354e-01	3.408245327884183440e-01	3.561285433478057483e-01	3.675605921254406772e-01
1.784266020999999819e+04	3.489842420811715140e-01	3.447263223280668254e-01	3.542125502322155395e-01	3.495365903449360045e-01	3.645970279423901284e-01	3.755255631602030797e-01
1.783444029999999839e+04	3.585851750307559871e-01	3.540263288077832859e-01	3.633618908754247534e-01	3.583807979883423811e-01	3.731866943724778674e-01	3.836036748811962882e-01
1.782622824000000037e+04	3.683319987819323460e-01	3.634677182314946520e-01	3.726433619550285070e-01	3.673545228482706371e-01	3.818950543659611618e-01	3.917929123930179447e-01
1.781802400000000125e+04	3.782210488919708902e-01	3.730472187346463575e-01	3.820537758132475648e-01	3.764549661973642380e-01	3.907194756858793361e-01	4.000911358581646371e-01
1.780982757000000129e+04	3.882483556413407477e-01	3.827612770657339847e-01	3.915896860601467688e-01	3.856790871618713257e-01	3.996571082551418352e-01	4.084960105567286837e-01
1.780163894000000073e+04	3.984096670228658987e-01	3.926060805274208532e-01	4.012474094927214741e-01	3.950236234494649556e-01	4.087049044729669234e-01	4.170050254887400776e-01
1.779345809999999983e+04	4.087004491946481521e-01	4.025775570284240157e-01	4.110230264200090966e-01	4.044850911689543693e-01	4.178596191683263128e-01	4.256154927859039372e-01
1.778528503999999884e+04	4.191158875785276905e-01	4.126713757011247208e-01	4.209123814916841955e-01	4.140597851010022201e-01	4.271178099418670437e-01	4.343245474497846592e-01
1.777711975000000166e+04	4.296508886152397011e-01	4.228829480955810238e-01	4.309110850386311808e-01	4.237437794287783333e-01	4.364758379035312275e-01	4.431291474239311690e-01
1.776896222000000125e+04	4.403000821855893032e-01	4.332074299591033850e-01	4.410145149326619718e-01	4.335329289363443195e-01	4.459298688121503540e-01	4.520260740066968652e-01
1.776081244000000152e+04	4.510578247049343847e-01	4.436397236088254203e-01	4.512178189710450149e-01	4.434228706812604615e-01	4.554758746221999055e-01	4.610119326106301707e-01
1.775267037999999957e+04	4.619182297075135057e-01	4.541745069143011682e-01	4.615159432105367387e-01	4.534090508026628608e-01	4.651096592217520698e-01	4.700831762684992143e-01
1.774453605999999854e+04	4.728750788453272569e-01	4.648061462169310598e-01	4.719035467982712340e-01	4.634866412248818679e-01	4.748267779091395746e-01	4.792360290442585491e-01
1.773640943999999945e+04	4.839219740580036344e-01	4.755288431442674657e-01	4.823751453656272559e-01	4.736506779869048001e-01	4.846226706043634813e-01	4.884666106769338101e-01
1.772829052999999840e+04	4.950521955708882538e-01	4.863364959691239831e-01	4.929249753895018626e-01	4.838959288971444450e-01	4.944925339488139837e-01	4.977708152831988864e-01
1.772017930999999953e+04	5.062588165058220513e-01	4.972228099163175652e-01	5.035471017258933424e-01	4.942169970817809621e-01	5.044314208070921346e-01	5.071444042331839652e-01
1.771207575999999972e+04	5.175346697535175844e-01	5.081812640602757503e-01	5.142353849772351992e-01	5.046082885181585320e-01	5.144342085769485484e-01	5.165829754218034253e-01
1.770397988999999870e+04	5.288723135848976131e-01	5.192050768478629896e-01	5.249834475577938031e-01	5.150639781549818386e-01	5.244955661747134901e-01	5.260819311694286959e-01
1.769589168000000063e+04	5.402641236471960040e-01	5.302872944230249130e-01	5.357847594495781518e-01	5.255780924043310653e-01	5.346100329679963625e-01	5.356365517535998100e-01
1.768781110999999873e+04	5.517022607198505124e-01	5.414207581950882808e-01	5.466326061003431436e-01	5.361444770678754912e-01	5.447719873583221073e-01	5.452419648245713235e-01
1.767973818000000028e+04	5.631786519016341863e-01	5.525980853225784806e-01	5.575200689239404594e-01	5.467567773875217085e-01	5.549756270385701740e-01	5.548931257263598482e-01
1.767167287999999826e+04	5.746850433032947292e-01	5.638117187556829224e-01	5.684400735137066230e-01	5.574084840358185522e-01	5.652150126132127195e-01	5.645848576913806705e-01
1.766361519000000044e+04	5.862130113062018477e-01	5.750539369736110684e-01	5.793853985010893881e-01	5.680929408278253545e-01	5.754840743358276001e-01	5.743118572169703118e-01
1.765556510999999955e+04	5.977539311976215464e-01	5.863168220840212497e-01	5.903486438396583491e-01	5.788033127732123972e-01	5.857765806971151346e-01	5.840686632582071658e-01
