Wavenumber	20°C	30°C	40°C	50°C	60°C	70°C
1.735519239999999991e+04	9.555597421857041640e-01	9.451947987118676231e-01	9.415597184901596250e-01	9.307954160431912705e-01	9.265161516384219365e-01	9.157992817400196772e-01
1.734743070000000080e+04	9.606793934049492334e-01	9.507413855304339689e-01	9.471388684937340763e-01	9.367330214495397378e-01	9.324299851535791106e-01	9.218930342588435023e-01
1.733967618999999831e+04	9.654949292334812361e-01	9.560044136856623576e-01	9.524511209748069973e-01	9.424207692833227457e-01	9.381130649403899291e-01	9.277793642290235177e-01
1.733192885000000024e+04	9.700032045106321554e-01	9.609803454604325390e-01	9.574930130544484497e-01	9.478548761878056172e-01	9.435617014399308999e-01	9.334543632829150894e-01
1.732418868999999904e+04	9.742014337693075676e-01	9.656659625803960534e-01	9.622613684823606572e-01	9.530318158853308130e-01	9.487724277154228059e-01	9.389143082288848863e-01
1.731645568999999887e+04	9.780872295710496545e-01	9.700584090225518041e-01	9.667533408237607429e-01	9.579483660488321561e-01	9.537420462814205635e-01	9.441557101117086237e-01
1.730872983999999997e+04	9.816585814486584738e-01	9.741551685206201183e-01	9.709663906020379320e-01	9.626015841525512595e-01	9.584676048366412848e-01	9.491752893649935130e-01
1.730101111999999921e+04	9.849138677496473981e-01	9.779540787637156507e-01	9.748982997992762245e-01	9.669888238421586735e-01	9.629464127906268711e-01	9.539699936762956467e-01
1.729329953999999998e+04	9.878518401854279318e-01	9.814533142464889615e-01	9.785471541276062890e-01	9.711077156613519001e-01	9.671760215965035101e-01	9.585369773692838935e-01
1.728559507999999914e+04	9.904716493542459199e-01	9.846514172515977714e-01	9.819113752650809879e-01	9.749562037213527210e-01	9.711542623241925520e-01	9.628736422238928228e-01
1.727789773000000059e+04	9.927728268852002991e-01	9.875472785188842417e-01	9.849897011629169530e-01	9.785325246169910285e-01	9.748792244040551669e-01	9.669776154749334385e-01
1.727020748000000094e+04	9.947552884939794282e-01	9.901401423942008950e-01	9.877811917461293278e-01	9.818352147089234316e-01	9.783492633765946689e-01	9.708467588913235469e-01
1.726252432000000044e+04	9.964193318410049516e-01	9.924296061656937562e-01	9.902852287233969708e-01	9.848631109849689258e-01	9.815630021979974140e-01	9.744791710842122257e-01
1.725484823999999935e+04	9.977656336237884505e-01	9.944156187068448061e-01	9.925015147850004826e-01	9.876153513562182518e-01	9.845193320616961730e-01	9.778731893963326094e-01
1.724717923000000155e+04	9.987952459169782138e-01	9.960984784347245435e-01	9.944300721951334632e-01	9.900913743909904863e-01	9.872174127371661223e-01	9.810273913707689974e-01
1.723951728000000003e+04	9.995095917756041670e-01	9.974788305937511979e-01	9.960712407864663609e-01	9.922909184911764546e-01	9.896566724283840655e-01	9.839405957983859974e-01
1.723186238999999841e+04	9.999104597990096099e-01	9.985576626634996567e-01	9.974256737831506126e-01	9.942140181840345425e-01	9.918368044755839774e-01	9.866118600113713555e-01
1.722421453000000110e+04	1.000000000000000000e+00	9.993363055758653912e-01	9.984943413339480989e-01	9.958610118927310184e-01	9.937577773213247534e-01	9.890404937356644943e-01
1.721657371000000057e+04	9.997807146591378702e-01	9.998164201660685313e-01	9.992785153194458925e-01	9.972325227915714851e-01	9.954198138583385536e-01	9.912260352378399197e-01
1.720893991000000096e+04	9.992554530093360476e-01	1.000000000000000000e+00	9.997797757749009584e-01	9.983294717957110764e-01	9.968234078362899764e-01	9.931682737129026162e-01
1.720131312999999864e+04	9.984274038642272364e-01	9.998893613744122000e-01	1.000000000000000000e+00	9.991530641914362354e-01	9.979693096771610206e-01	9.948672331622852028e-01
1.719369335000000137e+04	9.973000844829731371e-01	9.994871378295761000e-01	9.999413598428936734e-01	9.997047913871299762e-01	9.988585309209689900e-01	9.963231811282555750e-01
1.718608055999999851e+04	9.958773338728462710e-01	9.987962726160219962e-01	9.996063140702352579e-01	9.999864222973310346e-01	9.994923355388579678e-01	9.975366193799455328e-01
1.717847475000000122e+04	9.941633027842071701e-01	9.978200115856935559e-01	9.989976028768944305e-01	1.000000000000000000e+00	9.998722381799772796e-01	9.985082843860981772e-01
1.717087591999999859e+04	9.921624464944939215e-01	9.965618969791648629e-01	9.981182424244866569e-01	9.997478368262685544e-01	1.000000000000000000e+00	9.992391438976961915e-01
1.716328406000000177e+04	9.898795097528282350e-01	9.950257563027891106e-01	9.969715159862819753e-01	9.992325085283604302e-01	9.998776250879979344e-01	9.997303965109123336e-01
1.715569915000000037e+04	9.873195139100107154e-01	9.932156914788610180e-01	9.955609645074922076e-01	9.984568462562752877e-01	9.995073538672661906e-01	9.999834667362189622e-01
1.714812117999999828e+04	9.844877515447226779e-01	9.911360734779547377e-01	9.938903815776549688e-01	9.974239312416551817e-01	9.988916581124127614e-01	1.000000000000000000e+00
1.714055015999999887e+04	9.813897807529415873e-01	9.887915375545861529e-01	9.919638094382629001e-01	9.961370913050029419e-01	9.980332382050756124e-01	9.997818605974799766e-01
1.713298605999999927e+04	9.780313887645201154e-01	9.861869547821180415e-01	9.897855152416621394e-01	9.945998835436886676e-01	9.969350106379203380e-01	9.993311258812669351e-01
1.712542886999999973e+04	9.744186022638342548e-01	9.833274383310373068e-01	9.873599955155850649e-01	9.928160950844201471e-01	9.956001069023794336e-01	9.986500817449196488e-01
1.711787859000000026e+04	9.705576727828325589e-01	9.802183317389595585e-01	9.846919663660864686e-01	9.907897354407477764e-01	9.940318677958543958e-01	9.977412193228727411e-01
1.711033522000000085e+04	9.664550596834714513e-01	9.768651947538606883e-01	9.817863513404588849e-01	9.885250265325918884e-01	9.922338355013329281e-01	9.966072295264805092e-01
1.710279872999999861e+04	9.621173990978126866e-01	9.732737770646020525e-01	9.786482584536358997e-01	9.860263835436146040e-01	9.902097378628990088e-01	9.952509915899937498e-01
1.709526912000000084e+04	9.575515231439469810e-01	9.694500333227700217e-01	9.752829931222236626e-01	9.832984240070129500e-01	9.879634952701071837e-01	9.936755762486539911e-01
1.708774638000000050e+04	9.527644249096353102e-01	9.654000938233314733e-01	9.716960326803194548e-01	9.803459469410839011e-01	9.854992037721170828e-01	9.918842339258445717e-01
1.708023050000000148e+04	9.477632500392435544e-01	9.611302567617208137e-01	9.678930195108202961e-01	9.771739263167190659e-01	9.828211294458573111e-01	9.898803897583895450e-01
1.707272147000000041e+04	9.425552829640634345e-01	9.566469760708635750e-01	9.638797503342380057e-01	9.737875014957974029e-01	9.799337003425271364e-01	9.876676370502742719e-01
1.706521928000000116e+04	9.371479330876475444e-01	9.519568491510490560e-01	9.596621653749776160e-01	9.701919675079859751e-01	9.768414982630232446e-01	9.852497305249469095e-01
1.705772393000000011e+04	9.315487285579516774e-01	9.470666111803992537e-01	9.552463434546780707e-01	9.663927703940229375e-01	9.735492549076272262e-01	9.826305830209788317e-01
1.705023540000000139e+04	9.257652801635792850e-01	9.419831032655817671e-01	9.506384734358455102e-01	9.623954821477245236e-01	9.700618303140813303e-01	9.798142480331871740e-01
1.704275368000000162e+04	9.198052893561229348e-01	9.367132789365778534e-01	9.458448601907412101e-01	9.582058051786555009e-01	9.663842167496418112e-01	9.768049222731437498e-01
1.703527877000000080e+04	9.136765358232479262e-01	9.312641930408727120e-01	9.408719148232763674e-01	9.538295635047514542e-01	9.625215313055311972e-01	9.736069395995573528e-01
1.702781064999999944e+04	9.073868394372525126e-01	9.256429676136956886e-01	9.357261237544819421e-01	9.492726751214874970e-01	9.584789917215238431e-01	9.702247507933339232e-01
1.702034932000000117e+04	9.009440796224279513e-01	9.198568087163132567e-01	9.304140642806371098e-01	9.445411652006550085e-01	9.542619282008500958e-01	9.666629330486747884e-01
1.701289476999999897e+04	8.943561573939956544e-01	9.139129722218537477e-01	9.249423734972981315e-01	9.396411381855644951e-01	9.498757588964790166e-01	9.629261693071440309e-01
1.700544699000000037e+04	8.876309904116892469e-01	9.078187588941591946e-01	9.193177439241119187e-01	9.345787733392409979e-01	9.453259860627788447e-01	9.590192446460125142e-01
1.699800595999999859e+04	8.807764908774687873e-01	9.015814939630139024e-01	9.135469048421095417e-01	9.293603074894208893e-01	9.406181807340898704e-01	9.549470328799529728e-01
1.699057168000000092e+04	8.738005805504960311e-01	8.952085404122089862e-01	9.076366347872532048e-01	9.239920459042125778e-01	9.357579927439160228e-01	9.507145050289800281e-01
1.698314414000000033e+04	8.667111512728423728e-01	8.887072627257414092e-01	9.015937282271283548e-01	9.184803317896073072e-01	9.307511234471145256e-01	9.463267055873418876e-01
1.697572333000000071e+04	8.595160619308171990e-01	8.820850235933499484e-01	8.954249926213767585e-01	9.128315430935178831e-01	9.256033229457686362e-01	9.417887497827284182e-01
1.696830924999999843e+04	8.522231367050335793e-01	8.753491819333352186e-01	8.891372467766720522e-01	9.070520906309690323e-01	9.203203886079469598e-01	9.371058221325181403e-01
1.696090188000000126e+04	8.448401242975200898e-01	8.685070548128557277e-01	8.827372854622316245e-01	9.011483851563419911e-01	9.149081351611929591e-01	9.322831497517366506e-01
1.695350120999999854e+04	8.373747161560377572e-01	8.615659337072096857e-01	8.762318946578318002e-01	8.951268508505534349e-01	9.093724071090103500e-01	9.273260130251163025e-01
1.694610723000000144e+04	8.298345262738425765e-01	8.545330653385942998e-01	8.696278337688140292e-01	8.889939085224536353e-01	9.037190635076617351e-01	9.222397318651318621e-01
1.693871993999999904e+04	8.222270913477418564e-01	8.474156513554409464e-01	8.629318354427328863e-01	8.827559750364752933e-01	8.979539775989824335e-01	9.170296651915317288e-01
1.693133932999999888e+04	8.145598405637578532e-01	8.402208195823627213e-01	8.561505786244191230e-01	8.764194378105321093e-01	8.920830133907274861e-01	9.117011895743651895e-01
1.692396538000000146e+04	8.068400857585611430e-01	8.329556140753456850e-01	8.492906791444303494e-01	8.699906454298839131e-01	8.861120169488895248e-01	9.062596909086914065e-01
1.691659809999999925e+04	7.990750544457267956e-01	8.256270256350932701e-01	8.423587185657200882e-01	8.634759342310254215e-01	8.800468411710301586e-01	9.007105867307241276e-01
1.690923746000000028e+04	7.912718078665657018e-01	8.182419139642863604e-01	8.353611706203655229e-01	8.568815587899959452e-01	8.738932811958540769e-01	8.950592669443930838e-01
1.690188346000000092e+04	7.834373065444659723e-01	8.108070687912724006e-01	8.283044589361231447e-01	8.502137455919867026e-01	8.676571243164946656e-01	8.893111390589709675e-01
1.689453609000000142e+04	7.755783605959352123e-01	8.033291622779803465e-01	8.211949119484365234e-01	8.434786501298686678e-01	8.613441100112676496e-01	8.834715912489010670e-01
1.688719535000000178e+04	7.677016438520997132e-01	7.958147616880647535e-01	8.140387748217016162e-01	8.366823676226203821e-01	8.549599399107100650e-01	8.775460011437109520e-01
1.687986121999999887e+04	7.598136550037609682e-01	7.882702915894749252e-01	8.068421733423219999e-01	8.298308981944594320e-01	8.485102450263941609e-01	8.715397050276036950e-01
1.687253369000000021e+04	7.519207435289207986e-01	7.807020577370260561e-01	7.996111364629663321e-01	8.229301676584798164e-01	8.420006051138264613e-01	8.654580153040271062e-01
1.686521275999999853e+04	7.440291040697342151e-01	7.731162410117816686e-01	7.923515904136696486e-01	8.159860214407399504e-01	8.354365429027554857e-01	8.593062147947426732e-01
1.685789842000000135e+04	7.361447495998330037e-01	7.655188708517198792e-01	7.850693330995476282e-01	8.090041995516160656e-01	8.288235003153388014e-01	8.530895340370088231e-01
1.685059064999999828e+04	7.282735066161386550e-01	7.579158196374639056e-01	7.777700284028752353e-01	8.019903304183291226e-01	8.221668323438017234e-01	8.468131449093881935e-01
1.684328945999999996e+04	7.204210538940818420e-01	7.503128392726423623e-01	7.704592410515418432e-01	7.949499638025097070e-01	8.154718380894474539e-01	8.404821894095930723e-01
1.683599481999999989e+04	7.125928432729459194e-01	7.427154836932033932e-01	7.631423618822503752e-01	7.878884983012267584e-01	8.087436916506636209e-01	8.341017138766703143e-01
1.682870673000000170e+04	7.047941715768095694e-01	7.351291775053913069e-01	7.558246734707555481e-01	7.808112438532149868e-01	8.019875012284234383e-01	8.276767242469466046e-01
1.682142519000000175e+04	6.970301452618029581e-01	7.275591809002773802e-01	7.485113161016399008e-01	7.737233883969029113e-01	7.952082771732260635e-01	8.212121553422228049e-01
1.681415018000000055e+04	6.893056566570426869e-01	7.200105654419882706e-01	7.412072639500837390e-01	7.666299740658952810e-01	7.884109088238165919e-01	8.147128481051626459e-01
1.680688168999999834e+04	6.816254139967599102e-01	7.124882422929698089e-01	7.339173518996143786e-01	7.595359224535820353e-01	7.816001882513037291e-01	8.081835715441907375e-01
1.679961972999999853e+04	6.739939500237041026e-01	7.049969697816190761e-01	7.266462825437888240e-01	7.524460408755363483e-01	7.747808159873301737e-01	8.016290277305395673e-01
1.679236426999999821e+04	6.664155576398271830e-01	6.975412892280070665e-01	7.193985634543649255e-01	7.453649605294970781e-01	7.679573411345632650e-01	7.950537935884796070e-01
1.678511530000000130e+04	6.588943524685080266e-01	6.901255851964490651e-01	7.121785650988681216e-01	7.382971921697230044e-01	7.611342143714635577e-01	7.884623710296062571e-01
1.677787283000000025e+04	6.514342717847821929e-01	6.827540836101396726e-01	7.049905186521073785e-01	7.312471234490203198e-01	7.543157850789079522e-01	7.818591836983904697e-01
1.677063683999999921e+04	6.440390227771555232e-01	6.754307996092290267e-01	6.978384646589258500e-01	7.242189678969243039e-01	7.475062515308256161e-01	7.752485280640979415e-01
1.676340731999999844e+04	6.367121244860666218e-01	6.681595777979010276e-01	6.907262916490261029e-01	7.172168019745800427e-01	7.407096961113722733e-01	7.686346066646696507e-01
1.675618426000000181e+04	6.294568981153632059e-01	6.609440816157146070e-01	6.836577252213834610e-01	7.102445536650325852e-01	7.339300737449233614e-01	7.620215161658442371e-01
1.674896765999999843e+04	6.222764780053917644e-01	6.537878031823641800e-01	6.766363371178871766e-01	7.033060107159903040e-01	7.271712193578452332e-01	7.554132538963046484e-01
1.674175750999999946e+04	6.151737929355493018e-01	6.466940435980069735e-01	6.696655253128509511e-01	6.964048002604318333e-01	7.204368274594102894e-01	7.488136971353339666e-01
1.673455380000000150e+04	6.081515780339079580e-01	6.396659236523952741e-01	6.627485238539940759e-01	6.895443977541134695e-01	7.137304601833308615e-01	7.422266101145451600e-01
1.672735651000000144e+04	6.012123672285653031e-01	6.327063751270807224e-01	6.558883936349383381e-01	6.827281170533443522e-01	7.070555369232529586e-01	7.356556329913074288e-01
1.672016563999999926e+04	5.943585245621624269e-01	6.258181710789502139e-01	6.490880515792056826e-01	6.759591386580059424e-01	7.004153613231761666e-01	7.291043075823769870e-01
1.671298118999999861e+04	5.875922269608306880e-01	6.190039075498338095e-01	6.423502520129080740e-01	6.692404905409263804e-01	6.938131019082753870e-01	7.225760575587583112e-01
1.670580313999999998e+04	5.809154485869051365e-01	6.122659866352649916e-01	6.356775691922313953e-01	6.625750299249566488e-01	6.872517734356596852e-01	7.160741690971779150e-01
1.669863148999999976e+04	5.743300016202863567e-01	6.056066564538752361e-01	6.290724361302463263e-01	6.559654812541129143e-01	6.807342735011049362e-01	7.096018262216308159e-01
1.669146621999999843e+04	5.678375024055469789e-01	5.990279758922354425e-01	6.225371089810585179e-01	6.494143998748738156e-01	6.742633460695059977e-01	7.031620738052242192e-01
1.668430732999999964e+04	5.614394117392408345e-01	5.925318542571808011e-01	6.160737056583198701e-01	6.429242099403588151e-01	6.678416181201350943e-01	6.967578530958691285e-01
1.667715481000000000e+04	5.551370111414993813e-01	5.861200262021805107e-01	6.096841802452042103e-01	6.364971780625549025e-01	6.614715729190379090e-01	6.903919742962069117e-01
1.667000864999999976e+04	5.489314160469549453e-01	5.797940640075660568e-01	6.033703344543980274e-01	6.301354240488884484e-01	6.551555598538494340e-01	6.840671254528531975e-01
1.666286883999999918e+04	5.428235799222955738e-01	5.735553807166079432e-01	5.971338200271816277e-01	6.238409225902996624e-01	6.488957953500618103e-01	6.777858725001023599e-01
1.665573537999999826e+04	5.368143068962480946e-01	5.674052420136098673e-01	5.909761498937771140e-01	6.176155138241726794e-01	6.426943726313215643e-01	6.715506682056506804e-01
1.664860825000000114e+04	5.309042308307102553e-01	5.613447437791049266e-01	5.848986749718737554e-01	6.114608791680782307e-01	6.365532368819033504e-01	6.653638263323280455e-01
1.664148745000000054e+04	5.250938535502895910e-01	5.553748502068656112e-01	5.789026215995984881e-01	6.053785784600751452e-01	6.304742214721611449e-01	6.592275571913943644e-01
1.663437297000000035e+04	5.193835242803039876e-01	5.494963717702872064e-01	5.729890687447837250e-01	5.993700262196490769e-01	6.244590235341055395e-01	6.531439422139040385e-01
1.662726480000000083e+04	5.137734528785737886e-01	5.437099778045555443e-01	5.671589598818342903e-01	5.934365029734670616e-01	6.185092144711603623e-01	6.471149436558950585e-01
1.662016292999999860e+04	5.082637146592479116e-01	5.380162005225538335e-01	5.614131063091049034e-01	5.875791579511051577e-01	6.126262418840759949e-01	6.411424056919767800e-01
1.661306735000000117e+04	5.028542552846273495e-01	5.324154391319207980e-01	5.557521905794694517e-01	5.817990119124933912e-01	6.068114316353911963e-01	6.352280556600536920e-01
1.660597806000000128e+04	4.975449031338051165e-01	5.269079717470924740e-01	5.501767778405356468e-01	5.760969680881051769e-01	6.010659981023670495e-01	6.293735136691004373e-01
1.659889504999999917e+04	4.923353590446955530e-01	5.214939438837074004e-01	5.446873034996184693e-01	5.704737989423838140e-01	5.953910300966291924e-01	6.235802774458428788e-01
1.659181829999999900e+04	4.872252020048465360e-01	5.161733734309398303e-01	5.392840774992047059e-01	5.649301498544072597e-01	5.897874937512128657e-01	6.178497243815018747e-01
1.658474782000000050e+04	4.822139229386518400e-01	5.109461850017762430e-01	5.339673185192389537e-01	5.594665736019388547e-01	5.842562666347069777e-01	6.121831456208286504e-01
1.657768359000000055e+04	4.773008864249424499e-01	5.058121692668122726e-01	5.287371120019879189e-01	5.540834866951221960e-01	5.787980928708499340e-01	6.065816993673516233e-01
1.657062559999999939e+04	4.724853647525421585e-01	5.007710176285768977e-01	5.235934446951246990e-01	5.487812042264321732e-01	5.734136176258624040e-01	6.010464453603002744e-01
1.656357384000000093e+04	4.677665356544735142e-01	4.958223191363839155e-01	5.185362008859777383e-01	5.435599354560939345e-01	5.681033819414672559e-01	5.955783388388585786e-01
1.655652832000000126e+04	4.631435002982258187e-01	4.909655786555094381e-01	5.135651803547230942e-01	5.384198018201102887e-01	5.628678403670192010e-01	5.901782479771665590e-01
1.654948901000000114e+04	4.586152487513893705e-01	4.862001798925091323e-01	5.086800599058769468e-01	5.333607966179091386e-01	5.577073192051295036e-01	5.848469100852033975e-01
1.654245591000000059e+04	4.541807111556217524e-01	4.815254384591253767e-01	5.038804470412191483e-01	5.283828399605736692e-01	5.526220717672188920e-01	5.795849878473910977e-01
1.653542901999999958e+04	4.498387423314544331e-01	4.769405851211229175e-01	4.991658622722396910e-01	5.234857600297305735e-01	5.476122586668190628e-01	5.743930483502707185e-01
1.652840831999999864e+04	4.455881146097128709e-01	4.724447575762862339e-01	4.945357300442947968e-01	5.186692831213920440e-01	5.426779369403307296e-01	5.692715510785130162e-01
1.652139381000000139e+04	4.414275472846480586e-01	4.680370309773842497e-01	4.899894095591679211e-01	5.139330651897175972e-01	5.378190916775903441e-01	5.642208800270587243e-01
1.651438547000000108e+04	4.373556870494528237e-01	4.637163966945148097e-01	4.855261723582692257e-01	5.092766680758121778e-01	5.330356110488395638e-01	5.592413171344704503e-01
1.650738331000000107e+04	4.333711419308064472e-01	4.594817977722155389e-01	4.811452383891706708e-01	5.046995966675499323e-01	5.283273238444220476e-01	5.543330807006559002e-01
1.650038729999999850e+04	4.294724454019710480e-01	4.553320903417482080e-01	4.768457356116491686e-01	5.002012563169118131e-01	5.236939551224246703e-01	5.494962785848469533e-01
1.649339745000000039e+04	4.256581063051410596e-01	4.512660962194561254e-01	4.726267539212582469e-01	4.957810087766090779e-01	5.191351831805751660e-01	5.447309670085352939e-01
1.648641374999999971e+04	4.219265791245302433e-01	4.472825708862979699e-01	4.684873115467316773e-01	4.914381367071511408e-01	5.146506024936017276e-01	5.400371113474082829e-01
1.647943618000000060e+04	4.182762744957865819e-01	4.433802142311826233e-01	4.644263656783489957e-01	4.871718543829665626e-01	5.102397341650581897e-01	5.354145964451336726e-01
1.647246473999999944e+04	4.147055790287614285e-01	4.395576913703821420e-01	4.604428336924975551e-01	4.829813296376928577e-01	5.059020481030915839e-01	5.308632493257642304e-01
1.646549942000000010e+04	4.112128433018280016e-01	4.358136194990405166e-01	4.565355790780137868e-01	4.788656687737501416e-01	5.016369469524996072e-01	5.263828218773785039e-01
1.645854021999999895e+04	4.077963959667539884e-01	4.321465826842326718e-01	4.527034264588072343e-01	4.748239320561690735e-01	4.974437816664811773e-01	5.219730067129394468e-01
1.645158712000000014e+04	4.044545327015909297e-01	4.285551197309127036e-01	4.489451485407492948e-01	4.708551196554574547e-01	4.933218364797355981e-01	5.176334209143335086e-01
1.644464012000000002e+04	4.011855394602173996e-01	4.250377488906121326e-01	4.452594915822837285e-01	4.669581982403324671e-01	4.892703560767843740e-01	5.133636341748741838e-01
1.643769919999999911e+04	3.979876767255562942e-01	4.215929507232475393e-01	4.416451571322234093e-01	4.631320814417905218e-01	4.852885249057697914e-01	5.091631466170701836e-01
1.643076437000000078e+04	3.948592061598300007e-01	4.182191965959580204e-01	4.381008315992109270e-01	4.593756608989660317e-01	4.813754990928676980e-01	5.050314220577969415e-01
1.642383560999999827e+04	3.917983661964691278e-01	4.149149222284403415e-01	4.346251582070223551e-01	4.556877763551074323e-01	4.775303749677787812e-01	5.009678544465581140e-01
1.641691291999999885e+04	3.888033979506381743e-01	4.116785554850763140e-01	4.312167659066998837e-01	4.520672460843793150e-01	4.737522204132202375e-01	4.969718006163774682e-01
1.640999628999999914e+04	3.858725347135079087e-01	4.085085049373886612e-01	4.278742571146771922e-01	4.485128537160943951e-01	4.700400608314856399e-01	4.930425651538392073e-01
1.640308569999999963e+04	3.830040052507410198e-01	4.054031633232310083e-01	4.245962111003862560e-01	4.450233516417587687e-01	4.663928823914222921e-01	4.891794035225061066e-01
1.639618115000000034e+04	3.801960490134916326e-01	4.023609239518871061e-01	4.213812010925436780e-01	4.415974790741405975e-01	4.628096506367666008e-01	4.853815415051535020e-01
1.638928264000000127e+04	3.774469100112289865e-01	3.993801740543827528e-01	4.182277870992772151e-01	4.382339543001284032e-01	4.592893021658271402e-01	4.816481661656429880e-01
1.638239016000000083e+04	3.747548354334921394e-01	3.964592932679165127e-01	4.151345141250936677e-01	4.349314726536265829e-01	4.558307422804476761e-01	4.779784231261200445e-01
1.637550368999999955e+04	3.721180783908692447e-01	3.935966566036824821e-01	4.120999151397965465e-01	4.316887095627308657e-01	4.524328479615781773e-01	4.743714195107375242e-01
1.636862322999999924e+04	3.695349116487388619e-01	3.907906493879546028e-01	4.091225267853078051e-01	4.285043372497475689e-01	4.490944851900183776e-01	4.708262421557724564e-01
1.636174877000000015e+04	3.670036180428185579e-01	3.880396569157422149e-01	4.062008783090773067e-01	4.253770128505459103e-01	4.458144963485236034e-01	4.673419440882570219e-01
1.635488031000000046e+04	3.645224999701826007e-01	3.853420748312880728e-01	4.033335024854888262e-01	4.223053900430857599e-01	4.425917122760523181e-01	4.639175571924087915e-01
1.634801783000000069e+04	3.620898703696623921e-01	3.826962994124584183e-01	4.005189252147202672e-01	4.192881078691574892e-01	4.394249404245556545e-01	4.605520795135777945e-01
1.634116133000000082e+04	3.597040689061286045e-01	3.801007452755167937e-01	3.977556842851496799e-01	4.163238108110431934e-01	4.363129858285149099e-01	4.572444974478037105e-01
1.633431079999999929e+04	3.573634527855442666e-01	3.775538355141156988e-01	3.950423188517276918e-01	4.134111375118659781e-01	4.332546391944540054e-01	4.539937730145136574e-01
1.632746623999999974e+04	3.550664052284492334e-01	3.750540110575443231e-01	3.923773793738316029e-01	4.105487314399697829e-01	4.302486880383024626e-01	4.507988556401825719e-01
1.632062763000000086e+04	3.528113267653247842e-01	3.725997213535219288e-01	3.897594176747526395e-01	4.077352302292899799e-01	4.272939054525760061e-01	4.476586701858445427e-01
1.631379497000000083e+04	3.505966499468249342e-01	3.701894405464306592e-01	3.871870041954483810e-01	4.049692842409400861e-01	4.243890695776945665e-01	4.445721376270439507e-01
1.630696824999999990e+04	3.484208304848473992e-01	3.678216580185252882e-01	3.846587179322773498e-01	4.022495457962325660e-01	4.215329522910684079e-01	4.415381630342106178e-01
1.630014745000000039e+04	3.462823486014591223e-01	3.654948800532494269e-01	3.821731482383480261e-01	3.995746711564649445e-01	4.187243212999492981e-01	4.385556378212827622e-01
1.629333258999999998e+04	3.441797255519732923e-01	3.632076480166089305e-01	3.797289142976971177e-01	3.969433415465007942e-01	4.159619622433693986e-01	4.356234632485861957e-01
1.628652363999999943e+04	3.421114964166624972e-01	3.609585089689865134e-01	3.773246337888364055e-01	3.943542295005572074e-01	4.132446433999080182e-01	4.327405130007156431e-01
1.627972060000000056e+04	3.400762358207252700e-01	3.587460438701113863e-01	3.749589530919192892e-01	3.918060314566901292e-01	4.105711499668699416e-01	4.299056696481278750e-01
1.627292345000000023e+04	3.380725433118602075e-01	3.565688519068243023e-01	3.726305306238892334e-01	3.892974499061542248e-01	4.079402653956294977e-01	4.271178049214059969e-01
1.626613220999999976e+04	3.360990617090606203e-01	3.544255706689640184e-01	3.703380585086870069e-01	3.868272168377546172e-01	4.053507960642950270e-01	4.243758059525478687e-01
1.625934684999999990e+04	3.341544512058459149e-01	3.523148482569960493e-01	3.680802328504685361e-01	3.843940618163325107e-01	4.028015379002786722e-01	4.216785400194574263e-01
1.625256735999999910e+04	3.322374104637736414e-01	3.502353664510826081e-01	3.658557786264253209e-01	3.819967389165655480e-01	4.002913047360610599e-01	4.190248847135796817e-01
1.624579375000000073e+04	3.303466765858014131e-01	3.481858409155804690e-01	3.636634500297496464e-01	3.796340272166879304e-01	3.978189289242227145e-01	4.164137286876259947e-01
1.623902599999999984e+04	3.284810113698388157e-01	3.461650065473680926e-01	3.615020149259708382e-01	3.773047141730679899e-01	3.953832440625685285e-01	4.138439535423761861e-01
1.623226410000000033e+04	3.266392128755603030e-01	3.441716302820054807e-01	3.593702686893758824e-01	3.750076106646733631e-01	3.929831008867239461e-01	4.113144507802808936e-01
1.622550806000000011e+04	3.248201180854765058e-01	3.422045142170410670e-01	3.572670376839520712e-01	3.727415548798265754e-01	3.906173714599819879e-01	4.088241263546067428e-01
1.621875784999999996e+04	3.230225868134071199e-01	3.402624784674816438e-01	3.551911610808019537e-01	3.705053928670737351e-01	3.882849290195829473e-01	4.063718796178944492e-01
1.621201346999999987e+04	3.212455206582805478e-01	3.383443819271694242e-01	3.531415132122193712e-01	3.682980027669430778e-01	3.859846734423161840e-01	4.039566303144869752e-01
1.620527492999999959e+04	3.194878573654384990e-01	3.364491164078768914e-01	3.511169974565442331e-01	3.661182883664245158e-01	3.837155246561805844e-01	4.015773117886993759e-01
1.619854219000000012e+04	3.177485552073342490e-01	3.345755900645552283e-01	3.491165286994628025e-01	3.639651603708149441e-01	3.814764033295771073e-01	3.992328509439281858e-01
1.619181526999999915e+04	3.160266214802347484e-01	3.327227583699078894e-01	3.471390665835215050e-01	3.618375723536956801e-01	3.792662684643781090e-01	3.969222078408647936e-01
1.618509415000000081e+04	3.143210863626860752e-01	3.308895961923226103e-01	3.451835858563599424e-01	3.597344889932941880e-01	3.770840845269704533e-01	3.946443414539669292e-01
1.617837881999999991e+04	3.126310156627325476e-01	3.290751117824458616e-01	3.432490914787251213e-01	3.576549024937436538e-01	3.749288387182950211e-01	3.923982279669088746e-01
1.617166928999999982e+04	3.109555129245714089e-01	3.272783492587057474e-01	3.413346214361046571e-01	3.555978357572999737e-01	3.727995444240401191e-01	3.901828645377133920e-01
1.616496552999999949e+04	3.092937041176024304e-01	3.254983724244646659e-01	3.394392296665916797e-01	3.535623241979209408e-01	3.706952225751181662e-01	3.879972501074219204e-01
