peakcenter	17289.8119463758-20°C	17277.150453038626-40°C	17271.260566842393-45°C	17262.46575968384-50°C
1.788387762999999904e+04	3.377623502036884440e-01	3.355030568698364468e-01	3.304012517791976578e-01	3.249657337406314794e-01
1.787561837999999989e+04	3.467500145997914340e-01	3.441916726509432478e-01	3.389694759023277326e-01	3.333470405467839903e-01
1.786736703000000125e+04	3.558929074401501191e-01	3.530343840700028712e-01	3.476926272865781264e-01	3.418835586171446450e-01
1.785912356000000000e+04	3.651884080655820042e-01	3.620290102036120561e-01	3.565687231997488049e-01	3.505735919404718848e-01
1.785088795000000027e+04	3.746336075949719957e-01	3.711730937196237590e-01	3.655955086202532511e-01	3.594151794729372740e-01
1.784266020999999819e+04	3.842252706937419049e-01	3.804638629473095501e-01	3.747704183601642813e-01	3.684060574273254618e-01
1.783444029999999839e+04	3.939599259349905180e-01	3.898983184624660314e-01	3.840906621290964829e-01	3.775437420051329096e-01
1.782622824000000037e+04	4.038337354299014192e-01	3.994731058362170351e-01	3.935530984159342771e-01	3.868254051617813771e-01
1.781802400000000125e+04	4.138426236061076291e-01	4.091846394469214609e-01	4.031543563383025996e-01	3.962479934069320642e-01
1.780982757000000129e+04	4.239821940523563204e-01	4.190290208879435818e-01	4.128907545761323350e-01	4.058081476613769056e-01
1.780163894000000073e+04	4.342477533836946457e-01	4.290020610630831954e-01	4.227583227214449235e-01	4.155022234992151176e-01
1.779345809999999983e+04	4.446343123209295367e-01	4.390992801864480599e-01	4.327528007962327394e-01	4.253262899769801320e-01
1.778528503999999884e+04	4.551365874995779159e-01	4.493159084736023101e-01	4.428696394466695163e-01	4.352761291137436372e-01
1.777711975000000166e+04	4.657490040194500747e-01	4.596468875380718133e-01	4.531040008290578847e-01	4.453472360394225560e-01
1.776896222000000125e+04	4.764656987437873026e-01	4.700868725052512742e-01	4.634507602009720340e-01	4.555348198266886972e-01
1.776081244000000152e+04	4.872805243544412468e-01	4.806302348535068658e-01	4.739045082288699251e-01	4.658338050198296276e-01
1.775267037999999957e+04	4.981870810779852055e-01	4.912710922553769621e-01	4.844595800806965058e-01	4.762388595686897763e-01
1.774453605999999854e+04	5.091786284151721409e-01	5.020032213281644395e-01	4.951099683620842629e-01	4.867443082415622846e-01
1.773640943999999945e+04	5.202482390974012549e-01	5.128202067418717869e-01	5.058494705221397991e-01	4.973442771967144793e-01
1.772829052999999840e+04	5.313886578577446951e-01	5.237153022218894449e-01	5.166715504127256109e-01	5.080325566817530669e-01
1.772017930999999953e+04	5.425924176854010073e-01	5.346815429743869696e-01	5.275694493633602544e-01	5.188027098618304134e-01
1.771207575999999972e+04	5.538518079591868704e-01	5.457117134851541262e-01	5.385361537284814037e-01	5.296480400683162282e-01
1.770397988999999870e+04	5.651588416753232647e-01	5.567983142430252830e-01	5.495643612584315552e-01	5.405615567374024710e-01
1.769589168000000063e+04	5.765053488674750648e-01	5.679336521534140703e-01	5.606465704840346564e-01	5.515360630470703684e-01
1.768781110999999873e+04	5.878829459437504568e-01	5.791098094727484824e-01	5.717750493613691365e-01	5.625641242044099322e-01
1.767973818000000028e+04	5.992830187304848399e-01	5.903186260289546849e-01	5.829418170451273751e-01	5.736380486043499705e-01
1.767167287999999826e+04	6.106967766907456241e-01	6.015517513867435495e-01	5.941386953219738309e-01	5.847499380372451760e-01
1.766361519000000044e+04	6.221152658270225899e-01	6.128006565588869359e-01	6.053573198300060687e-01	5.958916981374047239e-01
1.765556510999999955e+04	6.335293394922467680e-01	6.240566042261004309e-01	6.165891098812088522e-01	6.070550076939400519e-01
1.764752261999999973e+04	6.449297289662181409e-01	6.353107172711085493e-01	6.278253363459195269e-01	6.182313853684708871e-01
1.763948771000000124e+04	6.563070153871213286e-01	6.465539501666488498e-01	6.390570926667601404e-01	6.294121602250303260e-01
1.763146038000000044e+04	6.676516447901496010e-01	6.577771028083213567e-01	6.502753081869290241e-01	6.405884842617171060e-01
1.762344060000000172e+04	6.789540000871037151e-01	6.689708908135870713e-01	6.614708179873312055e-01	6.517514013334606560e-01
1.761542838000000120e+04	6.902043181639616609e-01	6.801258625930347579e-01	6.726342795563471366e-01	6.628917634697538697e-01
1.760742369999999937e+04	7.013928049579603030e-01	6.912325124435141355e-01	6.837562854767929021e-01	6.740003425910138235e-01
1.759942655000000013e+04	7.125095957301885718e-01	7.022812404346984172e-01	6.948273229366422887e-01	6.850677895698529252e-01
1.759143691000000035e+04	7.235447999678534803e-01	7.132623962213295865e-01	7.058378172309648368e-01	6.960846771128922361e-01
1.758345478999999978e+04	7.344884635299775422e-01	7.241662406138288377e-01	7.167780928550834263e-01	7.070414602596256648e-01
1.757548015999999916e+04	7.453306826156186338e-01	7.349830583518979221e-01	7.276384862647842233e-01	7.179285887208879391e-01
1.756751301999999851e+04	7.560615252770038763e-01	7.457030793112116029e-01	7.384092665232470099e-01	7.287364269454920107e-01
1.755955336000000170e+04	7.666711042555802713e-01	7.563165504903427427e-01	7.490807072303470315e-01	7.394553256964969679e-01
1.755160115999999834e+04	7.771495942904130816e-01	7.668137528502689815e-01	7.596431032087537227e-01	7.500756384255750087e-01
1.754365641999999934e+04	7.874872105092641794e-01	7.771849791569409582e-01	7.700867479396020787e-01	7.605876981676077397e-01
1.753571912000000157e+04	7.976742791288820023e-01	7.874206043634960350e-01	7.804020041410937303e-01	7.709818881303595051e-01
1.752778926000000138e+04	8.077012034089797732e-01	7.975110510591347790e-01	7.905792687558790277e-01	7.812486061070960108e-01
1.751986681999999928e+04	8.175585328339416424e-01	8.074468586383464208e-01	8.006090424599219268e-01	7.913783342044395930e-01
1.751195179999999891e+04	8.272369302882142117e-01	8.172186499779998670e-01	8.104818958757741276e-01	8.013616044777716052e-01
1.750404418000000078e+04	8.367272393243622153e-01	8.268171990041870423e-01	8.201885376237345593e-01	8.111890674132955503e-01
1.749614395000000150e+04	8.460204642013907650e-01	8.362334104073176899e-01	8.297197937225289088e-01	8.208514709231375939e-01
1.748825111000000106e+04	8.551077880345392401e-01	8.454583377626211371e-01	8.390666257472138012e-01	8.303396784705050493e-01
1.748036563999999998e+04	8.639806241313144897e-01	8.544832355263528578e-01	8.482201834027941478e-01	8.396447222617011708e-01
1.747248752999999851e+04	8.726305970651333510e-01	8.632995398600640247e-01	8.571717850610703904e-01	8.487577834194117710e-01
1.746461677000000054e+04	8.810495703898452158e-01	8.718988967991782024e-01	8.659129462598860183e-01	8.576702208361751678e-01
1.745675335999999879e+04	8.892296517424248536e-01	8.802731674873983669e-01	8.744353849695069014e-01	8.663735764525059002e-01
1.744889727000000130e+04	8.971632489989814774e-01	8.884144858044048521e-01	8.827310802411564294e-01	8.748596351387710746e-01
1.744104851000000053e+04	9.048430124983274370e-01	8.963151993604685508e-01	8.907922121549698424e-01	8.831203633543833753e-01
1.743320706000000064e+04	9.122619201710632231e-01	9.039679570513704521e-01	8.986112510554303823e-01	8.911480004517506881e-01
1.742537290999999823e+04	9.194132498777964901e-01	9.113656810482259063e-01	9.061809291200042527e-01	8.989350297400804379e-01
1.741754605000000083e+04	9.262906020411637575e-01	9.185015904487298100e-01	9.134942645905589353e-01	9.064742034536462656e-01
1.740972646000000168e+04	9.328879195830053206e-01	9.253692223998645217e-01	9.205445835502499285e-01	9.137585653804659591e-01
1.740191415000000052e+04	9.391994654713006208e-01	9.319624091451272907e-01	9.273254964746112661e-01	9.207814267974835376e-01
1.739410910000000149e+04	9.452198835383951447e-01	9.382753418794268496e-01	9.338309639607882406e-01	9.275364346313689223e-01
1.738631130000000121e+04	9.509441737724033672e-01	9.443025456943315854e-01	9.400552712423803081e-01	9.340175454627442919e-01
1.737852073999999993e+04	9.563677095191035482e-01	9.500388981966926272e-01	9.459930475594683363e-01	9.402190459053478833e-01
1.737073741000000155e+04	9.614862452400937398e-01	9.554796383986815522e-01	9.516392755919331758e-01	9.461355627911307575e-01
1.736296129999999903e+04	9.662959234223437166e-01	9.606203748087900340e-01	9.569893001140878930e-01	9.517620726108980689e-01
1.735519239999999991e+04	9.707932806237173917e-01	9.654570927045260653e-01	9.620388358495598480e-01	9.570939101869153642e-01
1.734743070000000080e+04	9.749752526418641319e-01	9.699861605702229106e-01	9.667839745080021308e-01	9.621267765564519570e-01
1.733967618999999831e+04	9.788391787965309288e-01	9.742043356859093617e-01	9.712211909876723448e-01	9.668567460475971931e-01
1.733192885000000024e+04	9.823828096866615844e-01	9.781087736943105959e-01	9.753473538569489287e-01	9.712802780444520501e-01
1.732418868999999904e+04	9.856042917938124814e-01	9.816970127015018921e-01	9.791597089438910384e-01	9.753941999525925777e-01
1.731645568999999887e+04	9.885021965216984619e-01	9.849670065058313551e-01	9.826559149292611872e-01	9.791957460314091310e-01
1.730872983999999997e+04	9.910755021801677112e-01	9.879171061413070110e-01	9.858340244016795539e-01	9.826825378700724256e-01
1.730101111999999921e+04	9.933236012653307023e-01	9.905460695453419673e-01	9.886924947661805962e-01	9.858525970448194231e-01
1.729329953999999998e+04	9.952462881383671300e-01	9.928530486996257620e-01	9.912301748543711488e-01	9.887043310815183395e-01
1.728559507999999914e+04	9.968437745338538658e-01	9.948376095489075421e-01	9.934463272895479591e-01	9.912365592210152787e-01
1.727789773000000059e+04	9.981166746550376168e-01	9.964997165785076660e-01	9.953406125371208057e-01	9.934484958385749742e-01
1.727020748000000094e+04	9.990660046083801316e-01	9.978397341888961547e-01	9.969130912327954785e-01	9.953397541539836801e-01
1.726252432000000044e+04	9.996931778807118807e-01	9.988584236159567808e-01	9.981642217549835383e-01	9.969103447811740182e-01
1.725484823999999935e+04	1.000000000000000000e+00	9.995569390243664865e-01	9.990948569632495113e-01	9.981606734379701029e-01
1.724717923000000155e+04	9.999886624011539160e-01	9.999368227913070228e-01	9.997062401181316948e-01	9.990915378284086490e-01
1.723951728000000003e+04	9.996617355204564515e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.997041237124981716e-01
1.723186238999999841e+04	9.990221621830646104e-01	9.997487726973922628e-01	9.999781454806420111e-01	1.000000000000000000e+00
1.722421453000000110e+04	9.980732454816616528e-01	9.991858111500455664e-01	9.996430585749787046e-01	9.999811143810043434e-01
1.721657371000000057e+04	9.968186465779993455e-01	9.983141494206574373e-01	9.989974885070113109e-01	9.996497853905749187e-01
1.720893991000000096e+04	9.952623673150301498e-01	9.971371728045067551e-01	9.980445418011710812e-01	9.990086962759827660e-01
1.720131312999999864e+04	9.934087470629756611e-01	9.956586134123314169e-01	9.967876769282407734e-01	9.980608884366012346e-01
1.719369335000000137e+04	9.912624436421860752e-01	9.938825342861984380e-01	9.952306901200346223e-01	9.968097496981023209e-01
1.718608055999999851e+04	9.888284281574438728e-01	9.918133239079823804e-01	9.933777095022592318e-01	9.952590080182160959e-01
1.717847475000000122e+04	9.861119711506786123e-01	9.894556839686494687e-01	9.912331836397818563e-01	9.934127212090705372e-01
1.717087591999999859e+04	9.831186342340944018e-01	9.868146216104558555e-01	9.888018739622023157e-01	9.912752697132889423e-01
1.716328406000000177e+04	9.798542499890482427e-01	9.838954312889118814e-01	9.860888376195940941e-01	9.888513409457682091e-01
1.715569915000000037e+04	9.763249068086274907e-01	9.807036805356020848e-01	9.830994136298094599e-01	9.861459160764908249e-01
1.714812117999999828e+04	9.725369438252235987e-01	9.772452048808661917e-01	9.798392176361903072e-01	9.831642646510202477e-01
1.714055015999999887e+04	9.684969441355522068e-01	9.735261015600509271e-01	9.763141357368515516e-01	9.799119386838891499e-01
1.713298605999999927e+04	9.642116887807874459e-01	9.695526868408277377e-01	9.725302836797460326e-01	9.763947345718213544e-01
1.712542886999999973e+04	9.596881725584861522e-01	9.653315099648204223e-01	9.684940195335819402e-01	9.726187040712781506e-01
1.711787859000000026e+04	9.549335860663744624e-01	9.608693363594578152e-01	9.642119274587460653e-01	9.685901389449373955e-01
1.711033522000000085e+04	9.499552955291968859e-01	9.561731285062219365e-01	9.596907990735266125e-01	9.643155531181143436e-01
1.710279872999999861e+04	9.447608065605065386e-01	9.512500113096978849e-01	9.549375996984779125e-01	9.598016502441439890e-01
1.709526912000000084e+04	9.393577886545981803e-01	9.461072948244099168e-01	9.499594898674439403e-01	9.550553435894817422e-01
1.708774638000000050e+04	9.337540339174830173e-01	9.407524349112118545e-01	9.447637870664217230e-01	9.500837193812557979e-01
1.708023050000000148e+04	9.279574483509247518e-01	9.351930244925366065e-01	9.393579568712843164e-01	9.448940278618379596e-01
1.707272147000000041e+04	9.219760367205956930e-01	9.294367787089639066e-01	9.337495981927567135e-01	9.394936687383712570e-01
1.706521928000000116e+04	9.158178874954184812e-01	9.234915200838786919e-01	9.279464285003793389e-01	9.338901765678124800e-01
1.705772393000000011e+04	9.094911664476894586e-01	9.173651720274441645e-01	9.219562771792328970e-01	9.280912139821640983e-01
1.705023540000000139e+04	9.030040766142857223e-01	9.110657197098180893e-01	9.157870469546703918e-01	9.221045339597225832e-01
1.704275368000000162e+04	8.963648684241282139e-01	9.046012193853202321e-01	9.094467226264503212e-01	9.159379877990859731e-01
1.703527877000000080e+04	8.895818263542357718e-01	8.979797851139399434e-01	9.029433577770432651e-01	9.095995118764141907e-01
1.702781064999999944e+04	8.826632275989242382e-01	8.912095480111157375e-01	8.962850344205807174e-01	9.030970879138856544e-01
1.702034932000000117e+04	8.756173644260081268e-01	8.842986776057764065e-01	8.894798836247459484e-01	8.964387626316540070e-01
1.701289476999999897e+04	8.684525032190880678e-01	8.772553413339035933e-01	8.825360453449795362e-01	8.896326081118163254e-01
1.700544699000000037e+04	8.611768801609891444e-01	8.700876997548437908e-01	8.754616633256213643e-01	8.826867163095013513e-01
1.699800595999999859e+04	8.537986783066963126e-01	8.628038834484947905e-01	8.682648619338197982e-01	8.756091758414120685e-01
1.699057168000000092e+04	8.463260447110290130e-01	8.554120094105382988e-01	8.609537620018586912e-01	8.684080871070886110e-01
1.698314414000000033e+04	8.387670488567323668e-01	8.479201395168470823e-01	8.535364394443915037e-01	8.610915211506110500e-01
1.697572333000000071e+04	8.311296805930993292e-01	8.403362778734626559e-01	8.460209222406167573e-01	8.536675161654465604e-01
1.696830924999999843e+04	8.234218492633874620e-01	8.326683694221663767e-01	8.384151887030852901e-01	8.461440753297170270e-01
1.696090188000000126e+04	8.156513416830923902e-01	8.249242575721144055e-01	8.307271250905355897e-01	8.385291244010508738e-01
1.695350120999999854e+04	8.078258426920617019e-01	8.171117039899861156e-01	8.229645448353287707e-01	8.308305301965255296e-01
1.694610723000000144e+04	7.999529150034261349e-01	8.092383679402930241e-01	8.151351676744237329e-01	8.230560794444961026e-01
1.693871993999999904e+04	7.920400005221709394e-01	8.013118070089789713e-01	8.072466200061985120e-01	8.152134786534449562e-01
1.693133932999999888e+04	7.840943900943768696e-01	7.933394461987091084e-01	7.993064037725057247e-01	8.073103226890437911e-01
1.692396538000000146e+04	7.761232148077429338e-01	7.853285684605184613e-01	7.913218866075032443e-01	7.993540843900204251e-01
1.691659809999999925e+04	7.681334813915630111e-01	7.772863496224515778e-01	7.833003362780479595e-01	7.913521483765041387e-01
1.690923746000000028e+04	7.601319891009820084e-01	7.692197741272237543e-01	7.752488362906161390e-01	7.833117263897346749e-01
1.690188346000000092e+04	7.521253987059299817e-01	7.611357037306887285e-01	7.671743540048731047e-01	7.752399246695043100e-01
1.689453609000000142e+04	7.441201828304906396e-01	7.530408268110592163e-01	7.590836896871707706e-01	7.671436925930733564e-01
1.688719535000000178e+04	7.361226418978309427e-01	7.449416737464892302e-01	7.509834914806909900e-01	7.590298370939003725e-01
1.687986121999999887e+04	7.281388661819443442e-01	7.368445777711354339e-01	7.428802158761730334e-01	7.509049825300605496e-01
1.687253369000000021e+04	7.201747637892412790e-01	7.287557025345801076e-01	7.347801548710531927e-01	7.427755973136379586e-01
1.686521275999999853e+04	7.122360563947905954e-01	7.206810371140803806e-01	7.266894306278496307e-01	7.346479880591622047e-01
1.685789842000000135e+04	7.043282537927256781e-01	7.126263694153350814e-01	7.186139684549174289e-01	7.265282719165874203e-01
1.685059064999999828e+04	6.964566508676391932e-01	7.045972822580104378e-01	7.105594924709546234e-01	7.184223716160542672e-01
1.684328945999999996e+04	6.886263679731440268e-01	6.965991938219459056e-01	7.025315658101746186e-01	7.103360553958179002e-01
1.683599481999999989e+04	6.808422734742410887e-01	6.886372778388635263e-01	6.945355101720196433e-01	7.022748554683402311e-01
1.682870673000000170e+04	6.731090572416614792e-01	6.807165378579780324e-01	6.865764799776927774e-01	6.942441421484434327e-01
1.682142519000000175e+04	6.654311969864813436e-01	6.728417721572028665e-01	6.786594268094794380e-01	6.862490875338118634e-01
1.681415018000000055e+04	6.578129365708755838e-01	6.650175506850939389e-01	6.707890758491539263e-01	6.782946411472856596e-01
1.680688168999999834e+04	6.502583175062682797e-01	6.572482465629585491e-01	6.629699571777810663e-01	6.703855609901460122e-01
1.679961972999999853e+04	6.427711889642412357e-01	6.495380457081103565e-01	6.552064151450793794e-01	6.625264225504825522e-01
1.679236426999999821e+04	6.353551463512873143e-01	6.418908828266893796e-01	6.475025435776697869e-01	6.547215526998444446e-01
1.678511530000000130e+04	6.280135945520756158e-01	6.343105057094405863e-01	6.398622501525402795e-01	6.469750943008126809e-01
1.677787283000000025e+04	6.207497483509845093e-01	6.268004750484265086e-01	6.322892559297711434e-01	6.392910053080469446e-01
1.677063683999999921e+04	6.135665837175353632e-01	6.193641133485332517e-01	6.247870435186975158e-01	6.316730056900835555e-01
1.676340731999999844e+04	6.064668804776075506e-01	6.120045482279850013e-01	6.173589003950984422e-01	6.241246208462998268e-01
1.675618426000000181e+04	5.994532145377695631e-01	6.047247036612168891e-01	6.100079097648354320e-01	6.166491718630989771e-01
1.674896765999999843e+04	5.925279701441827918e-01	5.975273119834657587e-01	6.027369623845650892e-01	6.092497870660990023e-01
1.674175750999999946e+04	5.856933234744847727e-01	5.904148961310051735e-01	5.955487383284464586e-01	6.019293830078142893e-01
1.673455380000000150e+04	5.789512558245527574e-01	5.833897825933734849e-01	5.884457197697013919e-01	5.946906769958901773e-01
1.672735651000000144e+04	5.723035480145056697e-01	5.764540948507839158e-01	5.814301840544681133e-01	5.875361795722703340e-01
1.672016563999999926e+04	5.657518119938800272e-01	5.696097856368321777e-01	5.745042360576633200e-01	5.804682270648409137e-01
1.671298118999999861e+04	5.592974758009697789e-01	5.628586206159295058e-01	5.676697914252935018e-01	5.734889641015197270e-01
1.670580313999999998e+04	5.529417702393770728e-01	5.562021637228028448e-01	5.609285614606966952e-01	5.666003277338022004e-01
1.669863148999999976e+04	5.466857692812288061e-01	5.496418187544205303e-01	5.542820949797236940e-01	5.598040897708386199e-01
1.669146621999999843e+04	5.405303593049611832e-01	5.431787964963538107e-01	5.477317447782990012e-01	5.531018221184094141e-01
1.668430732999999964e+04	5.344762787967682893e-01	5.368141557106185235e-01	5.412787089263864093e-01	5.464949386186019886e-01
1.667715481000000000e+04	5.285240972008364846e-01	5.305487803259167912e-01	5.349240074359959962e-01	5.399846708191808897e-01
1.667000864999999976e+04	5.226742287919253771e-01	5.243833933749371123e-01	5.286684961699250618e-01	5.335720818385338848e-01
1.666286883999999918e+04	5.169269378689806960e-01	5.183185618572910824e-01	5.225128715699008941e-01	5.272580708618062051e-01
1.665573537999999826e+04	5.112823518869490380e-01	5.123547100156583545e-01	5.164576839391069596e-01	5.210433864346075694e-01
1.664860825000000114e+04	5.057404430151867247e-01	5.064920992735246763e-01	5.105033168864507864e-01	5.149286050423105277e-01
1.664148745000000054e+04	5.003010652173480732e-01	5.007308668513970051e-01	5.046500263574823508e-01	5.089141708586205626e-01
1.663437297000000035e+04	4.949639360586057801e-01	4.950710060015721115e-01	4.988979203994683420e-01	5.030003746807168996e-01
1.662726480000000083e+04	4.897286501978975748e-01	4.895123797435836921e-01	4.932469729514742385e-01	4.971873678020751752e-01
1.662016292999999860e+04	4.845946849181826388e-01	4.840547262156603692e-01	4.876970291344289166e-01	4.914751671800296484e-01
1.661306735000000117e+04	4.795614056625923660e-01	4.786976640557396023e-01	4.822478105820382499e-01	4.858636606613094822e-01
1.660597806000000128e+04	4.746280784553791876e-01	4.734407051468221828e-01	4.768989282765139781e-01	4.803526199577674016e-01
1.659889504999999917e+04	4.697938612285741944e-01	4.682832449200403091e-01	4.716498725628537336e-01	4.749416901299682858e-01
1.659181829999999900e+04	4.650578099728954751e-01	4.632245684175391176e-01	4.665000191948830977e-01	4.696303955770574357e-01
1.658474782000000050e+04	4.604189108125776309e-01	4.582638841235870952e-01	4.614486636729138724e-01	4.644181752452159473e-01
1.657768359000000055e+04	4.558760452382893957e-01	4.534002864150163403e-01	4.564949829220827926e-01	4.593043429103009223e-01
1.657062559999999939e+04	4.514280223309699580e-01	4.486327895823012391e-01	4.516380698396062487e-01	4.542881226258081995e-01
1.656357384000000093e+04	4.470735772542093756e-01	4.439603258572279443e-01	4.468769312121984583e-01	4.493686464130481895e-01
1.655652832000000126e+04	4.428113883991647293e-01	4.393817634630843294e-01	4.422105060416480771e-01	4.445449730457671778e-01
1.654948901000000114e+04	4.386400460507843269e-01	4.348958726099685923e-01	4.376376308253514535e-01	4.398160520160782072e-01
1.654245591000000059e+04	4.345581000343461953e-01	4.305013763318969455e-01	4.331570913112428589e-01	4.351807768933936837e-01
1.653542901999999958e+04	4.305640459013023724e-01	4.261969353723573661e-01	4.287676070529529704e-01	4.306379692520731495e-01
1.652840831999999864e+04	4.266563187064358331e-01	4.219811411568473725e-01	4.244678241994558343e-01	4.261863710892820345e-01
1.652139381000000139e+04	4.228333204061445749e-01	4.178525450433426824e-01	4.202563452913001263e-01	4.218246755637176659e-01
1.651438547000000108e+04	4.190934021266999321e-01	4.138096389344353421e-01	4.161317094618897094e-01	4.175515064115682407e-01
1.650738331000000107e+04	4.154348955512025543e-01	4.098508889438188252e-01	4.120924267633202520e-01	4.133654534250555956e-01
1.650038729999999850e+04	4.118560801254743664e-01	4.059746997062312346e-01	4.081369417415279255e-01	4.092650346459329458e-01
1.649339745000000039e+04	4.083552290164110254e-01	4.021794638968021474e-01	4.042636839573074403e-01	4.052487486663305383e-01
1.648641374999999971e+04	4.049305818948508717e-01	3.984635325851408338e-01	4.004710377376152208e-01	4.013150432347739049e-01
1.647943618000000060e+04	4.015803546197581064e-01	3.948252255194630855e-01	3.967573526736531409e-01	3.974623260945677750e-01
1.647246473999999944e+04	3.983027574226586376e-01	3.912628507091762686e-01	3.931209636210947767e-01	3.936889857055093089e-01
1.646549942000000010e+04	3.950959838434985882e-01	3.877746922753114167e-01	3.895601783171173116e-01	3.899933783833963163e-01
1.645854021999999895e+04	3.919582235959400141e-01	3.843590243021399733e-01	3.860732915418511046e-01	3.863738429856278800e-01
1.645158712000000014e+04	3.888876523013723441e-01	3.810140995462029667e-01	3.826585736191321363e-01	3.828286889741875365e-01
1.644464012000000002e+04	3.858824526879688355e-01	3.777381724127355511e-01	3.793142939036650563e-01	3.793562208041728612e-01
1.643769919999999911e+04	3.829407999338776403e-01	3.745294829050790919e-01	3.760387044317825556e-01	3.759547209662608136e-01
1.643076437000000078e+04	3.800608859563979758e-01	3.713862830370878720e-01	3.728300669245206422e-01	3.726224780487287225e-01
1.642383560999999827e+04	3.772408967120938206e-01	3.683068120149828872e-01	3.696866274956682741e-01	3.693577605032684064e-01
1.641691291999999885e+04	3.744790357668979497e-01	3.652893219103559574e-01	3.666066429065181764e-01	3.661588439463705491e-01
1.640999628999999914e+04	3.717735143251392760e-01	3.623320667464026146e-01	3.635883694750884354e-01	3.630239996840624039e-01
1.640308569999999963e+04	3.691225539269921696e-01	3.594333054163448837e-01	3.606300661097155968e-01	3.599514979109948443e-01
1.639618115000000034e+04	3.665244001534598284e-01	3.565913166619091301e-01	3.577300096515583783e-01	3.569396236997924299e-01
1.638928264000000127e+04	3.639773166200797050e-01	3.538043925174010340e-01	3.548864882399087040e-01	3.539866701685081551e-01
1.638239016000000083e+04	3.614795833054014196e-01	3.510708364924302050e-01	3.520977995189644716e-01	3.510909366822404509e-01
1.637550368999999955e+04	3.590294986632682761e-01	3.483889659047016973e-01	3.493622530828005002e-01	3.482507314623898287e-01
1.636862322999999924e+04	3.566253919613961987e-01	3.457571254226403101e-01	3.466781843534399443e-01	3.454643860687626744e-01
1.636174877000000015e+04	3.542656139595455889e-01	3.431736769093308159e-01	3.440439442849984597e-01	3.427302447843254551e-01
1.635488031000000046e+04	3.519485453022181964e-01	3.406370086641949957e-01	3.414579088547377572e-01	3.400466745466089735e-01
1.634801783000000069e+04	3.496725876451289849e-01	3.381455257719506169e-01	3.389184692911073049e-01	3.374120548890335858e-01
1.634116133000000082e+04	3.474361783113646407e-01	3.356976662191499261e-01	3.364240485715579432e-01	3.348247951453640625e-01
1.633431079999999929e+04	3.452377812493240827e-01	3.332918910740275131e-01	3.339730914794547534e-01	3.322833242183330649e-01
1.632746623999999974e+04	3.430758945070189747e-01	3.309266927522781510e-01	3.315640730952592041e-01	3.297860994750159147e-01
1.632062763000000086e+04	3.409490415687244647e-01	3.286005856307006590e-01	3.291954893043479435e-01	3.273315969967856565e-01
1.631379497000000083e+04	3.388557847267932299e-01	3.263121207741467300e-01	3.268658718648712047e-01	3.249183272899319741e-01
1.630696824999999990e+04	3.367947162703731068e-01	3.240598763987501685e-01	3.245737787622138826e-01	3.225448253791441400e-01
1.630014745000000039e+04	3.347644592560233279e-01	3.218424588292803645e-01	3.223177952554447945e-01	3.202096519904991667e-01
1.629333258999999998e+04	3.327636827413348319e-01	3.196585192445963175e-01	3.200965509780931417e-01	3.179114113419923560e-01
1.628652363999999943e+04	3.307910754727822478e-01	3.175067250593766599e-01	3.179086908900999320e-01	3.156487211719690711e-01
1.627972060000000056e+04	3.288453698673579617e-01	3.153857862286884584e-01	3.157529021011807324e-01	3.134202405918137813e-01
1.627292345000000023e+04	3.269253276321195667e-01	3.132944396773950646e-01	3.136278980999213650e-01	3.112246538637444271e-01
1.626613220999999976e+04	3.250297568941697413e-01	3.112314680829114666e-01	3.115324379018795664e-01	3.090606902774563625e-01
1.625934684999999990e+04	3.231574869329320587e-01	3.091956724831985692e-01	3.094652982798369312e-01	3.069270955517915955e-01
1.625256735999999910e+04	3.213073879657175058e-01	3.071858939542495004e-01	3.074252958495258259e-01	3.048226547433193767e-01
1.624579375000000073e+04	3.194783707726080446e-01	3.052010133002690528e-01	3.054112868016317095e-01	3.027461920399280859e-01
1.623902599999999984e+04	3.176693730096201707e-01	3.032399363180903196e-01	3.034221520028281271e-01	3.006965554808016527e-01
1.623226410000000033e+04	3.158793699743865369e-01	3.013016056206128113e-01	3.014568090517847909e-01	2.986726294784202151e-01
1.622550806000000011e+04	3.141073768538083510e-01	2.993850031742795736e-01	2.995142148967422924e-01	2.966733375839170628e-01
1.621875784999999996e+04	3.123524326887638924e-01	2.974891330747851392e-01	2.975933484263910134e-01	2.946976246471931793e-01
1.621201346999999987e+04	3.106136184701612790e-01	2.956130412503329419e-01	2.956932304908577169e-01	2.927444775036833202e-01
1.620527492999999959e+04	3.088900513535798309e-01	2.937558092972382684e-01	2.938129176912986917e-01	2.908129186429488366e-01
1.619854219000000012e+04	3.071808689961390004e-01	2.919165377338347467e-01	2.919514854736404708e-01	2.889019889208615521e-01
1.619181526999999915e+04	3.054852572048635806e-01	2.900943758996155641e-01	2.901080584384060912e-01	2.870107787602761418e-01
1.618509415000000081e+04	3.038024239811554228e-01	2.882884941189535755e-01	2.882817822034048905e-01	2.851383993229353875e-01
1.617837881999999991e+04	3.021316117550348901e-01	2.864980969868891614e-01	2.864718368898001577e-01	2.832839964229124097e-01
1.617166928999999982e+04	3.004720992368240529e-01	2.847224254346975014e-01	2.846774392388353170e-01	2.814467527440717154e-01
1.616496552999999949e+04	2.988231860084912817e-01	2.829607403418613054e-01	2.828978260831478408e-01	2.796258709728745573e-01
