fwhm	874.3768121211048-20°C	874.3768121211048-40°C	874.3768121211048-45°C	874.3768121211048-50°C
1.786736703000000125e+04	3.558929074644665569e-01	3.771657163306593730e-01	3.825907077245270793e-01	3.840692864485703573e-01
1.785912356000000000e+04	3.651884080906949159e-01	3.864611484893665239e-01	3.918749347466972122e-01	3.933252910971330452e-01
1.785088795000000027e+04	3.746336076208320320e-01	3.958921867942326589e-01	4.012915892759301162e-01	4.027141771198746723e-01
1.784266020999999819e+04	3.842252707202977735e-01	4.054553476471095541e-01	4.108371459094516953e-01	4.122324497824944034e-01
1.783444029999999839e+04	3.939599259621890393e-01	4.151469374111741995e-01	4.205078747758158597e-01	4.218764078664892225e-01
1.782622824000000037e+04	4.038337354576879701e-01	4.249629237232308565e-01	4.302997133250026640e-01	4.316420157109921441e-01
1.781802400000000125e+04	4.138426236344256992e-01	4.348990649317327484e-01	4.402083957156650573e-01	4.415250321341518958e-01
1.780982757000000129e+04	4.239821940811483447e-01	4.449508284218533505e-01	4.502293715194441437e-01	4.515209292653054041e-01
1.780163894000000073e+04	4.342477534129017824e-01	4.551134154419952393e-01	4.603578306884842930e-01	4.616249173524537008e-01
1.779345809999999983e+04	4.446343123504917227e-01	4.653817631509054031e-01	4.705887057733496581e-01	4.718319468925620819e-01
1.778528503999999884e+04	4.551365875294343666e-01	4.757505473083366021e-01	4.809166747665589714e-01	4.821367113946039562e-01
1.777711975000000166e+04	4.657490040495392281e-01	4.862141856153352482e-01	4.913361645769141473e-01	4.925336507809474629e-01
1.776896222000000125e+04	4.764656987740469307e-01	4.967668417083127008e-01	5.018413551379381499e-01	5.030169554307936108e-01
1.776081244000000152e+04	4.872805243848090107e-01	5.074024298089510054e-01	5.124261841516930538e-01	5.135805708673096825e-01
1.775267037999999957e+04	4.981870811083983219e-01	5.181146464446914068e-01	5.230843787452849059e-01	5.242182293164643347e-01
1.774453605999999854e+04	5.091786284455681599e-01	5.288968842411689852e-01	5.338093697808538041e-01	5.349233641540915851e-01
1.773640943999999945e+04	5.202482391277175600e-01	5.397423834783218188e-01	5.445944427005779964e-01	5.456892604456156093e-01
1.772829052999999840e+04	5.313886578879195577e-01	5.506440938021471831e-01	5.554326000082941972e-01	5.565089176777942015e-01
1.772017930999999953e+04	5.425924177153731431e-01	5.615947884062870710e-01	5.663166748589812949e-01	5.673751631446020127e-01
1.771207575999999972e+04	5.538518079888955503e-01	5.725870328341624571e-01	5.772393000259331552e-01	5.782806209878694759e-01
1.770397988999999870e+04	5.651588417047088697e-01	5.836131530786509147e-01	5.881928762111617859e-01	5.892176805766143888e-01
1.769589168000000063e+04	5.765053488964793083e-01	5.946653267045098890e-01	5.991696625641127483e-01	6.001785869176794463e-01
1.768781110999999873e+04	5.878829459723164952e-01	6.057355526575388671e-01	6.101617466205090379e-01	6.111554106906522676e-01
1.767973818000000028e+04	5.992830187585571622e-01	6.168156345589929090e-01	6.211610276657854035e-01	6.221400316858211044e-01
1.767167287999999826e+04	6.106967767182704954e-01	6.278972331396991402e-01	6.321592687286207157e-01	6.331241907883443654e-01
1.766361519000000044e+04	6.221152658539482738e-01	6.389718782605526837e-01	6.431481084026345885e-01	6.440995018625387258e-01
1.765556510999999955e+04	6.335293395185239707e-01	6.500309400751876909e-01	6.541190321222160042e-01	6.550574231471704145e-01
1.764752261999999973e+04	6.449297289917995668e-01	6.610656968621967389e-01	6.650634393417983459e-01	6.659893244459134110e-01
1.763948771000000124e+04	6.563070154119620137e-01	6.720673070926177495e-01	6.759726156755548887e-01	6.768864594048269456e-01
1.763146038000000044e+04	6.676516448142075788e-01	6.830268232712659593e-01	6.868377464824675371e-01	6.877399791914524663e-01
1.762344060000000172e+04	6.789540001103394617e-01	6.939352606140427593e-01	6.976499847803040444e-01	6.985410004572292220e-01
1.761542838000000120e+04	6.902043181863386501e-01	7.047835160577219371e-01	7.084003707744073175e-01	7.092805250806243356e-01
1.760742369999999937e+04	7.013928049794453390e-01	7.155624783543347300e-01	7.190799407899239881e-01	7.199495491226391986e-01
1.759942655000000013e+04	7.125095957507511235e-01	7.262629886308632488e-01	7.296796879631435306e-01	7.305390237046178736e-01
1.759143691000000035e+04	7.235447999874665692e-01	7.368758825179479999e-01	7.401906037605902045e-01	7.410398966380353780e-01
1.758345478999999978e+04	7.344884635486177427e-01	7.473919525796318686e-01	7.506036405432939818e-01	7.514430751829156430e-01
1.757548015999999916e+04	7.453306826332658508e-01	7.578020566490677457e-01	7.609098186137691622e-01	7.617395331577729856e-01
1.756751301999999851e+04	7.560615252936414565e-01	7.680970410882582700e-01	7.711001499711779283e-01	7.719202349379595818e-01
1.755955336000000170e+04	7.666711042711951141e-01	7.782678094389640089e-01	7.811657060312718892e-01	7.819762032873931457e-01
1.755160115999999834e+04	7.771495943049959720e-01	7.883053376030795256e-01	7.910976323763001528e-01	7.918985342747405509e-01
1.754365641999999934e+04	7.874872105228100105e-01	7.982006517444838467e-01	8.008871266210215722e-01	8.016783753453903261e-01
1.753571912000000157e+04	7.976742791413884426e-01	8.079448945794298620e-01	8.105255037310417077e-01	8.113069907646204282e-01
1.752778926000000138e+04	8.077012034204490432e-01	8.175292913275952200e-01	8.200041620592698477e-01	8.207757278787508604e-01
1.751986681999999928e+04	8.175585328443794042e-01	8.269452144119396886e-01	8.293146470619466859e-01	8.300760809598223267e-01
1.751195179999999891e+04	8.272369302976303462e-01	8.361841505941507435e-01	8.384486185137495218e-01	8.391996586502739053e-01
1.750404418000000078e+04	8.367272393327696012e-01	8.452377637379093755e-01	8.473979122852209889e-01	8.481382458691495430e-01
1.749614395000000150e+04	8.460204642088067217e-01	8.540978742406434288e-01	8.561545197207919289e-01	8.568837834086471261e-01
1.748825111000000106e+04	8.551077880409841958e-01	8.627564748943900019e-01	8.647106030448314939e-01	8.654283835218423704e-01
1.748036563999999998e+04	8.639806241368128692e-01	8.712057783322394444e-01	8.730585419706021755e-01	8.737643766665467160e-01
1.747248752999999851e+04	8.726305970697127989e-01	8.794381975149390129e-01	8.811909141384733912e-01	8.818842921618603725e-01
1.746461677000000054e+04	8.810495703935371514e-01	8.874463706960518117e-01	8.891005195153600660e-01	8.897808827473624449e-01
1.745675335999999879e+04	8.892296517452635829e-01	8.952231648740190950e-01	8.967803835433920678e-01	8.974471279197215878e-01
1.744889727000000130e+04	8.971632490010050809e-01	9.027617277951384134e-01	9.042238082362366036e-01	9.048762851252423189e-01
1.744104851000000053e+04	9.048430124995765489e-01	9.100554316871208860e-01	9.114243163660613600e-01	9.120618342319011251e-01
1.743320706000000064e+04	9.122619201715820303e-01	9.170979528520519786e-01	9.183757298123870205e-01	9.189975559097128821e-01
1.742537290999999823e+04	9.194132498776314000e-01	9.238832441058314471e-01	9.250721421115355447e-01	9.256775044027401034e-01
1.741754605000000083e+04	9.262906020403642859e-01	9.304055550580294653e-01	9.315079382530313534e-01	9.320960274523013567e-01
1.740972646000000168e+04	9.328879195816235370e-01	9.366594498568157068e-01	9.376778119742149586e-01	9.382477837055734904e-01
1.740191415000000052e+04	9.391994654693904820e-01	9.426397848074977714e-01	9.435767434789749109e-01	9.441277206585083626e-01
1.739410910000000149e+04	9.452198835360131612e-01	9.483417649792029724e-01	9.492000550919504898e-01	9.497311302937223587e-01
1.738631130000000121e+04	9.509441737696077146e-01	9.537609197939808103e-01	9.545433869931800874e-01	9.550536250210953648e-01
1.737852073999999993e+04	9.563677095159545116e-01	9.588931184135729424e-01	9.596027122292375422e-01	9.600911527721152083e-01
1.737073741000000155e+04	9.614862452366530476e-01	9.637345762392730553e-01	9.643743429682316570e-01	9.648400033517315899e-01
1.736296129999999903e+04	9.662959234186745405e-01	9.682818606775062120e-01	9.688549360430261936e-01	9.692968140691349266e-01
1.735519239999999991e+04	9.707932806198836806e-01	9.725318961592517297e-01	9.730414977714556546e-01	9.734585746359570857e-01
1.734743070000000080e+04	9.749752526379312778e-01	9.764819684037682190e-01	9.769313880445588127e-01	9.773226313226677231e-01
1.733967618999999831e+04	9.788391787925646570e-01	9.801297279192319190e-01	9.805223236759085248e-01	9.808866903660412584e-01
1.733192885000000024e+04	9.823828096827282863e-01	9.834731968556718051e-01	9.838123850610516197e-01	9.841488246397988027e-01
1.732418868999999904e+04	9.856042917899788813e-01	9.865107540924191731e-01	9.868000014344409099e-01	9.871074590947588323e-01
1.731645568999999887e+04	9.885021965180312842e-01	9.892411623260826126e-01	9.894839774667658627e-01	9.897613971671394006e-01
1.730872983999999997e+04	9.910755021767335693e-01	9.916635508365327922e-01	9.918634762592868359e-01	9.921098039324998119e-01
1.730101111999999921e+04	9.933236012621956545e-01	9.937774221916740869e-01	9.939380259020870190e-01	9.941522125926960385e-01
1.729329953999999998e+04	9.952462881355965685e-01	9.955826405849304006e-01	9.957075080089686780e-01	9.958885131747463593e-01
1.728559507999999914e+04	9.968437745315129606e-01	9.970794464116976563e-01	9.971721720111744736e-01	9.973189665604096366e-01
1.727789773000000059e+04	9.981166746531897616e-01	9.982684423192060841e-01	9.983326214630806605e-01	9.984441909325861841e-01
1.727020748000000094e+04	9.990660046070878320e-01	9.991505928175088425e-01	9.991898136714743028e-01	9.992651613291776425e-01
1.726252432000000044e+04	9.996931778800358659e-01	9.997272202390055096e-01	9.997450557502177704e-01	9.997832056534651235e-01
1.725484823999999935e+04	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
1.724717923000000155e+04	9.999886624018871073e-01	9.999709551824087495e-01	9.999566386306643073e-01	9.999175633137658004e-01
1.723951728000000003e+04	9.996617355219784562e-01	9.996424504555034840e-01	9.996172978452785296e-01	9.995382514020834108e-01
1.723186238999999841e+04	9.990221621854283862e-01	9.990171863690652243e-01	9.989846323239944814e-01	9.988647513915586140e-01
1.722421453000000110e+04	9.980732454849184920e-01	9.980981883651205422e-01	9.980616144049221372e-01	9.979000706052646441e-01
1.721657371000000057e+04	9.968186465821973208e-01	9.968888055332661979e-01	9.968515331186184047e-01	9.966475358764157466e-01
1.720893991000000096e+04	9.952623673202148913e-01	9.953926946739883874e-01	9.953579784442311285e-01	9.951107773214886709e-01
1.720131312999999864e+04	9.934087470691899124e-01	9.936138182167782995e-01	9.935848395011874779e-01	9.932937266952200916e-01
1.719369335000000137e+04	9.912624436494694713e-01	9.915564268551984028e-01	9.915362874713467001e-01	9.912005999683323187e-01
1.718608055999999851e+04	9.888284281658332731e-01	9.892250556079738022e-01	9.892167719365783096e-01	9.888358937112431413e-01
1.717847475000000122e+04	9.861119711602072124e-01	9.866245115843254032e-01	9.866310089478834700e-01	9.862043729772459466e-01
1.717087591999999859e+04	9.831186342447927329e-01	9.837598670465632633e-01	9.837839743781158219e-01	9.833110645815279494e-01
1.716328406000000177e+04	9.798542500009427281e-01	9.806364412804804420e-01	9.806808861582115844e-01	9.801612390773081218e-01
1.715569915000000037e+04	9.763249068217414450e-01	9.772597872360530014e-01	9.773271912728835886e-01	9.767603976044804126e-01
1.714812117999999828e+04	9.725369438395768951e-01	9.736356878399081705e-01	9.737285623644309496e-01	9.731142684697834389e-01
1.714055015999999887e+04	9.684969441511609434e-01	9.697701507026698087e-01	9.698908927376411748e-01	9.692288020678651028e-01
1.713298605999999927e+04	9.642116887976637241e-01	9.656693652970035346e-01	9.658202541153104725e-01	9.651101281057988812e-01
1.712542886999999973e+04	9.596881725766390758e-01	9.613397193052248824e-01	9.615229131446061395e-01	9.607645723320920039e-01
1.711787859000000026e+04	9.549335860858089164e-01	9.567877826741002512e-01	9.570053158368924118e-01	9.561986407602496296e-01
1.711033522000000085e+04	9.499552955499144247e-01	9.520202895509800589e-01	9.522740699110195939e-01	9.514190017921091425e-01
1.710279872999999861e+04	9.447608065825043866e-01	9.470441048191025057e-01	9.473359118565993775e-01	9.464324529312119205e-01
1.709526912000000084e+04	9.393577886778707864e-01	9.418662487908291414e-01	9.421977317101238869e-01	9.412459457878059599e-01
1.708774638000000050e+04	9.337540339420203894e-01	9.364938589166771354e-01	9.368665353239812310e-01	9.358665479359626893e-01
1.708023050000000148e+04	9.279574483767134563e-01	9.309341826506033479e-01	9.313494375526222280e-01	9.303014360098502689e-01
1.707272147000000041e+04	9.219760367476189655e-01	9.251945641524470521e-01	9.256536493190522519e-01	9.245578826180544940e-01
1.706521928000000116e+04	9.158178875236558936e-01	9.192824310347624817e-01	9.197864647209584854e-01	9.186432432998344888e-01
1.705772393000000011e+04	9.094911664771170301e-01	9.132052894028557244e-01	9.137552563623131396e-01	9.125649517721767801e-01
1.705023540000000139e+04	9.030040766448760303e-01	9.069706865515861915e-01	9.075674385802949828e-01	9.063304828239591160e-01
1.704275368000000162e+04	8.963648684558508384e-01	9.005862217994807795e-01	9.012304784373860178e-01	8.999473633574357478e-01
1.703527877000000080e+04	8.895818263870567399e-01	8.940595347731421505e-01	8.947518843302152414e-01	8.934231608579642492e-01
1.702781064999999944e+04	8.826632276328070237e-01	8.873982667008513125e-01	8.881391677963951237e-01	8.867654448853556914e-01
1.702034932000000117e+04	8.756173644609125395e-01	8.806100829376765082e-01	8.813998660924524664e-01	8.799818097684664053e-01
1.701289476999999897e+04	8.684525032549716972e-01	8.737026345176172049e-01	8.745415042381540216e-01	8.730798363445316790e-01
1.700544699000000037e+04	8.611768801978066934e-01	8.666835549098169666e-01	8.675715919952502464e-01	8.660670888824633096e-01
1.699800595999999859e+04	8.537986783443993755e-01	8.595604387807552760e-01	8.604976029694479944e-01	8.589510940177225162e-01
1.699057168000000092e+04	8.463260447495674077e-01	8.523408593685898316e-01	8.533269920469239711e-01	8.517393582535215391e-01
1.698314414000000033e+04	8.387670488960532467e-01	8.450323291501563583e-01	8.460671565064571409e-01	8.444393288015392685e-01
1.697572333000000071e+04	8.311296806331476272e-01	8.376422985643393604e-01	8.387254349093189454e-01	8.370583924368454332e-01
1.696830924999999843e+04	8.234218493041067788e-01	8.301781558661507354e-01	8.313091071070100035e-01	8.296038754699078810e-01
1.696090188000000126e+04	8.156513417244236619e-01	8.226471870689175958e-01	8.238253545802726174e-01	8.220830038503118553e-01
1.695350120999999854e+04	8.078258427339445324e-01	8.150565963916693857e-01	8.162812808786282792e-01	8.145029236910042991e-01
1.694610723000000144e+04	7.999529150457984628e-01	8.074134872568803356e-01	8.086838928553725658e-01	8.068706823832745290e-01
1.693871993999999904e+04	7.920400005649695929e-01	7.997248640411228626e-01	8.010401025143416565e-01	7.991932304285879196e-01
1.693133932999999888e+04	7.840943901375373448e-01	7.919976030981444870e-01	7.933566982974907811e-01	7.914773925788515241e-01
1.692396538000000146e+04	7.761232148512001716e-01	7.842384445898953338e-01	7.856403370343599812e-01	7.837298597479013251e-01
1.691659809999999925e+04	7.681334814352502871e-01	7.764540272308347868e-01	7.778975785641940588e-01	7.759572237619427604e-01
1.690923746000000028e+04	7.601319891448323762e-01	7.686508075676946605e-01	7.701348055110238677e-01	7.681658968107293317e-01
1.690188346000000092e+04	7.521253987498761617e-01	7.608351273205261611e-01	7.623582903023485846e-01	7.603621787288364908e-01
1.689453609000000142e+04	7.441201828744647973e-01	7.530131650918256980e-01	7.545741471676962187e-01	7.525522088113256736e-01
1.688719535000000178e+04	7.361226419417649103e-01	7.451909519626016554e-01	7.467883476750988292e-01	7.447419814115991965e-01
1.687986121999999887e+04	7.281388662257705091e-01	7.373743343581240506e-01	7.390066837780829845e-01	7.369373088816103534e-01
1.687253369000000021e+04	7.201747638328916956e-01	7.295690013028536258e-01	7.312347949335878949e-01	7.291438487946821922e-01
1.686521275999999853e+04	7.122360564381976511e-01	7.217804801566691797e-01	7.234781638503695600e-01	7.213670996907414201e-01
1.685789842000000135e+04	7.043282538358225375e-01	7.140141114740923278e-01	7.157420914280702151e-01	7.136123759687655888e-01
1.685059064999999828e+04	6.964566509103592429e-01	7.062750457240092317e-01	7.080316934411671204e-01	7.058848045986526598e-01
1.684328945999999996e+04	6.886263680154217637e-01	6.985682826960663006e-01	7.003519397523345624e-01	6.981893644501828700e-01
1.683599481999999989e+04	6.808422735160120087e-01	6.908985949609922628e-01	6.927075779909059872e-01	6.905308098409014272e-01
1.682870673000000170e+04	6.731090572828614116e-01	6.832705997696614242e-01	6.851032051245091736e-01	6.829137422971067739e-01
1.682142519000000175e+04	6.654311970270480048e-01	6.756887255140291426e-01	6.775432339669414938e-01	6.753425770268400852e-01
1.681415018000000055e+04	6.578129366107480225e-01	6.681571897736847676e-01	6.700318711927127913e-01	6.678215209530585783e-01
1.680688168999999834e+04	6.502583175453864328e-01	6.606800298459478693e-01	6.625731476753469185e-01	6.603546031507517844e-01
1.679961972999999853e+04	6.427711890025471497e-01	6.532611121441418423e-01	6.551709277702183476e-01	6.529456841793227495e-01
1.679236426999999821e+04	6.353551463887242567e-01	6.459040707166557871e-01	6.478288478594393940e-01	6.455983946254163497e-01
1.678511530000000130e+04	6.280135945885887416e-01	6.386123691913406786e-01	6.405503780234254041e-01	6.383161968988499968e-01
1.677787283000000025e+04	6.207497483865207499e-01	6.313893006136139796e-01	6.333388217718410873e-01	6.311023850051215023e-01
1.677063683999999921e+04	6.135665837520437593e-01	6.242379383013264560e-01	6.261972668457342905e-01	6.239600353918161035e-01
1.676340731999999844e+04	6.064668805110391414e-01	6.171611774555260110e-01	6.191286266083285694e-01	6.168920484294696527e-01
1.675618426000000181e+04	5.994532145700776082e-01	6.101617266601959688e-01	6.121356314137055277e-01	6.099011398438832776e-01
1.674896765999999843e+04	5.925279701753223272e-01	6.032421193162469386e-01	6.052208398795078104e-01	6.029898520548249152e-01
1.674175750999999946e+04	5.856933235044132768e-01	5.964046964289720920e-01	5.983866215317819037e-01	5.961605369003228905e-01
1.673455380000000150e+04	5.789512558532298181e-01	5.896516188970951644e-01	5.916351689172821837e-01	5.894153678241540462e-01
1.672735651000000144e+04	5.723035480418936505e-01	5.829848610134347187e-01	5.849684909354904150e-01	5.827563332957225173e-01
1.672016563999999926e+04	5.657518120199431788e-01	5.764062412607727781e-01	5.783884434627566407e-01	5.761852674804736063e-01
1.671298118999999861e+04	5.592974758256749057e-01	5.699174063816031532e-01	5.718967132601465719e-01	5.697038342375836395e-01
1.670580313999999998e+04	5.529417702626938658e-01	5.635198170297954778e-01	5.654948034365020471e-01	5.633135126957401484e-01
1.669863148999999976e+04	5.466857693031287324e-01	5.572147874686446123e-01	5.591840729874254512e-01	5.570156368134020486e-01
1.669146621999999843e+04	5.405303593254183747e-01	5.510034536809226280e-01	5.529657047059335362e-01	5.508113634324353081e-01
1.668430732999999964e+04	5.344762788157597644e-01	5.448868124521097922e-01	5.468407441220121123e-01	5.447017112242364956e-01
1.667715481000000000e+04	5.285240972183413710e-01	5.388656991258010676e-01	5.408100770584267636e-01	5.386875383779461401e-01
1.667000864999999976e+04	5.226742288079254672e-01	5.329408006646516593e-01	5.348744425251119594e-01	5.327695555547685702e-01
1.666286883999999918e+04	5.169269378834598916e-01	5.271126599804568658e-01	5.290344368773161055e-01	5.269483301221734584e-01
1.665573537999999826e+04	5.112823518998943495e-01	5.213816883410505865e-01	5.232905260715061679e-01	5.212242984561102910e-01
1.664860825000000114e+04	5.057404430265870499e-01	5.157481457345171050e-01	5.176430258083924985e-01	5.155977462405966216e-01
1.664148745000000054e+04	5.003010652271949743e-01	5.102121776162114042e-01	5.120921381878333900e-01	5.100688450834572896e-01
1.663437297000000035e+04	4.949639360668932064e-01	5.047737955512946462e-01	5.066379321348493114e-01	5.046376330973900703e-01
1.662726480000000083e+04	4.897286502046217516e-01	4.994328900485181522e-01	5.012803560931863300e-01	4.993040276352883611e-01
1.662016292999999860e+04	4.845946849233422893e-01	4.941892353374788827e-01	4.960192426489066220e-01	4.940678299807957918e-01
1.661306735000000117e+04	4.795614056661882119e-01	4.890424941758518829e-01	4.908543131881981103e-01	4.889287300710709050e-01
1.660597806000000128e+04	4.746280784574146150e-01	4.839922297340779056e-01	4.857851896642225720e-01	4.838863182881646963e-01
1.659889504999999917e+04	4.697938612290543658e-01	4.790378959234828371e-01	4.808113847335195312e-01	4.789400757290065980e-01
1.659181829999999900e+04	4.650578099718279401e-01	4.741788428732479632e-01	4.759323070931927302e-01	4.740893796071743993e-01
1.658474782000000050e+04	4.604189108099718264e-01	4.694143490833075916e-01	4.711472936178556781e-01	4.693335352841430663e-01
1.657768359000000055e+04	4.558760452341569236e-01	4.647435850213013642e-01	4.664555726620921994e-01	4.646717398659115927e-01
1.657062559999999939e+04	4.514280223253243074e-01	4.601656454749860070e-01	4.618562964062601917e-01	4.601031144404942319e-01
1.656357384000000093e+04	4.470735772470660341e-01	4.556795473399675167e-01	4.573485385028702166e-01	4.556267018122303614e-01
1.655652832000000126e+04	4.428113883905409054e-01	4.512842466419573761e-01	4.529313110537291354e-01	4.512414834329418478e-01
1.654948901000000114e+04	4.386400460406989499e-01	4.469786055982345463e-01	4.486035313828757864e-01	4.469463464898635330e-01
1.654245591000000059e+04	4.345581000228199153e-01	4.427614411398854144e-01	4.443640706796169737e-01	4.427401322737178901e-01
1.653542901999999958e+04	4.305640458883575050e-01	4.386315101271728856e-01	4.402117390315661294e-01	4.386216213819627563e-01
1.652840831999999864e+04	4.266563186920961925e-01	4.345875023546437732e-01	4.361452782808117323e-01	4.345895267093877190e-01
1.652139381000000139e+04	4.228333203904353077e-01	4.306280683729005188e-01	4.321633898947831454e-01	4.306425211592642133e-01
1.651438547000000108e+04	4.190934021096478501e-01	4.267518006623085003e-01	4.282647159398529912e-01	4.267792188427723676e-01
1.650738331000000107e+04	4.154348955328356907e-01	4.229572657021085091e-01	4.244478712436233758e-01	4.229982070184906129e-01
1.650038729999999850e+04	4.118560801058219201e-01	4.192429695556275093e-01	4.207114086959558019e-01	4.192980117734731449e-01
1.649339745000000039e+04	4.083552289955031944e-01	4.156074051505202482e-01	4.170538667288359314e-01	4.156771451164045228e-01
1.648641374999999971e+04	4.049305818727191308e-01	4.120490236930134942e-01	4.134737404900669655e-01	4.121340764792042477e-01
1.647943618000000060e+04	4.015803545964351517e-01	4.085662443772470342e-01	4.099694915421502883e-01	4.086672423857923842e-01
1.647246473999999944e+04	3.983027573981776648e-01	4.051574729932165275e-01	4.065395665245158940e-01	4.052750649689788043e-01
1.646549942000000010e+04	3.950959838178939587e-01	4.018210901667708113e-01	4.031823852671485020e-01	4.019559402566646455e-01
1.645854021999999895e+04	3.919582235692466443e-01	3.985554645033711485e-01	3.998963539668266010e-01	3.987082512508190457e-01
1.645158712000000014e+04	3.888876522736260388e-01	3.953589416975655246e-01	3.966798541854199001e-01	3.955303570995845619e-01
1.644464012000000002e+04	3.858824526592060100e-01	3.922298664184022954e-01	3.935312648345040132e-01	3.924206148681977369e-01
1.643769919999999911e+04	3.829407999041350430e-01	3.891665669032792763e-01	3.904489466411383281e-01	3.893773642314190542e-01
1.643076437000000078e+04	3.800608859257131877e-01	3.861673801265476658e-01	3.874312674462650485e-01	3.863989524942648135e-01
1.642383560999999827e+04	3.772408966805047559e-01	3.832306280649547259e-01	3.844765783013105453e-01	3.834837110272616978e-01
1.641691291999999885e+04	3.744790357344427445e-01	3.803546421720280790e-01	3.815832380773616639e-01	3.806299795926211260e-01
1.640999628999999914e+04	3.717735142918563440e-01	3.775377529482641381e-01	3.787496029594702440e-01	3.778360960061186713e-01
1.640308569999999963e+04	3.691225538929202576e-01	3.747782927308199175e-01	3.759740292481353885e-01	3.751003989358567270e-01
1.639618115000000034e+04	3.665244001186378497e-01	3.720746099620312886e-01	3.732548877095011042e-01	3.724212420738668428e-01
1.638928264000000127e+04	3.639773165845467950e-01	3.694250629539334585e-01	3.705905573031845757e-01	3.697969879714043118e-01
1.638239016000000083e+04	3.614795832691963251e-01	3.668280181940254403e-01	3.679794234856453850e-01	3.672260063926320872e-01
1.637550368999999955e+04	3.590294986264301325e-01	3.642818526136030188e-01	3.654198805042727094e-01	3.647066766001086924e-01
1.636862322999999924e+04	3.566253919239639747e-01	3.617849664941996113e-01	3.629103443863806455e-01	3.622374001580378478e-01
1.636174877000000015e+04	3.542656139215580313e-01	3.593357738739205165e-01	3.604492433110297323e-01	3.598165914673390198e-01
1.635488031000000046e+04	3.519485452637139411e-01	3.569327113782017613e-01	3.580350265052207326e-01	3.574426865323556690e-01
1.634801783000000069e+04	3.496725876061466121e-01	3.545742291467199325e-01	3.556661551525666098e-01	3.551141340321444240e-01
1.634116133000000082e+04	3.474361782719421754e-01	3.522588061775195345e-01	3.533411178354738946e-01	3.528294105136912662e-01
1.633431079999999929e+04	3.452377812094993281e-01	3.499849411068102212e-01	3.510584213017614585e-01	3.505870113197224192e-01
1.632746623999999974e+04	3.430758944668295118e-01	3.477511601153737697e-01	3.488165984357601279e-01	3.483854584267372378e-01
1.632062763000000086e+04	3.409490415282072084e-01	3.455560081554268637e-01	3.466141994875997501e-01	3.462232918346994093e-01
1.631379497000000083e+04	3.388557846859849843e-01	3.433980629556173114e-01	3.444498061648038068e-01	3.440990834067262361e-01
1.630696824999999990e+04	3.367947162293101204e-01	3.412759261145783540e-01	3.423220227319746511e-01	3.420114281283029856e-01
1.630014745000000039e+04	3.347644592147410725e-01	3.391882241185114055e-01	3.402294770760322939e-01	3.399589451550623087e-01
1.629333258999999998e+04	3.327636826998686126e-01	3.371336242065005040e-01	3.381708366468237359e-01	3.379402934422484628e-01
1.628652363999999943e+04	3.307910754311666479e-01	3.351108075391922014e-01	3.361447816082566709e-01	3.359541454065759214e-01
1.627972060000000056e+04	3.288453698256269542e-01	3.331184940655337878e-01	3.341500298023487581e-01	3.339992114026504311e-01
1.627292345000000023e+04	3.269253275903065692e-01	3.311554279882060747e-01	3.321853222323998267e-01	3.320742254813006111e-01
1.626613220999999976e+04	3.250297568523075054e-01	3.292203955064536558e-01	3.302494408662547953e-01	3.301779628241425790e-01
1.625934684999999990e+04	3.231574868910526699e-01	3.273121992189577667e-01	3.283411830653064079e-01	3.283092146803081035e-01
1.625256735999999910e+04	3.213073879238523278e-01	3.254296785810887327e-01	3.264593821042126032e-01	3.264668084590935937e-01
1.624579375000000073e+04	3.194783707307878307e-01	3.235717097028186773e-01	3.246029070021838048e-01	3.246496075445969298e-01
1.623902599999999984e+04	3.176693729678748968e-01	3.217371916580096802e-01	3.227706488852494782e-01	3.228564979306352556e-01
1.623226410000000033e+04	3.158793699327454574e-01	3.199250576661525902e-01	3.209615322093832268e-01	3.210863991938973649e-01
1.622550806000000011e+04	3.141073768122999987e-01	3.181342775570253356e-01	3.191745172575199962e-01	3.193382669170281019e-01
1.621875784999999996e+04	3.123524326474160784e-01	3.163638417771146849e-01	3.174085842220231157e-01	3.176110770997228605e-01
1.621201346999999987e+04	3.106136184290010371e-01	3.146127799021069538e-01	3.156627517240725989e-01	3.159038442583323447e-01
1.620527492999999959e+04	3.088900513126333625e-01	3.128801549630118584e-01	3.139360711847967167e-01	3.142156158972186364e-01
1.619854219000000012e+04	3.071808689554317295e-01	3.111650479226556465e-01	3.122276114008860626e-01	3.125454574102990435e-01
1.619181526999999915e+04	3.054852571644203763e-01	3.094665856567624940e-01	3.105364864671241176e-01	3.108924793609281201e-01
1.618509415000000081e+04	3.038024239410001548e-01	3.077839150786935707e-01	3.088618300348832113e-01	3.092558122951781785e-01
1.617837881999999991e+04	3.021316117151907066e-01	3.061162156154262348e-01	3.072028077807412161e-01	3.076346189110385487e-01
1.617166928999999982e+04	3.004720991973133248e-01	3.044627012068806815e-01	3.055586194248630094e-01	3.060280960076268708e-01
1.616496552999999949e+04	2.988231859693356030e-01	3.028226051223631976e-01	3.039284836674532309e-01	3.044354597450855127e-01
1.615826754000000074e+04	2.971842092553150239e-01	3.011951968490169107e-01	3.023116550188750806e-01	3.028559620681501308e-01
1.615157531999999992e+04	2.955545358441105663e-01	2.995797741868950204e-01	3.007074159676887959e-01	3.012888830309126686e-01
